image_id,query_index,method,success,expanded_nodes,off_reference_r0,routeconform_0.05_r0,off_reference_r1,routeconform_0.05_r1,off_reference_r2,routeconform_0.05_r2,off_reference_r3,routeconform_0.05_r3
15928855_15,131,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
15928855_15,132,Soft-probability A*,1,17196,0.05343511450381677,0,0.0010905125408942062,1,0.0,1,0.0,1
15928855_15,132,Topology+Risk A*,1,20808,0.017372421281216077,1,0.0010857763300760048,1,0.0,1,0.0,1
15928855_15,133,Soft-probability A*,1,30497,0.03165374677002586,1,0.0006459948320413078,1,0.0,1,0.0,1
15928855_15,133,Topology+Risk A*,1,28867,0.010315925209542276,1,0.0006447453255964408,1,0.0,1,0.0,1
15928855_15,134,Soft-probability A*,1,29464,0.03111111111111109,1,0.0006349206349206549,1,0.0,1,0.0,1
15928855_15,134,Topology+Risk A*,1,28383,0.010139416983523497,1,0.0006337135614702394,1,0.0,1,0.0,1
15928855_15,135,Soft-probability A*,1,28022,0.03436185133239833,1,0.0007012622720897754,1,0.0,1,0.0,1
15928855_15,135,Topology+Risk A*,1,23626,0.011196641007697683,1,0.0006997900629811538,1,0.0,1,0.0,1
15928855_15,136,Soft-probability A*,1,29574,0.03113087674714099,1,0.0006353240152477957,1,0.0,1,0.0,1
15928855_15,136,Topology+Risk A*,1,24500,0.010145846544071024,1,0.0006341154090044876,1,0.0,1,0.0,1
15928855_15,137,Soft-probability A*,1,29396,0.0319426336375489,1,0.0006518904823989979,1,0.0,1,0.0,1
15928855_15,137,Topology+Risk A*,1,24488,0.010409889394925154,1,0.0006506180871828082,1,0.0,1,0.0,1
15928855_15,138,Soft-probability A*,1,28956,0.033175355450236976,1,0.0006770480704130222,1,0.0,1,0.0,1
15928855_15,138,Topology+Risk A*,1,24223,0.010810810810810811,1,0.0006756756756757243,1,0.0,1,0.0,1
15928855_15,139,Soft-probability A*,1,28064,0.03383977900552482,1,0.0006906077348066697,1,0.0,1,0.0,1
15928855_15,139,Topology+Risk A*,1,27557,0.011026878015162,1,0.000689179875947632,1,0.0,1,0.0,1
16078870_15,140,Soft-probability A*,1,10695,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,140,Topology+Risk A*,1,12756,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,141,Soft-probability A*,1,5169,0.01591511936339518,1,0.007957559681697646,1,0.0,1,0.0,1
16078870_15,141,Topology+Risk A*,1,6020,0.0053050397877983935,1,0.0,1,0.0,1,0.0,1
16078870_15,142,Soft-probability A*,1,8740,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,142,Topology+Risk A*,1,8584,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,143,Soft-probability A*,1,3432,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,143,Topology+Risk A*,1,3169,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,144,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
16078870_15,144,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
16078870_15,145,Soft-probability A*,1,1618,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,145,Topology+Risk A*,1,1811,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,146,Soft-probability A*,1,21306,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,146,Topology+Risk A*,1,25045,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,147,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
16078870_15,147,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
16078870_15,148,Soft-probability A*,1,13674,0.008196721311475419,1,0.004098360655737654,1,0.0,1,0.0,1
16078870_15,148,Topology+Risk A*,1,15097,0.0027063599458727605,1,0.0,1,0.0,1,0.0,1
16078870_15,149,Soft-probability A*,1,19057,0.03219512195121954,1,0.008780487804878057,1,0.0,1,0.0,1
16078870_15,149,Topology+Risk A*,1,19317,0.0029041626331074433,1,0.0,1,0.0,1,0.0,1
16078870_15,150,Soft-probability A*,1,25187,0.004184100418409997,1,0.0,1,0.0,1,0.0,1
16078870_15,150,Topology+Risk A*,1,25375,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,151,Soft-probability A*,1,24007,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,151,Topology+Risk A*,1,28633,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,152,Soft-probability A*,1,26241,0.003965107057890549,1,0.0,1,0.0,1,0.0,1
16078870_15,152,Topology+Risk A*,1,27144,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,153,Soft-probability A*,1,37383,0.018817204301075252,1,0.004838709677419395,1,0.0,1,0.0,1
16078870_15,153,Topology+Risk A*,1,36975,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,154,Soft-probability A*,1,36849,0.018847603661820145,1,0.004846526655896577,1,0.0,1,0.0,1
16078870_15,154,Topology+Risk A*,1,35489,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,155,Soft-probability A*,1,42647,0.019444444444444486,1,0.0050000000000000044,1,0.0,1,0.0,1
16078870_15,155,Topology+Risk A*,1,41649,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,156,Soft-probability A*,1,44725,0.0163246268656716,1,0.004197761194029814,1,0.0,1,0.0,1
16078870_15,156,Topology+Risk A*,1,41068,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,157,Soft-probability A*,1,36758,0.022261277094317466,1,0.005272407732864637,1,0.0,1,0.0,1
16078870_15,157,Topology+Risk A*,1,35628,0.0011627906976744429,1,0.0,1,0.0,1,0.0,1
16078870_15,158,Soft-probability A*,1,39785,0.01845991561181437,1,0.004746835443038,1,0.0,1,0.0,1
16078870_15,158,Topology+Risk A*,1,39298,0.0,1,0.0,1,0.0,1,0.0,1
16078870_15,159,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
16078870_15,159,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
17878735_15,160,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878735_15,160,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
17878735_15,161,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878735_15,161,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
17878735_15,162,Soft-probability A*,1,4958,0.0073800738007380184,1,0.0,1,0.0,1,0.0,1
17878735_15,162,Topology+Risk A*,1,5034,0.0,1,0.0,1,0.0,1,0.0,1
17878735_15,163,Soft-probability A*,1,5867,0.0,1,0.0,1,0.0,1,0.0,1
17878735_15,163,Topology+Risk A*,1,5886,0.0,1,0.0,1,0.0,1,0.0,1
17878735_15,164,Soft-probability A*,1,1355,0.0,1,0.0,1,0.0,1,0.0,1
17878735_15,164,Topology+Risk A*,1,1641,0.0,1,0.0,1,0.0,1,0.0,1
17878735_15,165,Soft-probability A*,1,9688,0.02580645161290318,1,0.0,1,0.0,1,0.0,1
17878735_15,165,Topology+Risk A*,1,9753,0.0,1,0.0,1,0.0,1,0.0,1
17878735_15,166,Soft-probability A*,1,13886,0.018209408194233667,1,0.0,1,0.0,1,0.0,1
17878735_15,166,Topology+Risk A*,1,13420,0.0,1,0.0,1,0.0,1,0.0,1
17878735_15,167,Soft-probability A*,1,18939,0.013333333333333308,1,0.0,1,0.0,1,0.0,1
17878735_15,167,Topology+Risk A*,1,18383,0.0,1,0.0,1,0.0,1,0.0,1
17878735_15,168,Soft-probability A*,1,19300,0.013100436681222738,1,0.0,1,0.0,1,0.0,1
17878735_15,168,Topology+Risk A*,1,16823,0.0,1,0.0,1,0.0,1,0.0,1
17878735_15,169,Soft-probability A*,1,11288,0.0,1,0.0,1,0.0,1,0.0,1
17878735_15,169,Topology+Risk A*,1,11532,0.0,1,0.0,1,0.0,1,0.0,1
17878735_15,170,Soft-probability A*,1,21139,0.0119760479041916,1,0.0,1,0.0,1,0.0,1
17878735_15,170,Topology+Risk A*,1,18254,0.0,1,0.0,1,0.0,1,0.0,1
17878735_15,171,Soft-probability A*,1,11481,0.021543985637342944,1,0.0,1,0.0,1,0.0,1
17878735_15,171,Topology+Risk A*,1,11113,0.0,1,0.0,1,0.0,1,0.0,1
17878735_15,172,Soft-probability A*,1,12332,0.020477815699658675,1,0.0,1,0.0,1,0.0,1
17878735_15,172,Topology+Risk A*,1,12471,0.0,1,0.0,1,0.0,1,0.0,1
17878780_15,173,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,173,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,174,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,174,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,175,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,175,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,176,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,176,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,177,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,177,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,178,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,178,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,179,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,179,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,180,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,180,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,181,Soft-probability A*,1,40685,0.002394636015325635,1,0.00047892720306508263,1,0.0,1,0.0,1
17878780_15,181,Topology+Risk A*,1,40540,0.000954198473282486,1,0.0,1,0.0,1,0.0,1
17878780_15,182,Soft-probability A*,1,44514,0.007267441860465129,1,0.0021802325581394832,1,0.0,1,0.0,1
17878780_15,182,Topology+Risk A*,1,47716,0.00361794500723589,1,0.0,1,0.0,1,0.0,1
17878780_15,183,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,183,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,184,Soft-probability A*,1,12511,0.0,1,0.0,1,0.0,1,0.0,1
17878780_15,184,Topology+Risk A*,1,11143,0.0,1,0.0,1,0.0,1,0.0,1
17878780_15,185,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,185,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,186,Soft-probability A*,1,29271,0.0036603221083455484,1,0.0,1,0.0,1,0.0,1
17878780_15,186,Topology+Risk A*,1,33072,0.0,1,0.0,1,0.0,1,0.0,1
17878780_15,187,Soft-probability A*,1,45858,0.005319148936170248,1,0.0,1,0.0,1,0.0,1
17878780_15,187,Topology+Risk A*,1,43608,0.0,1,0.0,1,0.0,1,0.0,1
17878780_15,188,Soft-probability A*,1,45939,0.0005800464037123421,1,0.0,1,0.0,1,0.0,1
17878780_15,188,Topology+Risk A*,1,43977,0.0,1,0.0,1,0.0,1,0.0,1
17878780_15,189,Soft-probability A*,1,28259,0.0014316392269148048,1,0.0,1,0.0,1,0.0,1
17878780_15,189,Topology+Risk A*,1,26868,0.0,1,0.0,1,0.0,1,0.0,1
17878780_15,190,Soft-probability A*,1,22531,0.0036927621861152504,1,0.0,1,0.0,1,0.0,1
17878780_15,190,Topology+Risk A*,1,29515,0.0,1,0.0,1,0.0,1,0.0,1
17878780_15,191,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,191,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
17878780_15,192,Soft-probability A*,1,29389,0.005788712011577379,1,0.0,1,0.0,1,0.0,1
17878780_15,192,Topology+Risk A*,1,32068,0.0,1,0.0,1,0.0,1,0.0,1
17878885_15,193,Soft-probability A*,1,30528,0.09428129829984544,0,0.010819165378670781,1,0.0,1,0.0,1
17878885_15,193,Topology+Risk A*,1,41204,0.018292682926829285,1,0.0,1,0.0,1,0.0,1
17878885_15,194,Soft-probability A*,1,25199,0.04920913884007028,1,0.010544815465729385,1,0.0,1,0.0,1
17878885_15,194,Topology+Risk A*,1,28395,0.02076124567474047,1,0.0,1,0.0,1,0.0,1
17878885_15,195,Soft-probability A*,1,4543,0.04938271604938271,1,0.0,1,0.0,1,0.0,1
17878885_15,195,Topology+Risk A*,1,4433,0.061224489795918324,0,0.008163265306122436,1,0.0,1,0.0,1
17878885_15,196,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878885_15,196,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
17878885_15,197,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878885_15,197,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
17878885_15,198,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878885_15,198,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
17878885_15,199,Soft-probability A*,1,34554,0.010322580645161339,1,0.001290322580645209,1,0.0,1,0.0,1
17878885_15,199,Topology+Risk A*,1,55059,0.005148005148005175,1,0.0,1,0.0,1,0.0,1
17878885_15,200,Soft-probability A*,1,67811,0.13588110403397025,0,0.10084925690021229,0,0.09235668789808915,0,0.08174097664543523,0
17878885_15,200,Topology+Risk A*,1,80068,0.12029288702928875,0,0.09728033472803344,0,0.09100418410041844,0,0.07845188284518834,0
17878885_15,201,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878885_15,201,Topology+Risk A*,1,69716,0.016566265060240948,1,0.001506024096385561,1,0.0,1,0.0,1
17878885_15,202,Soft-probability A*,1,100426,0.012978142076502719,1,0.0,1,0.0,1,0.0,1
17878885_15,202,Topology+Risk A*,1,144345,0.0,1,0.0,1,0.0,1,0.0,1
17878885_15,203,Soft-probability A*,1,28252,0.04616998950682061,1,0.0041972717733472775,1,0.0,1,0.0,1
17878885_15,203,Topology+Risk A*,1,55387,0.0010351966873706209,1,0.0,1,0.0,1,0.0,1
17878885_15,204,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878885_15,204,Topology+Risk A*,1,167932,0.008701957940536631,1,0.0,1,0.0,1,0.0,1
17878885_15,205,Soft-probability A*,1,70667,0.03069236259814423,1,0.0,1,0.0,1,0.0,1
17878885_15,205,Topology+Risk A*,1,133950,0.009193776520509234,1,0.0,1,0.0,1,0.0,1
17878885_15,206,Soft-probability A*,1,54375,0.029911075181891622,1,0.0,1,0.0,1,0.0,1
17878885_15,206,Topology+Risk A*,1,101353,0.007194244604316502,1,0.0,1,0.0,1,0.0,1
17878885_15,207,Soft-probability A*,1,95423,0.02713987473903967,1,0.0,1,0.0,1,0.0,1
17878885_15,207,Topology+Risk A*,1,117767,0.006206896551724128,1,0.0,1,0.0,1,0.0,1
17878885_15,208,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
17878885_15,208,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
17878885_15,209,Soft-probability A*,1,51891,0.027567195037904946,1,0.001378359751895264,1,0.0,1,0.0,1
17878885_15,209,Topology+Risk A*,1,93220,0.007534246575342518,1,0.0,1,0.0,1,0.0,1
17878885_15,210,Soft-probability A*,1,50920,0.032258064516129004,1,0.0028050490883591017,1,0.0,1,0.0,1
17878885_15,210,Topology+Risk A*,1,99369,0.00976971388695047,1,0.0,1,0.0,1,0.0,1
17878885_15,211,Soft-probability A*,1,108695,0.026486168334314275,1,0.0,1,0.0,1,0.0,1
17878885_15,211,Topology+Risk A*,1,149254,0.005844535359438963,1,0.0,1,0.0,1,0.0,1
17878885_15,212,Soft-probability A*,1,76495,0.024326101249178222,1,0.0,1,0.0,1,0.0,1
17878885_15,212,Topology+Risk A*,1,118827,0.006531678641410799,1,0.0,1,0.0,1,0.0,1
18028750_15,213,Soft-probability A*,1,1909,0.0,1,0.0,1,0.0,1,0.0,1
18028750_15,213,Topology+Risk A*,1,1885,0.0,1,0.0,1,0.0,1,0.0,1
18028750_15,214,Soft-probability A*,1,6982,0.00195694716242667,1,0.0,1,0.0,1,0.0,1
18028750_15,214,Topology+Risk A*,1,9229,0.0,1,0.0,1,0.0,1,0.0,1
18028750_15,215,Soft-probability A*,1,4806,0.013157894736842146,1,0.006578947368421018,1,0.0,1,0.0,1
18028750_15,215,Topology+Risk A*,1,5070,0.00983606557377048,1,0.0,1,0.0,1,0.0,1
18028750_15,216,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
18028750_15,216,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
18028750_15,217,Soft-probability A*,1,9631,0.1644444444444444,0,0.06000000000000005,0,0.0022222222222222365,1,0.0,1
18028750_15,217,Topology+Risk A*,1,9879,0.10239651416122009,0,0.061002178649237515,0,0.006535947712418277,1,0.0,1
18028750_15,218,Soft-probability A*,1,862,0.0,1,0.0,1,0.0,1,0.0,1
18028750_15,218,Topology+Risk A*,1,916,0.0,1,0.0,1,0.0,1,0.0,1
18028750_15,219,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
18028750_15,219,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
18028750_15,220,Soft-probability A*,1,9089,0.0,1,0.0,1,0.0,1,0.0,1
18028750_15,220,Topology+Risk A*,1,8921,0.0,1,0.0,1,0.0,1,0.0,1
18028750_15,221,Soft-probability A*,1,22776,0.06485539000876428,0,0.02366345311130591,1,0.0008764241893076674,1,0.0,1
18028750_15,221,Topology+Risk A*,1,28225,0.04072790294627382,1,0.024263431542461023,1,0.0025996533795493715,1,0.0,1
18028750_15,222,Soft-probability A*,1,30438,0.05142460041695618,0,0.018763029881862403,1,0.0006949270326616075,1,0.0,1
18028750_15,222,Topology+Risk A*,1,29575,0.032369146005509664,1,0.019283746556473802,1,0.0020661157024793875,1,0.0,1
18028750_15,223,Soft-probability A*,1,17091,0.09113300492610843,0,0.03325123152709364,1,0.0012315270935960854,1,0.0,1
18028750_15,223,Topology+Risk A*,1,18486,0.057247259439707654,0,0.03410475030450666,1,0.0036540803897685548,1,0.0,1
18028750_15,224,Soft-probability A*,1,14742,0.013114754098360604,1,0.0,1,0.0,1,0.0,1
18028750_15,224,Topology+Risk A*,1,14365,0.0,1,0.0,1,0.0,1,0.0,1
18028750_15,225,Soft-probability A*,1,15764,0.014981273408239737,1,0.0,1,0.0,1,0.0,1
18028750_15,225,Topology+Risk A*,1,13649,0.0,1,0.0,1,0.0,1,0.0,1
18028750_15,226,Soft-probability A*,1,30171,0.04746632456703015,1,0.01731879409878123,1,0.0006414368184733954,1,0.0,1
18028750_15,226,Topology+Risk A*,1,29789,0.029898218829516487,1,0.01781170483460559,1,0.001908396946564861,1,0.0,1
18028750_15,227,Soft-probability A*,1,30213,0.04735883424408016,1,0.01760777170613237,1,0.0006071645415908211,1,0.0,1
18028750_15,227,Topology+Risk A*,1,25653,0.030102347983142708,1,0.01685731487055986,1,0.0018061408789885602,1,0.0,1
18028750_15,228,Soft-probability A*,1,29503,0.050546448087431695,0,0.018442622950819665,1,0.000683060109289646,1,0.0,1
18028750_15,228,Topology+Risk A*,1,30890,0.03182125930941093,1,0.018957345971563955,1,0.0020311442112389555,1,0.0,1
18028750_15,229,Soft-probability A*,1,28747,0.04746632456703015,1,0.01731879409878123,1,0.0006414368184733954,1,0.0,1
18028750_15,229,Topology+Risk A*,1,24976,0.029898218829516487,1,0.01781170483460559,1,0.001908396946564861,1,0.0,1
18028750_15,230,Soft-probability A*,1,35464,0.04429301533219765,1,0.016467915956842716,1,0.0005678591709256109,1,0.0,1
18028750_15,230,Topology+Risk A*,1,31643,0.028169014084507005,1,0.015774647887323967,1,0.0016901408450704647,1,0.0,1
18028750_15,231,Soft-probability A*,1,26234,0.05225988700564976,0,0.01906779661016944,1,0.0007062146892655718,1,0.0,1
18028750_15,231,Topology+Risk A*,1,20812,0.032890132960112006,1,0.019594121763470973,1,0.0020993701889433503,1,0.0,1
18028750_15,232,Soft-probability A*,1,36361,0.04255319148936165,1,0.015821058374249852,1,0.0005455537370431252,1,0.0,1
18028750_15,232,Topology+Risk A*,1,32675,0.027070925825663283,1,0.015159718462371408,1,0.0016242555495398214,1,0.0,1
18178780_15,233,Soft-probability A*,1,8421,0.01171875,1,0.0,1,0.0,1,0.0,1
18178780_15,233,Topology+Risk A*,1,11944,0.0038461538461538325,1,0.0,1,0.0,1,0.0,1
18178780_15,234,Soft-probability A*,1,1025,0.03125,1,0.0,1,0.0,1,0.0,1
18178780_15,234,Topology+Risk A*,1,1695,0.078125,0,0.0,1,0.0,1,0.0,1
18178780_15,235,Soft-probability A*,1,462,0.0,1,0.0,1,0.0,1,0.0,1
18178780_15,235,Topology+Risk A*,1,571,0.0,1,0.0,1,0.0,1,0.0,1
18178780_15,236,Soft-probability A*,1,77760,0.006422018348623881,1,0.0,1,0.0,1,0.0,1
18178780_15,236,Topology+Risk A*,1,90309,0.0022831050228310223,1,0.0,1,0.0,1,0.0,1
18178780_15,237,Soft-probability A*,1,30921,0.006265664160400974,1,0.0012531328320801727,1,0.0,1,0.0,1
18178780_15,237,Topology+Risk A*,1,35917,0.0037453183520599342,1,0.0012484394506866447,1,0.0,1,0.0,1
18178780_15,238,Soft-probability A*,1,21626,0.012618296529968487,1,0.0,1,0.0,1,0.0,1
18178780_15,238,Topology+Risk A*,1,38781,0.0031397174254317317,1,0.0,1,0.0,1,0.0,1
18178780_15,239,Soft-probability A*,1,62807,0.015763546798029604,1,0.0009852216748768017,1,0.0,1,0.0,1
18178780_15,239,Topology+Risk A*,1,75031,0.001962708537782132,1,0.0,1,0.0,1,0.0,1
18178780_15,240,Soft-probability A*,1,38481,0.009696969696969648,1,0.0036363636363636598,1,0.0,1,0.0,1
18178780_15,240,Topology+Risk A*,1,40261,0.004825090470446325,1,0.0,1,0.0,1,0.0,1
18178780_15,241,Soft-probability A*,1,95772,0.004553215708594238,1,0.0,1,0.0,1,0.0,1
18178780_15,241,Topology+Risk A*,1,111940,0.0011293054771315258,1,0.0,1,0.0,1,0.0,1
18178780_15,242,Soft-probability A*,1,24234,0.024079320113314484,1,0.005665722379603388,1,0.0,1,0.0,1
18178780_15,242,Topology+Risk A*,1,38028,0.01412429378531077,1,0.0014124293785310327,1,0.0,1,0.0,1
18178780_15,243,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
18178780_15,243,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
18178780_15,244,Soft-probability A*,1,61397,0.0011160714285713969,1,0.0,1,0.0,1,0.0,1
18178780_15,244,Topology+Risk A*,1,68642,0.0011098779134295356,1,0.0,1,0.0,1,0.0,1
18178780_15,245,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
18178780_15,245,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
18178780_15,246,Soft-probability A*,1,61440,0.010519801980197974,1,0.0024752475247524774,1,0.0012376237623762387,1,0.0,1
18178780_15,246,Topology+Risk A*,1,81544,0.004302397049784856,1,0.0018438844499077955,1,0.0006146281499692652,1,0.0,1
18178780_15,247,Soft-probability A*,1,109266,0.0043525571273123065,1,0.0,1,0.0,1,0.0,1
18178780_15,247,Topology+Risk A*,1,115689,0.0,1,0.0,1,0.0,1,0.0,1
18178780_15,248,Soft-probability A*,1,49699,0.0,1,0.0,1,0.0,1,0.0,1
18178780_15,248,Topology+Risk A*,1,69283,0.0013745704467353903,1,0.0,1,0.0,1,0.0,1
18178780_15,249,Soft-probability A*,1,43037,0.000611995104039198,1,0.0,1,0.0,1,0.0,1
18178780_15,249,Topology+Risk A*,1,70154,0.0006105006105006083,1,0.0,1,0.0,1,0.0,1
18178780_15,250,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
18178780_15,250,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
18178780_15,251,Soft-probability A*,1,78429,0.010770975056689336,1,0.0022675736961451642,1,0.0011337868480725266,1,0.0,1
18178780_15,251,Topology+Risk A*,1,78520,0.005064715813168252,1,0.0016882386043893804,1,0.0005627462014631268,1,0.0,1
18178780_15,252,Soft-probability A*,1,92911,0.013283740701381497,1,0.002125398512221044,1,0.0010626992561104665,1,0.0,1
18178780_15,252,Topology+Risk A*,1,101810,0.0063458487572712885,1,0.0015864621893177944,1,0.0005288207297725611,1,0.0,1
18328735_15,253,Soft-probability A*,1,4710,0.03140096618357491,1,0.0024154589371980784,1,0.0,1,0.0,1
18328735_15,253,Topology+Risk A*,1,5340,0.0072289156626506035,1,0.002409638554216831,1,0.0,1,0.0,1
18328735_15,254,Soft-probability A*,1,72,0.0,1,0.0,1,0.0,1,0.0,1
18328735_15,254,Topology+Risk A*,1,248,0.0,1,0.0,1,0.0,1,0.0,1
18328735_15,255,Soft-probability A*,1,20415,0.0,1,0.0,1,0.0,1,0.0,1
18328735_15,255,Topology+Risk A*,1,20682,0.0,1,0.0,1,0.0,1,0.0,1
18328735_15,256,Soft-probability A*,1,12615,0.03703703703703709,1,0.0030864197530864335,1,0.0,1,0.0,1
18328735_15,256,Topology+Risk A*,1,13430,0.006134969325153339,1,0.0015337423312883347,1,0.0,1,0.0,1
18328735_15,257,Soft-probability A*,1,24693,0.002348520432127743,1,0.0004697040864255486,1,0.0,1,0.0,1
18328735_15,257,Topology+Risk A*,1,34784,0.0014084507042253502,1,0.00046948356807507974,1,0.0,1,0.0,1
18328735_15,258,Soft-probability A*,1,18125,0.03221476510067112,1,0.0026845637583892135,1,0.0,1,0.0,1
18328735_15,258,Topology+Risk A*,1,18382,0.008021390374331583,1,0.0013368983957219305,1,0.0,1,0.0,1
18328735_15,259,Soft-probability A*,1,41521,0.018342391304347783,1,0.0,1,0.0,1,0.0,1
18328735_15,259,Topology+Risk A*,1,48503,0.0006765899864682456,1,0.0,1,0.0,1,0.0,1
18328735_15,260,Soft-probability A*,1,16385,0.02833530106257376,1,0.0023612750885477762,1,0.0,1,0.0,1
18328735_15,260,Topology+Risk A*,1,17864,0.004700352526439522,1,0.001175088131609825,1,0.0,1,0.0,1
18328735_15,261,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
18328735_15,261,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
18328735_15,262,Soft-probability A*,1,25981,0.01898734177215189,1,0.0,1,0.0,1,0.0,1
18328735_15,262,Topology+Risk A*,1,28315,0.0009009009009008917,1,0.0,1,0.0,1,0.0,1
18328735_15,263,Soft-probability A*,1,30745,0.017608217168011753,1,0.0014673514306676738,1,0.0,1,0.0,1
18328735_15,263,Topology+Risk A*,1,37000,0.0036496350364964014,1,0.0,1,0.0,1,0.0,1
18328735_15,264,Soft-probability A*,1,38898,0.020786933927245732,1,0.0014847809948033142,1,0.0,1,0.0,1
18328735_15,264,Topology+Risk A*,1,55353,0.0022156573116691725,1,0.0,1,0.0,1,0.0,1
18328735_15,265,Soft-probability A*,1,18369,0.0,1,0.0,1,0.0,1,0.0,1
18328735_15,265,Topology+Risk A*,1,23365,0.0,1,0.0,1,0.0,1,0.0,1
18328735_15,266,Soft-probability A*,1,53278,0.011967448539971226,1,0.00047869794159882684,1,0.0,1,0.0,1
18328735_15,266,Topology+Risk A*,1,70205,0.002865329512893977,1,0.00047755491881562584,1,0.0,1,0.0,1
18328735_15,267,Soft-probability A*,1,45882,0.01759999999999995,1,0.0005333333333333856,1,0.0,1,0.0,1
18328735_15,267,Topology+Risk A*,1,53077,0.0031897926634768536,1,0.0005316321105794941,1,0.0,1,0.0,1
