image_id,query_index,method,success,expanded_nodes,off_reference_r0,routeconform_0.05_r0,off_reference_r1,routeconform_0.05_r1,off_reference_r2,routeconform_0.05_r2,off_reference_r3,routeconform_0.05_r3
18328735_15,268,Soft-probability A*,1,48044,0.013842746400885897,1,0.0005537098560354226,1,0.0,1,0.0,1
18328735_15,268,Topology+Risk A*,1,59361,0.00331308669243513,1,0.000552181115405892,1,0.0,1,0.0,1
18328735_15,269,Soft-probability A*,1,16425,0.0,1,0.0,1,0.0,1,0.0,1
18328735_15,269,Topology+Risk A*,1,31769,0.0,1,0.0,1,0.0,1,0.0,1
18328735_15,270,Soft-probability A*,1,34643,0.01754385964912286,1,0.002419842710223885,1,0.0,1,0.0,1
18328735_15,270,Topology+Risk A*,1,46116,0.003015681544028981,1,0.0,1,0.0,1,0.0,1
18328735_15,271,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
18328735_15,271,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
18328735_15,272,Soft-probability A*,1,44613,0.018221976808393103,1,0.000552181115405892,1,0.0,1,0.0,1
18328735_15,272,Topology+Risk A*,1,51558,0.003302146395156802,1,0.0005503577325260967,1,0.0,1,0.0,1
18328780_15,273,Soft-probability A*,1,13380,0.01936619718309862,1,0.0017605633802817433,1,0.0,1,0.0,1
18328780_15,273,Topology+Risk A*,1,14736,0.00865051903114189,1,0.0,1,0.0,1,0.0,1
18328780_15,274,Soft-probability A*,1,122,0.0,1,0.0,1,0.0,1,0.0,1
18328780_15,274,Topology+Risk A*,1,237,0.0,1,0.0,1,0.0,1,0.0,1
18328780_15,275,Soft-probability A*,1,898,0.0,1,0.0,1,0.0,1,0.0,1
18328780_15,275,Topology+Risk A*,1,1111,0.0,1,0.0,1,0.0,1,0.0,1
18328780_15,276,Soft-probability A*,1,9473,0.0378250591016549,1,0.0023640661938534313,1,0.0,1,0.0,1
18328780_15,276,Topology+Risk A*,1,11548,0.011655011655011704,1,0.0,1,0.0,1,0.0,1
18328780_15,277,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
18328780_15,277,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
18328780_15,278,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
18328780_15,278,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
18328780_15,279,Soft-probability A*,1,33103,0.0008802816901408717,1,0.0,1,0.0,1,0.0,1
18328780_15,279,Topology+Risk A*,1,31157,0.0,1,0.0,1,0.0,1,0.0,1
18328780_15,280,Soft-probability A*,1,14499,0.010014306151645225,1,0.0,1,0.0,1,0.0,1
18328780_15,280,Topology+Risk A*,1,14354,0.004255319148936176,1,0.0,1,0.0,1,0.0,1
18328780_15,281,Soft-probability A*,1,55683,0.014577259475218707,1,0.0007288629737609575,1,0.0,1,0.0,1
18328780_15,281,Topology+Risk A*,1,57477,0.0036127167630057855,1,0.0,1,0.0,1,0.0,1
18328780_15,282,Soft-probability A*,1,47154,0.05564142194744981,0,0.016228748068006227,1,0.0,1,0.0,1
18328780_15,282,Topology+Risk A*,1,45864,0.04045801526717552,1,0.01526717557251911,1,0.0,1,0.0,1
18328780_15,283,Soft-probability A*,1,35234,0.006113537117903967,1,0.0,1,0.0,1,0.0,1
18328780_15,283,Topology+Risk A*,1,36399,0.0025974025974025983,1,0.0,1,0.0,1,0.0,1
18328780_15,284,Soft-probability A*,1,24758,0.0029873039581777006,1,0.0007468259895444529,1,0.0,1,0.0,1
18328780_15,284,Topology+Risk A*,1,30978,0.001491424310216205,1,0.0,1,0.0,1,0.0,1
18328780_15,285,Soft-probability A*,1,61701,0.029741589468551877,1,0.010238907849829393,1,0.0,1,0.0,1
18328780_15,285,Topology+Risk A*,1,69201,0.024283632831471613,1,0.009713453132588645,1,0.0,1,0.0,1
18328780_15,286,Soft-probability A*,1,63803,0.0340068999507146,1,0.010349926071956617,1,0.0,1,0.0,1
18328780_15,286,Topology+Risk A*,1,71407,0.026405867970660135,1,0.009779951100244544,1,0.0,1,0.0,1
18328780_15,287,Soft-probability A*,1,46152,0.027974947807933193,1,0.009603340292275608,1,0.0,1,0.0,1
18328780_15,287,Topology+Risk A*,1,54935,0.02454242928452577,1,0.008735440931780358,1,0.0,1,0.0,1
18328780_15,288,Soft-probability A*,1,54927,0.00443704936217415,1,0.0011092623405435376,1,0.0,1,0.0,1
18328780_15,288,Topology+Risk A*,1,62294,0.002211166390270858,1,0.0005527915975677145,1,0.0,1,0.0,1
18328780_15,289,Soft-probability A*,1,63219,0.03434343434343434,1,0.010606060606060619,1,0.0,1,0.0,1
18328780_15,289,Topology+Risk A*,1,62357,0.027054108216432837,1,0.01002004008016033,1,0.0,1,0.0,1
18328780_15,290,Soft-probability A*,1,64913,0.032166508987701015,1,0.009933774834437137,1,0.0,1,0.0,1
18328780_15,290,Topology+Risk A*,1,63554,0.025352112676056304,1,0.009389671361502372,1,0.0,1,0.0,1
18328780_15,291,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
18328780_15,291,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
18328780_15,292,Soft-probability A*,1,68415,0.028750000000000053,1,0.009583333333333388,1,0.0,1,0.0,1
18328780_15,292,Topology+Risk A*,1,71258,0.02238805970149249,1,0.008706467661691586,1,0.0,1,0.0,1
18328960_15,293,Soft-probability A*,1,6812,0.07072691552062871,0,0.007858546168958758,1,0.0,1,0.0,1
18328960_15,293,Topology+Risk A*,1,7714,0.0078125,1,0.0,1,0.0,1,0.0,1
18328960_15,294,Soft-probability A*,1,12924,0.04554865424430643,1,0.008281573498964856,1,0.0,1,0.0,1
18328960_15,294,Topology+Risk A*,1,11729,0.008196721311475419,1,0.0,1,0.0,1,0.0,1
18328960_15,295,Soft-probability A*,1,17412,0.16428571428571426,0,0.014285714285714235,1,0.0028571428571428914,1,0.0,1
18328960_15,295,Topology+Risk A*,1,23480,0.12146892655367236,0,0.004237288135593209,1,0.0,1,0.0,1
18328960_15,296,Soft-probability A*,1,26385,0.03471295060080104,1,0.004005340453938633,1,0.0,1,0.0,1
18328960_15,296,Topology+Risk A*,1,35604,0.011811023622047223,1,0.0,1,0.0,1,0.0,1
18328960_15,297,Soft-probability A*,1,7255,0.04987531172069826,1,0.0,1,0.0,1,0.0,1
18328960_15,297,Topology+Risk A*,1,8512,0.026960784313725505,1,0.0,1,0.0,1,0.0,1
18328960_15,298,Soft-probability A*,1,34506,0.02168021680216803,1,0.005420054200542035,1,0.0,1,0.0,1
18328960_15,298,Topology+Risk A*,1,36804,0.010738255033557076,1,0.0,1,0.0,1,0.0,1
18328960_15,299,Soft-probability A*,1,33456,0.009354536950420989,1,0.00280636108512633,1,0.0,1,0.0,1
18328960_15,299,Topology+Risk A*,1,51106,0.004655493482309092,1,0.0,1,0.0,1,0.0,1
18328960_15,300,Soft-probability A*,1,11461,0.0,1,0.0,1,0.0,1,0.0,1
18328960_15,300,Topology+Risk A*,1,19035,0.0,1,0.0,1,0.0,1,0.0,1
18328960_15,301,Soft-probability A*,1,53010,0.08061594202898548,0,0.010869565217391353,1,0.004528985507246341,1,0.0018115942028985588,1
18328960_15,301,Topology+Risk A*,1,68221,0.06008968609865473,0,0.0053811659192825045,1,0.0026905829596413078,1,0.0008968609865470656,1
18328960_15,302,Soft-probability A*,1,45701,0.015261627906976716,1,0.0029069767441860517,1,0.0,1,0.0,1
18328960_15,302,Topology+Risk A*,1,76137,0.00721500721500723,1,0.0,1,0.0,1,0.0,1
18328960_15,303,Soft-probability A*,1,53118,0.08296943231441045,0,0.012227074235807822,1,0.004366812227074246,1,0.0,1
18328960_15,303,Topology+Risk A*,1,69078,0.07167530224525043,0,0.0043177892918825345,1,0.0,1,0.0,1
18328960_15,304,Soft-probability A*,1,43186,0.09999999999999998,0,0.004950495049504955,1,0.0,1,0.0,1
18328960_15,304,Topology+Risk A*,1,64257,0.08187134502923976,0,0.0009746588693957392,1,0.0,1,0.0,1
18328960_15,305,Soft-probability A*,1,33217,0.042024832855778405,1,0.017191977077363862,1,0.002865329512893977,1,0.0,1
18328960_15,305,Topology+Risk A*,1,44844,0.018867924528301883,1,0.005660377358490565,1,0.0009433962264151496,1,0.0,1
18328960_15,306,Soft-probability A*,1,68669,0.017470300489168422,1,0.004891684136967167,1,0.0,1,0.0,1
18328960_15,306,Topology+Risk A*,1,107616,0.011126564673157202,1,0.0,1,0.0,1,0.0,1
18328960_15,307,Soft-probability A*,1,93013,0.015774647887323967,1,0.0033802816901408184,1,0.0,1,0.0,1
18328960_15,307,Topology+Risk A*,1,110793,0.004494382022471877,1,0.0,1,0.0,1,0.0,1
18328960_15,308,Soft-probability A*,1,103133,0.02908587257617734,1,0.011772853185595622,1,0.0041551246537395725,1,0.0,1
18328960_15,308,Topology+Risk A*,1,135867,0.01379310344827589,1,0.0027586206896551557,1,0.0,1,0.0,1
18328960_15,309,Soft-probability A*,1,106754,0.06782713085234093,0,0.0030012004801920344,1,0.0,1,0.0,1
18328960_15,309,Topology+Risk A*,1,122543,0.05328596802841923,0,0.000592066311426831,1,0.0,1,0.0,1
18328960_15,310,Soft-probability A*,1,91237,0.02892561983471076,1,0.011707988980716233,1,0.004132231404958664,1,0.0,1
18328960_15,310,Topology+Risk A*,1,109206,0.013726835964310236,1,0.0027453671928620027,1,0.0,1,0.0,1
18328960_15,311,Soft-probability A*,1,117715,0.02259887005649719,1,0.00395480225988698,1,0.0,1,0.0,1
18328960_15,311,Topology+Risk A*,1,146853,0.009566685424873378,1,0.0,1,0.0,1,0.0,1
18328960_15,312,Soft-probability A*,1,80886,0.02292993630573248,1,0.005095541401273884,1,0.0,1,0.0,1
18328960_15,312,Topology+Risk A*,1,100459,0.011378002528445008,1,0.0,1,0.0,1,0.0,1
18478735_15,313,Soft-probability A*,1,20166,0.04102564102564099,1,0.0017094017094017033,1,0.0,1,0.0,1
18478735_15,313,Topology+Risk A*,1,27530,0.01005025125628145,1,0.00335008375209378,1,0.0,1,0.0,1
18478735_15,314,Soft-probability A*,1,24594,0.03797468354430378,1,0.0025316455696202667,1,0.0,1,0.0,1
18478735_15,314,Topology+Risk A*,1,28408,0.007556675062972307,1,0.0025188916876573986,1,0.0,1,0.0,1
18478735_15,315,Soft-probability A*,1,2263,0.15625,0,0.03125,1,0.0,1,0.0,1
18478735_15,315,Topology+Risk A*,1,3338,0.022900763358778664,1,0.0,1,0.0,1,0.0,1
18478735_15,316,Soft-probability A*,1,5991,0.07438016528925617,0,0.024793388429752095,1,0.0,1,0.0,1
18478735_15,316,Topology+Risk A*,1,6656,0.024390243902439046,1,0.0,1,0.0,1,0.0,1
18478735_15,317,Soft-probability A*,1,15321,0.085427135678392,0,0.027638190954773822,1,0.02010050251256279,1,0.015075376884422065,1
18478735_15,317,Topology+Risk A*,1,25861,0.022058823529411797,1,0.01225490196078427,1,0.002450980392156854,1,0.0,1
18478735_15,318,Soft-probability A*,1,14472,0.04952830188679247,1,0.02594339622641506,1,0.009433962264150941,1,0.002358490566037763,1
18478735_15,318,Topology+Risk A*,1,15633,0.025345622119815614,1,0.009216589861751112,1,0.004608294930875556,1,0.0,1
18478735_15,319,Soft-probability A*,1,51108,0.017305315203955507,1,0.004326328800988821,1,0.0006180469715698633,1,0.0,1
18478735_15,319,Topology+Risk A*,1,45017,0.0030712530712531105,1,0.0006142506142505777,1,0.0,1,0.0,1
18478735_15,320,Soft-probability A*,1,33046,0.0257633587786259,1,0.00858778625954193,1,0.0,1,0.0,1
18478735_15,320,Topology+Risk A*,1,29634,0.01040681173131508,1,0.0,1,0.0,1,0.0,1
18478735_15,321,Soft-probability A*,1,34905,0.019264448336252182,1,0.008756567425569184,1,0.0008756567425569628,1,0.0,1
18478735_15,321,Topology+Risk A*,1,39948,0.009565217391304337,1,0.0017391304347825765,1,0.0,1,0.0,1
18478735_15,322,Soft-probability A*,1,55032,0.019138755980861233,1,0.005582137161084577,1,0.0007974481658692412,1,0.0,1
18478735_15,322,Topology+Risk A*,1,61833,0.003961965134706813,1,0.0007923930269413404,1,0.0,1,0.0,1
18478735_15,323,Soft-probability A*,1,17376,0.014822134387351804,1,0.010869565217391353,1,0.008893280632411016,1,0.005928853754940677,1
18478735_15,323,Topology+Risk A*,1,24445,0.01379310344827589,1,0.010837438423645374,1,0.007881773399014746,1,0.005911330049261032,1
18478735_15,324,Soft-probability A*,1,38985,0.0368421052631579,1,0.014473684210526305,1,0.001315789473684159,1,0.0,1
18478735_15,324,Topology+Risk A*,1,45396,0.01432291666666663,1,0.0026041666666666297,1,0.0,1,0.0,1
18478735_15,325,Soft-probability A*,1,59026,0.05049732211170621,0,0.009181331293037442,1,0.0007651109410864443,1,0.0,1
18478735_15,325,Topology+Risk A*,1,65074,0.03490136570561453,1,0.0015174506828528056,1,0.0,1,0.0,1
18478735_15,326,Soft-probability A*,1,97042,0.023738872403560873,1,0.007418397626112738,1,0.00037091988130566467,1,0.0,1
18478735_15,326,Topology+Risk A*,1,93639,0.008452774715178246,1,0.0007350238882763982,1,0.0,1,0.0,1
18478735_15,327,Soft-probability A*,1,61369,0.016568047337278125,1,0.0065088757396449815,1,0.0005917159763313418,1,0.0,1
18478735_15,327,Topology+Risk A*,1,72449,0.006478209658421719,1,0.0011778563015312216,1,0.0,1,0.0,1
18478735_15,328,Soft-probability A*,1,67632,0.021276595744680882,1,0.007092198581560294,1,0.0005455537370431252,1,0.0,1
18478735_15,328,Topology+Risk A*,1,77358,0.008667388949079036,1,0.0010834236186348933,1,0.0,1,0.0,1
18478735_15,329,Soft-probability A*,1,104182,0.022253787878787845,1,0.008049242424242431,1,0.00047348484848486194,1,0.0,1
18478735_15,329,Topology+Risk A*,1,92358,0.009394081728511083,1,0.0009394081728510972,1,0.0,1,0.0,1
18478735_15,330,Soft-probability A*,1,96590,0.03569728700618757,1,0.007139457401237559,1,0.0004759638267491928,1,0.0,1
18478735_15,330,Topology+Risk A*,1,86295,0.02409069437883793,1,0.0009447331128955572,1,0.0,1,0.0,1
18478735_15,331,Soft-probability A*,1,105155,0.022771317829457405,1,0.008236434108527146,1,0.0004844961240310086,1,0.0,1
18478735_15,331,Topology+Risk A*,1,92722,0.00961076405574246,1,0.0009610764055741905,1,0.0,1,0.0,1
18478735_15,332,Soft-probability A*,1,68146,0.021855010660980834,1,0.008528784648187626,1,0.0005330490405117683,1,0.0,1
18478735_15,332,Topology+Risk A*,1,62062,0.010565240359218131,1,0.0010565240359218242,1,0.0,1,0.0,1
18478900_15,333,Soft-probability A*,1,1898,0.0,1,0.0,1,0.0,1,0.0,1
18478900_15,333,Topology+Risk A*,1,1978,0.0,1,0.0,1,0.0,1,0.0,1
18478900_15,334,Soft-probability A*,1,4598,0.020618556701030966,1,0.0,1,0.0,1,0.0,1
18478900_15,334,Topology+Risk A*,1,5177,0.0,1,0.0,1,0.0,1,0.0,1
18478900_15,335,Soft-probability A*,1,1358,0.0,1,0.0,1,0.0,1,0.0,1
18478900_15,335,Topology+Risk A*,1,1488,0.0,1,0.0,1,0.0,1,0.0,1
18478900_15,336,Soft-probability A*,1,8338,0.010729613733905574,1,0.0,1,0.0,1,0.0,1
18478900_15,336,Topology+Risk A*,1,7561,0.012765957446808529,1,0.0,1,0.0,1,0.0,1
18478900_15,337,Soft-probability A*,1,5835,0.0,1,0.0,1,0.0,1,0.0,1
18478900_15,337,Topology+Risk A*,1,5621,0.0,1,0.0,1,0.0,1,0.0,1
18478900_15,338,Soft-probability A*,1,3026,0.0,1,0.0,1,0.0,1,0.0,1
18478900_15,338,Topology+Risk A*,1,3230,0.0,1,0.0,1,0.0,1,0.0,1
18478900_15,339,Soft-probability A*,1,18842,0.006085192697768749,1,0.0,1,0.0,1,0.0,1
18478900_15,339,Topology+Risk A*,1,18177,0.0,1,0.0,1,0.0,1,0.0,1
18478900_15,340,Soft-probability A*,1,19577,0.010869565217391353,1,0.0,1,0.0,1,0.0,1
18478900_15,340,Topology+Risk A*,1,18863,0.00588235294117645,1,0.0,1,0.0,1,0.0,1
18478900_15,341,Soft-probability A*,1,15834,0.005988023952095856,1,0.0,1,0.0,1,0.0,1
18478900_15,341,Topology+Risk A*,1,15353,0.007134363852556502,1,0.0,1,0.0,1,0.0,1
18478900_15,342,Soft-probability A*,1,15687,0.007211538461538436,1,0.0,1,0.0,1,0.0,1
18478900_15,342,Topology+Risk A*,1,12880,0.0,1,0.0,1,0.0,1,0.0,1
18478900_15,343,Soft-probability A*,1,18464,0.01066925315227929,1,0.0,1,0.0,1,0.0,1
18478900_15,343,Topology+Risk A*,1,16318,0.004816955684007751,1,0.0,1,0.0,1,0.0,1
18478900_15,344,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
18478900_15,344,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
18478900_15,345,Soft-probability A*,1,18209,0.006072874493927127,1,0.0,1,0.0,1,0.0,1
18478900_15,345,Topology+Risk A*,1,17216,0.0,1,0.0,1,0.0,1,0.0,1
18478900_15,346,Soft-probability A*,1,28088,0.006740196078431349,1,0.0,1,0.0,1,0.0,1
18478900_15,346,Topology+Risk A*,1,23403,0.003045066991473777,1,0.0,1,0.0,1,0.0,1
18478900_15,347,Soft-probability A*,1,29219,0.006578947368421018,1,0.0,1,0.0,1,0.0,1
18478900_15,347,Topology+Risk A*,1,24092,0.003567181926278251,1,0.0,1,0.0,1,0.0,1
18478900_15,348,Soft-probability A*,1,27856,0.006707317073170738,1,0.0,1,0.0,1,0.0,1
18478900_15,348,Topology+Risk A*,1,23460,0.0036363636363636598,1,0.0,1,0.0,1,0.0,1
18478900_15,349,Soft-probability A*,1,29194,0.006658595641646503,1,0.0,1,0.0,1,0.0,1
18478900_15,349,Topology+Risk A*,1,24099,0.0036101083032491488,1,0.0,1,0.0,1,0.0,1
18478900_15,350,Soft-probability A*,1,25833,0.0070739549839228255,1,0.0,1,0.0,1,0.0,1
18478900_15,350,Topology+Risk A*,1,22085,0.0031989763275751537,1,0.0,1,0.0,1,0.0,1
18478900_15,351,Soft-probability A*,1,25662,0.00700190961171232,1,0.0,1,0.0,1,0.0,1
18478900_15,351,Topology+Risk A*,1,22044,0.003162555344718543,1,0.0,1,0.0,1,0.0,1
18478900_15,352,Soft-probability A*,1,27679,0.006962025316455733,1,0.0,1,0.0,1,0.0,1
18478900_15,352,Topology+Risk A*,1,23248,0.0031446540880503138,1,0.0,1,0.0,1,0.0,1
18478930_15,353,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
18478930_15,353,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
18478930_15,354,Soft-probability A*,1,1983,0.00877192982456143,1,0.0,1,0.0,1,0.0,1
18478930_15,354,Topology+Risk A*,1,1728,0.00877192982456143,1,0.0,1,0.0,1,0.0,1
18478930_15,355,Soft-probability A*,1,12345,0.049261083743842415,1,0.011494252873563204,1,0.003284072249589487,1,0.0,1
18478930_15,355,Topology+Risk A*,1,16811,0.016181229773462813,1,0.004854368932038833,1,0.0016181229773463146,1,0.0,1
18478930_15,356,Soft-probability A*,1,15622,0.014760147601476037,1,0.0036900369003689537,1,0.0,1,0.0,1
18478930_15,356,Topology+Risk A*,1,17654,0.007312614259597838,1,0.001828153564899404,1,0.0,1,0.0,1
18478930_15,357,Soft-probability A*,1,16930,0.0345423143350605,1,0.0,1,0.0,1,0.0,1
18478930_15,357,Topology+Risk A*,1,19063,0.011925042589437829,1,0.0,1,0.0,1,0.0,1
18478930_15,358,Soft-probability A*,1,67296,0.04255319148936165,1,0.013593380614657202,1,0.0017730496453900457,1,0.0,1
18478930_15,358,Topology+Risk A*,1,84077,0.03253922138291687,1,0.005229517722254551,1,0.0005810575246949501,1,0.0,1
18478930_15,359,Soft-probability A*,1,106848,0.03130644190246834,1,0.011438892233594178,1,0.003010234798314304,1,0.0,1
18478930_15,359,Topology+Risk A*,1,104581,0.013666072489601944,1,0.0005941770647652778,1,0.0,1,0.0,1
18478930_15,360,Soft-probability A*,1,118613,0.062408223201174784,0,0.011747430249632873,1,0.0,1,0.0,1
18478930_15,360,Topology+Risk A*,1,114853,0.005090909090909146,1,0.0,1,0.0,1,0.0,1
18478930_15,361,Soft-probability A*,1,62503,0.09480968858131489,0,0.03944636678200697,1,0.00899653979238757,1,0.0,1
18478930_15,361,Topology+Risk A*,1,64295,0.05540355677154585,0,0.009575923392612817,1,0.0,1,0.0,1
18478930_15,362,Soft-probability A*,1,74081,0.05733944954128445,0,0.016819571865443472,1,0.000764525993883769,1,0.0,1
18478930_15,362,Topology+Risk A*,1,87102,0.03900975243810956,1,0.006001500375093727,1,0.0,1,0.0,1
18478930_15,363,Soft-probability A*,1,89073,0.06891025641025639,0,0.023504273504273532,1,0.003739316239316226,1,0.0,1
18478930_15,363,Topology+Risk A*,1,102928,0.036430834213305174,1,0.004223864836325197,1,0.0,1,0.0,1
18478930_15,364,Soft-probability A*,1,69394,0.07967589466576641,0,0.01620526671168132,1,0.0006752194463200967,1,0.0,1
18478930_15,364,Topology+Risk A*,1,89223,0.03654485049833889,1,0.005980066445182675,1,0.0,1,0.0,1
18478930_15,365,Soft-probability A*,1,68342,0.041749502982107334,1,0.014579191517561263,1,0.003976143141153132,1,0.0,1
18478930_15,365,Topology+Risk A*,1,86831,0.03464052287581698,1,0.002614379084967311,1,0.0,1,0.0,1
18478930_15,366,Soft-probability A*,1,47642,0.010152284263959421,1,0.0,1,0.0,1,0.0,1
18478930_15,366,Topology+Risk A*,1,64013,0.005050505050505083,1,0.0,1,0.0,1,0.0,1
18478930_15,367,Soft-probability A*,1,61504,0.02394454946439828,1,0.000630119722747291,1,0.0,1,0.0,1
18478930_15,367,Topology+Risk A*,1,66716,0.0056285178236398226,1,0.0,1,0.0,1,0.0,1
18478930_15,368,Soft-probability A*,1,122972,0.025568181818181768,1,0.007954545454545436,1,0.0028409090909090606,1,0.0,1
18478930_15,368,Topology+Risk A*,1,110423,0.009019165727170209,1,0.0005636978579481866,1,0.0,1,0.0,1
18478930_15,369,Soft-probability A*,1,101512,0.07510729613733902,0,0.01770386266094426,1,0.0010729613733905241,1,0.0,1
18478930_15,369,Topology+Risk A*,1,116188,0.03230932203389836,1,0.004766949152542388,1,0.0,1,0.0,1
18478930_15,370,Soft-probability A*,1,105630,0.07033805888767719,0,0.01526717557251911,1,0.0005452562704471031,1,0.0,1
18478930_15,370,Topology+Risk A*,1,123717,0.030139935414424057,1,0.0043057050592034685,1,0.0,1,0.0,1
18478930_15,371,Soft-probability A*,1,127700,0.06431207169214548,0,0.023721665788086432,1,0.004217185028993153,1,0.0,1
18478930_15,371,Topology+Risk A*,1,138246,0.03645833333333337,1,0.0078125,1,0.0,1,0.0,1
18478930_15,372,Soft-probability A*,1,45979,0.0209150326797386,1,0.0006535947712418277,1,0.0,1,0.0,1
18478930_15,372,Topology+Risk A*,1,56062,0.005840363400389403,1,0.0,1,0.0,1,0.0,1
20278885_15,373,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
20278885_15,373,Topology+Risk A*,1,13623,0.15806451612903227,0,0.1225806451612903,0,0.10322580645161294,0,0.0951612903225807,0
20278885_15,374,Soft-probability A*,1,11165,0.03454894433781186,1,0.007677543186180413,1,0.0,1,0.0,1
20278885_15,374,Topology+Risk A*,1,19072,0.026819923371647514,1,0.007662835249042099,1,0.0,1,0.0,1
20278885_15,375,Soft-probability A*,1,17453,0.018707482993197244,1,0.005102040816326481,1,0.0,1,0.0,1
20278885_15,375,Topology+Risk A*,1,20359,0.008460236886632777,1,0.0,1,0.0,1,0.0,1
20278885_15,376,Soft-probability A*,1,1705,0.0,1,0.0,1,0.0,1,0.0,1
20278885_15,376,Topology+Risk A*,1,1832,0.0,1,0.0,1,0.0,1,0.0,1
20278885_15,377,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
20278885_15,377,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
20278885_15,378,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
20278885_15,378,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
20278885_15,379,Soft-probability A*,1,33798,0.013274336283185861,1,0.0,1,0.0,1,0.0,1
20278885_15,379,Topology+Risk A*,1,39741,0.004410143329658167,1,0.0,1,0.0,1,0.0,1
20278885_15,380,Soft-probability A*,1,59032,0.017532874139010612,1,0.0050093926111458575,1,0.0,1,0.0,1
20278885_15,380,Topology+Risk A*,1,57591,0.008104738154613433,1,0.0012468827930174342,1,0.0,1,0.0,1
20278885_15,381,Soft-probability A*,1,26227,0.014084507042253502,1,0.0,1,0.0,1,0.0,1
20278885_15,381,Topology+Risk A*,1,26771,0.004667444574095736,1,0.0,1,0.0,1,0.0,1
20278885_15,382,Soft-probability A*,1,42360,0.013930348258706426,1,0.007960199004975133,1,0.0,1,0.0,1
20278885_15,382,Topology+Risk A*,1,51173,0.0069375619425173785,1,0.0,1,0.0,1,0.0,1
20278885_15,383,Soft-probability A*,1,51796,0.03500660501981501,1,0.01387054161162482,1,0.0,1,0.0,1
20278885_15,383,Topology+Risk A*,1,50478,0.004605263157894779,1,0.0,1,0.0,1,0.0,1
20278885_15,384,Soft-probability A*,1,43551,0.012463343108504388,1,0.0014662756598240456,1,0.0,1,0.0,1
20278885_15,384,Topology+Risk A*,1,46184,0.004376367614879695,1,0.0,1,0.0,1,0.0,1
20278885_15,385,Soft-probability A*,1,40706,0.01175406871609408,1,0.001808318264014508,1,0.0,1,0.0,1
20278885_15,385,Topology+Risk A*,1,47587,0.0036003600360036137,1,0.0,1,0.0,1,0.0,1
20728960_15,386,Soft-probability A*,1,41332,0.04312354312354316,1,0.015151515151515138,1,0.00815850815850816,1,0.0034965034965035446,1
20728960_15,386,Topology+Risk A*,1,42246,0.01730103806228378,1,0.01038062283737029,1,0.008073817762399127,1,0.0034602076124568004,1
20728960_15,387,Soft-probability A*,1,5576,0.07511737089201875,0,0.03755868544600938,1,0.0046948356807511304,1,0.0,1
20728960_15,387,Topology+Risk A*,1,6856,0.027649769585253448,1,0.009216589861751112,1,0.0,1,0.0,1
20728960_15,388,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
20728960_15,388,Topology+Risk A*,1,147876,0.0044826298094882144,1,0.0022413149047441072,1,0.0014942099364960715,1,0.0007471049682480357,1
20728960_15,389,Soft-probability A*,1,19454,0.03924914675767921,1,0.023890784982935176,1,0.008532423208191142,1,0.0034129692832765013,1
20728960_15,389,Topology+Risk A*,1,27844,0.02037351443123936,1,0.008488964346349714,1,0.0,1,0.0,1
20728960_15,390,Soft-probability A*,1,15346,0.0,1,0.0,1,0.0,1,0.0,1
20728960_15,390,Topology+Risk A*,1,20482,0.0,1,0.0,1,0.0,1,0.0,1
20728960_15,391,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
20728960_15,391,Topology+Risk A*,0,200001,nan,0,nan,0,nan,0,nan,0
20728960_15,392,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
20728960_15,392,Topology+Risk A*,1,193143,0.012132241431604518,1,0.0036396724294813776,1,0.0012132241431604962,1,0.0006066120715801926,1
20728960_15,393,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
20728960_15,393,Topology+Risk A*,0,200001,nan,0,nan,0,nan,0,nan,0
20728960_15,394,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
20728960_15,394,Topology+Risk A*,1,175156,0.012536873156342221,1,0.007005899705014751,1,0.004056047197640078,1,0.0018436578171091567,1
20728960_15,395,Soft-probability A*,0,0,nan,0,nan,0,nan,0,nan,0
20728960_15,395,Topology+Risk A*,0,0,nan,0,nan,0,nan,0,nan,0
