image_id,bridge_index,reference_supported,curve_nodes,euclidean_gap,mean_q,min_q,total_cost,confidence_cost,length_cost,direction_cost,width_cost,connectivity_gain,used_by_successful_paths,used_by_any_path
11728825_15,14,0,45,44.0,0.18511870503425598,0.06472741812467575,1.7415142244395794,1.8148096799850464,0.44,0.433918139954491,0.05278640450004206,-1.0,0,0
12328750_15,0,0,5,3.1622776601683795,0.30120919942855834,0.2790711522102356,1.3772114223271892,1.1891006231307983,0.0316227766016838,1.156488022594707,0.0,-1.0,0,0
12328750_15,1,0,8,5.0,0.42085203528404236,0.36857324838638306,0.14058432169630342,0.8619888424873352,0.05,0.19999999999999996,0.028595479208968284,-1.0,0,0
12328750_15,2,0,8,5.0,0.4182503968477249,0.3419169783592224,0.8875277452329753,0.8991732597351074,0.05,0.9383544854978679,0.0,-1.0,0,0
12328750_15,3,0,10,6.4031242374328485,0.2547657072544098,0.208836168050766,0.48791103388430446,1.3725155591964722,0.06403124237432849,0.015602577756133496,0.03576165455737032,-1.0,0,0
12328750_15,4,1,10,7.280109889280518,0.31095178723335265,0.2758743166923523,0.4775492566673638,1.1676691770553589,0.07280109889280519,0.10975697696916464,0.12732200375003502,-1.0,1,1
12328750_15,5,1,11,7.615773105863909,0.21220521222461353,0.18990269303321838,0.7824526210380192,1.537750482559204,0.07615773105863909,0.08085496998194219,0.08768943743823394,-1.0,0,0
12328750_15,6,0,14,9.219544457292887,0.24781939068010875,0.1888381391763687,0.608969101466696,1.4859212636947632,0.09219544457292887,0.03085239319900379,0.0,-1.0,0,0
12328750_15,7,1,11,9.486832980505138,0.18906293944879013,0.14630424976348877,0.8772442709682868,1.6528459787368774,0.09486832980505139,0.10093448321738979,0.028595479208968284,-1.0,1,1
12328750_15,8,0,13,11.045361017187261,0.37695496815901536,0.32901662588119507,0.6000821571485866,1.0203477144241333,0.11045361017187261,0.2793676690256016,0.18991316352697882,-1.0,0,0
12328750_15,9,0,14,12.041594578792296,0.19144719200474875,0.155531644821167,1.1153955052171596,1.6457529067993164,0.12041594578792295,0.015893319296586605,0.3333333333333333,-1.0,0,0
12328750_15,10,0,15,12.083045973594572,0.2274863004684448,0.1946946233510971,0.7910253135126779,1.4861787557601929,0.12083045973594571,0.027013268301556925,0.1570028297149823,-1.0,0,0
12328750_15,11,1,13,12.649110640673518,0.3420845614029811,0.2531667947769165,0.2783345562515309,1.1303642988204956,0.1264911064067352,0.021479151024300203,0.0,-1.0,0,0
12328750_15,12,0,18,13.45362404707371,0.21605886187818316,0.12610553205013275,0.7740817973047771,1.5298105478286743,0.13453624047073712,0.08113952979639738,0.028595479208968284,-1.0,0,0
12328750_15,13,0,16,14.035668847618199,0.3723365571349859,0.3235304653644562,0.281188264208843,0.9883813261985779,0.14035668847618202,0.07671431824601183,0.07573593128807152,-1.0,0,0
12328750_15,14,1,20,14.317821063276353,0.3067305747419596,0.10761667042970657,0.6421618770314117,1.3456329107284546,0.1431782106327635,0.02835075567019374,0.125,-1.0,0,0
12328750_15,15,1,26,20.615528128088304,0.23018207744910166,0.18355035781860352,0.8413957342703984,1.468451738357544,0.20615528128088303,0.00012204796530457251,0.16666666666666666,-1.0,0,0
12328750_15,16,1,28,21.93171219946131,0.23800007307103702,0.12908399105072021,0.7196876509666947,1.318208932876587,0.2193171219946131,0.07744630361654231,0.10471529247895259,-1.0,0,0
12328750_15,17,1,43,38.2099463490856,0.325441024677698,0.1997353881597519,0.6821639125881627,1.0839711427688599,0.382099463490856,0.049426639661780014,0.16666666666666666,-1.0,0,0
15928855_15,0,1,36,33.37663853655727,0.7987716148296992,0.21279746294021606,0.8527545544049049,0.3387161195278168,0.33376638536557274,1.051662725865619,0.12860932364589625,-1.0,2,1
16078870_15,0,1,10,6.4031242374328485,0.382546478509903,0.34389567375183105,1.0267026044976033,0.9547109603881836,0.06403124237432849,1.0079604017350912,0.0,-1.0,0,0
16078870_15,1,0,16,14.317821063276353,0.1659148633480072,0.1221921443939209,1.0145544766849897,1.8517736196517944,0.1431782106327635,0.019602646400431634,0.0,-1.0,0,0
17878735_15,0,1,4,2.23606797749979,0.36395735293626785,0.3541947603225708,1.0910682717040325,0.9937770366668701,0.022360679774997897,1.0749305552621644,0.0,-1.0,0,0
17878735_15,1,0,4,4.242640687119285,0.32131143659353256,0.2920742630958557,0.6476421130565975,1.1407777070999146,0.042426406871192854,0.411651594585448,0.05278640450004206,-1.0,0,0
17878735_15,2,0,8,5.0,0.27342114225029945,0.2459804117679596,1.3475650284708354,1.3006048202514648,0.05,0.9969602082193705,0.0,-1.0,0,0
17878735_15,3,0,9,5.830951894845301,0.1751348078250885,0.1520664095878601,0.8896219700607937,1.7139778137207031,0.058309518948453,0.11733463739163758,0.0,-1.0,0,0
17878735_15,4,1,10,7.280109889280518,0.29543737769126893,0.27605968713760376,0.5346648316511158,1.2216622829437256,0.07280109889280519,0.019709947002058803,0.22049150281252627,-1.0,0,0
17878735_15,5,0,15,10.295630140987,0.1877749760945638,0.1307162642478943,0.8915171961184576,1.7018516063690186,0.10295630140987001,0.08670928833956904,0.0,-1.0,0,0
17878735_15,6,1,14,11.180339887498949,0.41614240195069996,0.28394779562950134,0.0813122395093302,0.9544519186019897,0.11180339887498947,0.015056922032350817,0.0,-1.0,0,0
17878735_15,7,0,15,11.40175425099138,0.2510600527127584,0.1934540569782257,0.5190129934406147,1.3972731828689575,0.11401754250991379,0.007722268061743587,0.0,-1.0,0,0
17878735_15,8,0,31,27.85677655436824,0.3301015034798653,0.2715541124343872,0.4651358592265882,1.1163185834884644,0.2785677655436824,0.017463105694399184,0.05278640450004208,-1.0,0,0
17878780_15,0,0,3,2.8284271247461903,0.22531643509864807,0.18495410680770874,1.5512371653714032,1.4050359725952148,0.0282842712474619,1.0132016290497738,0.10471529247895259,-1.0,0,0
17878885_15,0,1,4,2.23606797749979,0.3631100207567215,0.3476196229457855,1.0240805700637718,0.9869810938835144,0.022360679774997897,1.0147387964052592,0.0,-1.0,0,0
17878885_15,1,1,3,2.8284271247461903,0.27233590682347614,0.256111204624176,1.3971637173145406,1.2763121128082275,0.0282842712474619,1.0925673332588512,0.0,-1.0,0,0
17878885_15,2,1,4,3.0,0.3672706037759781,0.34747976064682007,1.2815932792457705,1.0088411569595337,0.03,1.2427521222862368,0.0,-1.0,0,0
17878885_15,3,1,6,3.605551275463989,0.3230925500392914,0.2918912172317505,1.9720168627389878,1.0862690210342407,0.0360555127546399,1.8496923289501073,0.0,-1.0,1,1
17878885_15,4,1,7,6.324555320336759,0.24521448356764658,0.23417215049266815,0.4735677353858265,1.4060921669006348,0.0632455532033676,0.004230015281824151,0.0,-1.0,0,0
17878885_15,5,1,11,7.810249675906654,0.20828321305188266,0.17285260558128357,0.7140266058797489,1.5940359830856323,0.07810249675906655,0.013292646826081722,0.028595479208968284,-1.0,0,0
17878885_15,6,0,11,8.246211251235321,0.27068233354525134,0.12173296511173248,1.372477741530822,1.449631690979004,0.0824621125123532,0.840383938039465,0.0,-1.0,0,0
17878885_15,7,0,11,8.246211251235321,0.34839907830411737,0.3156006932258606,1.0321893332304746,1.1014235019683838,0.0824621125123532,0.6583905552227587,0.18991316352697882,-1.0,0,0
17878885_15,8,0,13,9.433981132056603,0.2917937750999744,0.24200236797332764,0.4126926788986247,1.237168788909912,0.09433981132056603,0.052588599459178376,0.028595479208968284,-1.0,0,0
17878885_15,9,0,12,10.04987562112089,0.242518433680137,0.11494344472885132,0.9462283844556962,1.7140209674835205,0.1004987562112089,0.04401922332273284,0.08768943743823394,-1.0,0,0
17878885_15,10,0,11,10.198039027185569,0.30253674496303906,0.2784556448459625,0.4082845423595778,1.2696242332458496,0.10198039027185571,0.03667991884187255,0.0,-1.0,0,0
17878885_15,11,1,11,10.198039027185569,0.3623409298333255,0.31820306181907654,0.26934677840520393,1.0490803718566895,0.10198039027185571,0.013570723797706241,0.10471529247895259,-1.0,0,0
17878885_15,12,1,14,10.44030650891055,0.3887184624161039,0.29804617166519165,0.21448775446330548,0.9328066110610962,0.1044030650891055,0.030831468906377668,0.1464466094067262,-1.0,0,0
17878885_15,13,1,14,10.63014581273465,0.2757036824311529,0.2199510931968689,0.6191310904101277,1.2834630012512207,0.1063014581273465,0.012209343506179582,0.21715728752538097,-1.0,0,0
17878885_15,14,1,18,13.038404810405298,0.23842393772469628,0.15584847331047058,0.6098758455793258,1.417007327079773,0.130384048104053,0.03388899118653155,0.028595479208968284,-1.0,0,0
17878885_15,15,1,17,13.92838827718412,0.32638410435003395,0.25528913736343384,0.6388832708506815,1.1350053548812866,0.1392838827718412,0.2888581019094822,0.07573593128807152,-1.0,0,0
17878885_15,16,0,20,14.866068747318506,0.2395550437271595,0.18366698920726776,1.0363947470913715,1.418762445449829,0.14866068747318503,0.3225250047616314,0.1464466094067262,-1.0,0,0
17878885_15,17,0,20,17.46424919657298,0.17155694896355272,0.01650657318532467,1.9236239956091037,2.480459213256836,0.17464249196572978,0.12207568097981203,0.1464466094067262,-1.0,0,0
17878885_15,18,1,22,19.235384061671343,0.6142904975197532,0.19188131392002106,0.18486350462899437,0.5692594647407532,0.19235384061671346,0.4232501992715277,0.0,-1.0,9,1
17878885_15,19,1,26,19.924858845171276,0.2650521391859421,0.1607394516468048,1.013452811602527,1.472913146018982,0.19924858845171275,0.026986415308884126,0.31430466182294814,-1.0,0,0
17878885_15,20,0,21,20.0,0.22492154297374545,0.11415372788906097,0.807096564680784,1.587677240371704,0.2,0.019419324309079777,0.0,-1.0,0,0
17878885_15,21,0,23,20.09975124224178,0.1392949780692225,0.077546626329422,1.3473369210502026,1.883540391921997,0.2009975124224178,0.07902678272262564,0.1837722339831621,-1.0,0,0
17878885_15,22,1,26,21.02379604162864,0.5898570074484899,0.284149169921875,-0.19132149354689432,0.5669102072715759,0.2102379604162864,0.03153033876524336,0.0,-1.0,9,1
17878885_15,23,0,26,21.37755832643195,0.3037693493354779,0.017692342400550842,1.993000560392518,1.8206323385238647,0.21377558326431953,0.9585926386043337,0.0,-1.0,0,0
17878885_15,24,1,30,23.769728648009426,0.2054737354318301,0.08821627497673035,1.4047946109077452,1.8006116151809692,0.23769728648009425,0.005160758302989121,0.3613249509436927,-1.0,0,0
17878885_15,25,1,28,25.0,0.2319610235946519,0.12410435080528259,1.1498484266679139,1.5074118375778198,0.25,0.28466885936646236,0.1077677297236319,-1.0,1,1
17878885_15,26,0,32,26.627053911388696,0.4006357602775097,0.29799506068229675,0.7020452618200737,0.9543866515159607,0.26627053911388693,0.10265588370839274,0.3787321874818335,-1.0,0,0
17878885_15,27,0,31,27.459060435491963,0.24046630268135377,0.10107347369194031,1.163761843293734,1.4194132089614868,0.2745906043549196,0.3030913633106612,0.16666666666666666,-1.0,0,0
17878885_15,28,1,32,29.068883707497267,0.23692568857222795,0.15454287827014923,1.1629757587182925,1.561556339263916,0.2906888370749727,0.08808068049201828,0.22264990188738543,-1.0,0,0
17878885_15,29,0,51,37.57658845611187,0.2949373453271155,0.15485985577106476,0.9631052397746009,1.2831915616989136,0.3757658845611187,0.11423462998758982,0.18991316352697882,-1.0,0,0
17878885_15,30,1,41,39.05124837953327,0.21644914331959514,0.11511518806219101,1.2098925276437722,1.587725043296814,0.39051248379533277,0.08520839114489914,0.1464466094067262,-1.0,0,0
18028750_15,0,0,21,19.026297590440446,0.35965935247285025,0.3057800531387329,0.5053043065796476,1.06475031375885,0.19026297590440447,0.12296901316635783,0.12732200375003502,-1.0,0,0
18178780_15,0,1,4,2.23606797749979,0.2711622044444084,0.2525140047073364,1.3199901360454929,1.2884657382965088,0.022360679774997897,1.0091637179739859,0.0,-1.0,0,0
18178780_15,1,1,6,4.123105625617661,0.26693134506543476,0.251629501581192,0.5531604258074752,1.3361748456954956,0.0412310562561766,0.16166718175957812,0.014087342096224913,-1.0,0,0
18178780_15,2,0,10,7.615773105863909,0.1857868641614914,0.1673685908317566,0.7665346262283217,1.6885011196136475,0.07615773105863909,0.0018757755560352973,0.0,-1.0,0,0
18178780_15,3,1,12,8.602325267042627,0.24022904286781946,0.20864573121070862,0.783575311196526,1.4009943008422852,0.08602325267042626,0.020164555433793585,0.276393202250021,-1.0,0,0
18178780_15,4,0,11,10.0,0.3870094066316431,0.33579909801483154,0.15963301577870448,0.9526178240776062,0.1,0.10701519170109813,0.0,-1.0,0,0
18328735_15,0,0,12,8.54400374531753,0.3679978127280871,0.31346988677978516,0.2892833064156817,1.0085947513580322,0.0854400374531753,0.16959016662973092,0.02565835097474313,-1.0,0,0
18328735_15,1,1,10,9.055385138137417,0.3834497302770615,0.3270082473754883,0.10396468587998564,0.9733973741531372,0.09055385138137417,0.02592611824924934,0.014087342096224913,-1.0,0,0
18328735_15,2,0,15,10.295630140987,0.29101547300815583,0.21170289814472198,0.33677130555677826,1.1619142293930054,0.10295630140987001,0.019114370253860813,0.05278640450004206,-1.0,0,0
18328735_15,3,0,28,24.515301344262525,0.34051382328782764,0.25546637177467346,0.6463503749026533,1.1345089673995972,0.24515301344262524,0.016688394060431044,0.25,-1.0,0,0
18328735_15,4,0,33,25.612496949731394,0.17018869519233704,0.048892077058553696,1.67574780786719,1.952698826789856,0.25612496949731395,0.3419240115800203,0.125,-1.0,0,0
18328735_15,5,0,28,27.018512172212592,0.1882712399320943,0.09970930218696594,1.762378586791538,1.8782633543014526,0.27018512172212594,0.5853346315589912,0.028595479208968284,-1.0,0,0
18328780_15,0,0,18,13.92838827718412,0.2774209934804175,0.16331806778907776,0.5010125262538214,1.2022764682769775,0.1392838827718412,0.013005565798276386,0.14644660940672627,-1.0,0,0
18328780_15,1,1,30,27.892651361962706,0.2662781797349453,0.04783576726913452,1.1938305201358999,1.57728111743927,0.27892651361962706,0.03762288907700284,0.3,-1.0,0,0
18328960_15,0,0,5,4.0,0.31761556267738345,0.2735866904258728,1.3341162252723824,1.1129930019378662,0.04,1.1811232233345161,0.0,-1.0,0,0
18328960_15,1,1,6,5.0990195135927845,0.26816130181153613,0.2383033037185669,0.45393038731925084,1.3179199695587158,0.050990195135927854,0.08502022262460701,0.0,-1.0,0,0
18478735_15,0,1,4,2.23606797749979,0.37741298228502274,0.35420849919319153,0.9941822426750218,0.9683030843734741,0.022360679774997897,1.0035184785265499,0.0,-1.0,0,0
18478735_15,1,0,6,3.605551275463989,0.3448066959778468,0.2845844030380249,1.0795651440565965,1.0460375547409058,0.0360555127546399,0.997472076561051,0.0,-1.0,0,0
18478735_15,2,0,5,4.0,0.35864860415458677,0.3325449824333191,0.32793909878017247,1.0115458965301514,0.04,0.27639320225002106,0.0,-1.0,0,0
18478735_15,3,0,7,4.47213595499958,0.39950630494526457,0.3539851903915405,-0.07051112253296765,0.8797422647476196,0.044721359549995794,0.005025253169416932,0.0,-1.0,0,0
18478735_15,4,0,7,6.0,0.3314836961882455,0.2969953417778015,0.3098002712062482,1.1189169883728027,0.06,0.1308832828334454,0.0,-1.0,0,0
18478735_15,5,0,8,6.082762530298219,0.3190728574991226,0.26982128620147705,0.28347268198044406,1.173883318901062,0.060827625302982184,0.020166258567431594,0.028595479208968284,-1.0,0,0
18478735_15,6,0,10,6.4031242374328485,0.3499297112226486,0.30563271045684814,0.29375636352666645,1.035413146018982,0.06403124237432849,0.06698997138332086,0.12732200375003502,-1.0,0,0
18478735_15,7,0,10,8.06225774829855,0.3276302099227905,0.30659085512161255,0.3514925148351504,1.1348271369934082,0.08062257748298549,0.011042800358756932,0.125,-1.0,0,0
18478735_15,8,1,14,10.295630140987,0.4035667819636209,0.3580104410648346,0.1345141124302367,0.9387415051460266,0.10295630140987001,0.008841453043261893,0.08397485283107814,-1.0,0,0
18478735_15,9,0,31,27.313000567495326,0.2648462023465864,0.1753230094909668,0.8311892900302302,1.3808884620666504,0.27313000567495327,0.04984881853859152,0.12732200375003502,-1.0,0,0
18478735_15,10,1,32,28.178005607210743,0.3536463510245085,0.2882987856864929,1.3176141372205619,1.033382534980774,0.28178005607210743,0.8560049367609548,0.14644660940672624,-1.0,0,0
18478735_15,11,1,50,48.30113870293329,0.25529594010643,9.999999974752427e-07,1.5416225927229346,1.9881309270858765,0.4830113870293329,0.009009288261240145,0.061470990346485344,-1.0,0,0
18478900_15,0,1,4,3.1622776601683795,0.3550977110862732,0.3536722660064697,1.4063363855465036,1.0398842096328735,0.0316227766016838,1.334829399311946,0.0,-1.0,0,0
18478900_15,1,1,5,5.656854249492381,0.42843111157417296,0.40464380383491516,0.0010099310212909884,0.8492547273635864,0.0565685424949238,0.09518666116278063,0.0,-1.0,0,0
18478900_15,2,0,8,5.830951894845301,0.39687617495656013,0.33639129996299744,1.1113685177869694,0.9453126788139343,0.058309518948453,1.0030310275456291,0.10471529247895259,-1.0,0,0
18478900_15,3,1,6,7.0710678118654755,0.2573407292366028,0.22087475657463074,1.6973948726233536,1.45457923412323,0.07071067811865475,1.146446609406726,0.025658350974743165,-1.0,0,0
18478900_15,4,0,12,8.06225774829855,0.31609011938174564,0.27728813886642456,0.37081013884239855,1.1727886199951172,0.08062257748298549,0.06461253686425394,0.05278640450004208,-1.0,0,0
18478900_15,5,0,12,8.06225774829855,0.3159099519252777,0.25470292568206787,0.38695749663114953,1.1407078504562378,0.08062257748298549,0.019180459285200124,0.1464466094067262,-1.0,0,0
18478900_15,6,1,12,8.54400374531753,0.2977939397096634,0.2574976086616516,1.2162230048054838,1.245272159576416,0.0854400374531753,0.856915328566924,0.028595479208968284,-1.0,0,0
18478900_15,7,0,20,16.278820596099706,0.1180500105023384,0.04064314812421799,1.8044380520286758,2.1344213485717773,0.16278820596099705,0.48157014652115826,0.025658350974743165,-1.0,0,0
18478900_15,8,1,20,18.027756377319946,0.25962979570031164,0.19940392673015594,0.8197494998153365,1.4001483917236328,0.18027756377319945,0.01667364243111885,0.22264990188738543,-1.0,0,0
18478900_15,9,1,23,18.867962264113206,0.3652571983959364,0.29193952679634094,0.5219439063506928,0.9819428324699402,0.18867962264113206,0.009435334248039495,0.34188611699158106,-1.0,0,0
18478900_15,10,1,32,24.758836806279895,0.253507262095809,0.1775435209274292,0.7792731479001003,1.4013506174087524,0.24758836806279894,0.025618869949596612,0.10471529247895259,-1.0,0,0
18478900_15,11,1,43,42.04759208325728,0.1745528024296428,0.031328827142715454,1.8401056974269956,1.8640685081481934,0.4204759208325728,0.2912635288417452,0.26429773960448416,-1.0,0,0
18478930_15,0,0,7,6.324555320336759,0.4470256396702358,0.4171590507030487,0.0943057996248089,0.8298128247261047,0.0632455532033676,0.034580755028669974,0.16666666666666666,-1.0,0,0
18478930_15,1,0,11,7.615773105863909,0.36378260363232007,0.3218105137348175,0.08082096907062009,1.0026843547821045,0.07615773105863909,0.001978883229876549,0.0,-1.0,0,0
18478930_15,2,0,12,10.04987562112089,0.4428129221002261,0.40124067664146423,0.1929667738406926,0.8390396237373352,0.1004987562112089,0.0221703188354333,0.23125807505671503,-1.0,0,0
18478930_15,3,0,13,12.0,0.2382422685623169,0.07493363320827484,0.8359667133395363,1.6965473890304565,0.12,0.019419324309079777,0.0,-1.0,0,0
18478930_15,4,0,21,19.026297590440446,0.1957441767056783,0.043747637420892715,1.8097421605051869,2.144979476928711,0.19026297590440447,0.34949970767207117,0.125,-1.0,0,0
18478930_15,5,0,33,28.178005607210743,0.1931403283820008,0.0944337397813797,1.1033648919309424,1.660471796989441,0.28178005607210743,0.05639774639044176,0.10471529247895256,-1.0,0,0
18478930_15,6,0,35,34.0,0.15440971712980953,0.04022253677248955,1.7758432737012995,2.038127899169922,0.34,0.14771537453137784,0.25,-1.0,0,0
20278885_15,0,0,4,2.23606797749979,0.36384573578834534,0.3377806544303894,1.6828018118518453,1.012182354927063,0.022360679774997897,1.5435434846708316,0.10471529247895259,-1.0,0,0
20278885_15,1,0,6,4.123105625617661,0.3150116155544917,0.2838258743286133,1.2388342819641842,1.1976032257080078,0.0412310562561766,1.0,0.0,-1.0,0,0
20278885_15,2,0,8,6.082762530298219,0.27814532816410065,0.25612252950668335,0.37122686312867126,1.2918213605880737,0.060827625302982184,0.01857787723761528,0.0,-1.0,0,0
20278885_15,3,0,7,6.324555320336759,0.3309936693736485,0.29675740003585815,1.1980419193373288,1.0891753435134888,0.0632455532033676,0.822971120733087,0.22264990188738543,-1.0,0,0
20278885_15,4,0,6,7.0710678118654755,0.4238104621569316,0.3874353766441345,0.3054560231577639,0.8806905150413513,0.07071067811865475,0.15405482999775788,0.2,-1.0,0,0
20278885_15,5,0,10,7.280109889280518,0.290087628364563,0.25631195306777954,0.458216237221827,1.2374681234359741,0.07280109889280519,0.04017928516941588,0.1077677297236319,-1.0,0,0
20278885_15,6,1,15,12.165525060596439,0.31341823041439054,0.21854612231254578,0.46415253903280007,1.1942548751831055,0.12165525060596437,0.06490907991039702,0.08333333333333333,-1.0,0,0
20278885_15,7,0,22,16.401219466856727,0.2424284734509208,0.18476003408432007,0.5854371115829107,1.419427514076233,0.16401219466856723,0.0019974028381104514,0.0,-1.0,0,0
20278885_15,8,0,26,22.847319317591726,0.23875156446145132,0.11814914643764496,1.0431252126695232,1.5295459032058716,0.22847319317591727,0.12810328657275233,0.1570028297149823,-1.0,1,1
20278885_15,9,0,33,28.653097563788805,0.175588984606844,0.029635459184646606,1.6275042460847842,2.0364372730255127,0.2865309756378881,0.17721399367134855,0.12732200375003502,-1.0,0,0
20278885_15,10,0,47,46.17358552246078,0.23544091652048396,0.10338594019412994,1.4609288670358729,1.5878875255584717,0.4617358552246078,0.2236530100300056,0.18765247622278786,-1.0,0,0
20728960_15,0,0,4,2.23606797749979,0.38230884820222855,0.35829904675483704,1.0422675364971692,0.9213860034942627,0.022360679774997897,1.0985208532279087,0.0,-1.0,0,0
20728960_15,1,1,3,2.8284271247461903,0.35740525523821515,0.3267398774623871,0.8101563324452368,1.005478858947754,0.0282842712474619,0.7763932022500211,0.0,-1.0,0,0
20728960_15,2,1,10,6.4031242374328485,0.2591020092368126,0.21552221477031708,0.4623433221410187,1.3209331035614014,0.06403124237432849,0.07737897620528872,0.0,-1.0,0,0
20728960_15,3,1,7,8.48528137423857,0.35777286120823454,0.32479700446128845,0.13827548330132022,1.010096549987793,0.08485281374238571,0.04332611957114163,0.0,-1.0,0,0
20728960_15,4,1,13,9.433981132056603,0.22289551450656012,0.20101964473724365,0.7127629906173281,1.4879964590072632,0.09433981132056603,0.022658990565866954,0.1077677297236319,-1.0,0,0
20728960_15,5,1,11,10.198039027185569,0.1758801747452129,0.09710964560508728,1.2473247457984757,1.9671838283538818,0.10198039027185571,0.013570723797706241,0.16458980337503157,-1.0,0,0
20728960_15,6,0,11,10.198039027185569,0.4217531518502669,0.3847935199737549,0.12338160831189837,0.8843695521354675,0.10198039027185571,0.009709662154540055,0.12732200375003502,-1.0,0,0
20728960_15,7,1,16,12.206555615733702,0.2239690124988556,0.18495723605155945,0.6632261917936693,1.4819518327713013,0.12206555615733702,0.006422398364988924,0.05278640450004208,-1.0,0,0
20728960_15,8,0,17,13.341664064126334,0.40250471409629374,0.3346661925315857,0.4779726721006716,0.9441813826560974,0.13341664064126335,0.40037464880331086,0.0,-1.0,0,0
20728960_15,9,1,22,21.02379604162864,0.5607688960365274,0.024757809937000275,1.4609034735465611,1.0830343961715698,0.21023796041628637,1.1676311169587048,0.0,-1.0,7,1
20728960_15,10,1,47,47.50789408087881,0.37460314763828795,0.011092454195022583,1.8798634700327437,1.5898239612579346,0.47507894080878815,0.5506628283615367,0.26429773960448416,-1.0,0,0
20878930_15,0,1,4,3.1622776601683795,0.19420979917049408,0.17518311738967896,0.9685735666898978,1.6691327095031738,0.0316227766016838,0.26781808058504014,0.0,-1.0,3,1
20878930_15,1,0,6,4.123105625617661,0.3256184260050456,0.3024749755859375,1.400956056135123,1.118445634841919,0.0412310562561766,1.2412793650370275,0.0,-1.0,0,0
20878930_15,2,0,7,6.0,0.3899466523102352,0.32789909839630127,0.5388763441068289,0.9319679141044617,0.06,0.5469084300023672,0.0,-1.0,0,0
20878930_15,3,0,7,6.0,0.16884027208600724,0.13777774572372437,0.8858126147193328,1.768640160560608,0.06,0.004386049658682667,0.05278640450004206,-1.0,0,0
20878930_15,4,1,7,6.324555320336759,0.32518042836870464,0.2818877398967743,1.35788833499808,1.0955055952072144,0.0632455532033676,1.1991371865874978,0.0,-1.0,0,0
20878930_15,5,0,10,8.06225774829855,0.36899733245372773,0.3280506730079651,0.2274439862805222,1.0117772817611694,0.08062257748298549,0.007722123286332261,0.12732200375003502,-1.0,0,0
20878930_15,6,0,14,9.848857801796104,0.4090597608259746,0.3176780045032501,0.11146431076477636,0.8855510354042053,0.09848857801796104,0.04344984451153189,0.08397485283107814,-1.0,0,0
20878930_15,7,0,14,10.44030650891055,0.3882867374590465,0.336551308631897,0.2545358181230477,0.9549602270126343,0.1044030650891055,0.005259362494329012,0.18991316352697882,-1.0,0,0
20878930_15,8,0,16,11.40175425099138,0.2595150275155902,0.1359918713569641,0.7867005748105671,1.3743294477462769,0.11401754250991379,0.2983535845543766,0.0,-1.0,0,0
20878930_15,9,0,14,11.40175425099138,0.4676352654184614,0.3865388035774231,0.06688453791696869,0.7574625015258789,0.11401754250991379,0.07040449388117592,0.125,-1.0,0,0
20878930_15,10,0,16,13.152946437965905,0.23610845021903515,0.15087370574474335,1.3459272376599816,1.4478741884231567,0.13152946437965904,0.49013038260714514,0.276393202250021,-1.0,0,0
20878930_15,11,0,20,17.11724276862369,0.23159060701727868,0.17941969633102417,0.9939542522872424,1.5511188507080078,0.1711724276862369,0.07166297389299758,0.2,-1.0,0,0
20878930_15,12,1,22,20.248456731316587,0.1799314408139749,0.1158386617898941,1.332882236382773,1.8609775304794312,0.20248456731316586,0.10275347192350964,0.16666666666666666,-1.0,0,0
20878930_15,13,0,21,20.396078054371138,0.222307189589455,0.1461593061685562,1.3634172446084718,1.543949842453003,0.20396078054371142,0.3655066216117576,0.25,-1.0,0,0
20878930_15,14,1,49,48.662100242385755,0.6871633004321127,0.036070916801691055,1.76112684959273,0.8883728981018066,0.4866210024238575,1.3110512418664646,0.0750817072006013,-1.0,0,0
21479035_15,0,0,3,2.8284271247461903,0.2127528190612793,0.19396522641181946,1.5622794290592017,1.5086793899536133,0.0282842712474619,1.0253157678581266,0.0,-1.0,0,0
21479035_15,1,1,4,3.0,0.39616505801677704,0.3648858368396759,0.9403913412838829,0.9185170531272888,0.03,0.991874288156594,0.0,-1.0,0,0
21479035_15,2,1,7,4.47213595499958,0.3008714956896646,0.28748804330825806,0.37838227916139644,1.2050548791885376,0.044721359549995794,0.12860604042286305,0.0,-1.0,1,1
21479035_15,3,1,7,4.47213595499958,0.3471800514629909,0.2800941467285156,0.12950357345143182,1.0493803024291992,0.044721359549995794,0.035401911472236924,0.0,-1.0,0,0
21479035_15,4,1,6,5.0990195135927845,0.3013080110152562,0.220187246799469,0.3431257639014218,1.253674030303955,0.050990195135927854,0.03846153846153877,0.0,-1.0,11,1
21479035_15,5,1,8,6.082762530298219,0.242096196860075,0.20279067754745483,0.6935604045790622,1.4814934730529785,0.060827625302982184,0.15123930622310144,0.0,-1.0,0,0
21479035_15,6,0,10,7.280109889280518,0.4141566872596741,0.3711785078048706,0.11298546962055034,0.8661078214645386,0.07280109889280519,0.09010169643212834,0.08397485283107817,-1.0,0,0
21479035_15,7,1,10,9.0,0.417627215385437,0.30036288499832153,0.22427641665838882,0.9617416858673096,0.09,0.17253473079107906,0.0,-1.0,0,0
21479035_15,8,1,21,17.26267650163207,0.29533480675447554,0.14172568917274475,0.7776488044119072,1.426140308380127,0.17262676501632068,0.07416643853650695,0.10471529247895259,-1.0,0,0
21479035_15,9,0,31,24.73863375370596,0.22364613870459218,0.12248968333005905,1.46761785054357,1.5177100896835327,0.24738633753705963,0.37929811861961465,0.32322330470336313,-1.0,0,0
