image_id,query_index,distance_class,variant,mask,score,boundary,success,off_road_ratio,path_length,expanded_nodes,planning_time_ms,safe_success_0.01,safe_success_0.05,safe_success_0.10
16078870_15,143,short,original+p+boundary_on,original,p,1,1,0.0,221.835569799683,3199,83.46260000000427,1,1,1
16078870_15,143,short,original+q+boundary_off,original,q,0,1,0.0,220.66399692442917,3289,85.03910000000303,1,1,1
16078870_15,143,short,original+q+boundary_on,original,q,1,1,0.0,221.835569799683,3169,88.93930000000694,1,1,1
16078870_15,143,short,repaired+p+boundary_off,repaired,p,0,1,0.0,220.66399692442917,3356,78.14740000000597,1,1,1
16078870_15,143,short,repaired+p+boundary_on,repaired,p,1,1,0.0,221.835569799683,3199,85.04100000000392,1,1,1
16078870_15,143,short,repaired+q+boundary_off,repaired,q,0,1,0.0,220.66399692442917,3289,80.52250000000072,1,1,1
16078870_15,143,short,repaired+q+boundary_on,repaired,q,1,1,0.0,221.835569799683,3169,78.27009999999746,1,1,1
16078870_15,144,short,original+p+boundary_off,original,p,0,0,nan,nan,0,0.0,0,0,0
16078870_15,144,short,original+p+boundary_on,original,p,1,0,nan,nan,0,0.0,0,0,0
16078870_15,144,short,original+q+boundary_off,original,q,0,0,nan,nan,0,0.0,0,0,0
16078870_15,144,short,original+q+boundary_on,original,q,1,0,nan,nan,0,0.0,0,0,0
16078870_15,144,short,repaired+p+boundary_off,repaired,p,0,0,nan,nan,0,0.0,0,0,0
16078870_15,144,short,repaired+p+boundary_on,repaired,p,1,0,nan,nan,0,0.0,0,0,0
16078870_15,144,short,repaired+q+boundary_off,repaired,q,0,0,nan,nan,0,0.0,0,0,0
16078870_15,144,short,repaired+q+boundary_on,repaired,q,1,0,nan,nan,0,0.0,0,0,0
16078870_15,145,short,original+p+boundary_off,original,p,0,1,0.0,145.78174593052026,1617,37.627999999997996,1,1,1
16078870_15,145,short,original+p+boundary_on,original,p,1,1,0.0,145.78174593052026,1814,49.80569999999318,1,1,1
16078870_15,145,short,original+q+boundary_off,original,q,0,1,0.0,145.78174593052026,1599,40.62110000000985,1,1,1
16078870_15,145,short,original+q+boundary_on,original,q,1,1,0.0,145.78174593052026,1811,42.944000000005644,1,1,1
16078870_15,145,short,repaired+p+boundary_off,repaired,p,0,1,0.0,145.78174593052026,1617,38.82029999999759,1,1,1
16078870_15,145,short,repaired+p+boundary_on,repaired,p,1,1,0.0,145.78174593052026,1814,52.194300000010685,1,1,1
16078870_15,145,short,repaired+q+boundary_off,repaired,q,0,1,0.0,145.78174593052026,1599,36.141299999997045,1,1,1
16078870_15,145,short,repaired+q+boundary_on,repaired,q,1,1,0.0,145.78174593052026,1811,61.310100000000034,1,1,1
16078870_15,146,medium,original+p+boundary_off,original,p,0,1,0.0,1235.9352083112992,20744,502.5461999999976,1,1,1
16078870_15,146,medium,original+p+boundary_on,original,p,1,1,0.0,1243.3494218736723,25275,664.9977000000007,1,1,1
16078870_15,146,medium,original+q+boundary_off,original,q,0,1,0.0,1236.5209947489261,20390,517.4184999999909,1,1,1
16078870_15,146,medium,original+q+boundary_on,original,q,1,1,0.0,1243.3494218736723,25045,653.6786000000063,1,1,1
16078870_15,146,medium,repaired+p+boundary_off,repaired,p,0,1,0.0,1235.9352083112992,20744,513.1595000000004,1,1,1
16078870_15,146,medium,repaired+p+boundary_on,repaired,p,1,1,0.0,1243.3494218736723,25275,680.9063999999978,1,1,1
16078870_15,146,medium,repaired+q+boundary_off,repaired,q,0,1,0.0,1236.5209947489261,20390,490.1630000000097,1,1,1
16078870_15,146,medium,repaired+q+boundary_on,repaired,q,1,1,0.0,1243.3494218736723,25045,662.436900000003,1,1,1
16078870_15,147,medium,original+p+boundary_off,original,p,0,0,nan,nan,0,0.0,0,0,0
16078870_15,147,medium,original+p+boundary_on,original,p,1,0,nan,nan,0,0.0,0,0,0
16078870_15,147,medium,original+q+boundary_off,original,q,0,0,nan,nan,0,0.0,0,0,0
16078870_15,147,medium,original+q+boundary_on,original,q,1,0,nan,nan,0,0.0,0,0,0
16078870_15,147,medium,repaired+p+boundary_off,repaired,p,0,0,nan,nan,0,0.0,0,0,0
16078870_15,147,medium,repaired+p+boundary_on,repaired,p,1,0,nan,nan,0,0.0,0,0,0
16078870_15,147,medium,repaired+q+boundary_off,repaired,q,0,0,nan,nan,0,0.0,0,0,0
16078870_15,147,medium,repaired+q+boundary_on,repaired,q,1,0,nan,nan,0,0.0,0,0,0
16078870_15,148,medium,original+p+boundary_off,original,p,0,1,0.008196721311475419,894.6143571373759,13836,347.4225000000075,1,1,1
16078870_15,148,medium,original+p+boundary_on,original,p,1,1,0.0027063599458727605,902.028570699749,15209,380.0575000000066,1,1,1
16078870_15,148,medium,original+q+boundary_off,original,q,0,1,0.006830601092896127,896.2712113868683,13735,338.1619000000029,1,1,1
16078870_15,148,medium,original+q+boundary_on,original,q,1,1,0.0027063599458727605,902.028570699749,15097,375.6805999999955,1,1,1
16078870_15,148,medium,repaired+p+boundary_off,repaired,p,0,1,0.008196721311475419,894.6143571373759,13836,321.67660000000353,1,1,1
16078870_15,148,medium,repaired+p+boundary_on,repaired,p,1,1,0.0027063599458727605,902.028570699749,15209,407.9012999999918,1,1,1
16078870_15,148,medium,repaired+q+boundary_off,repaired,q,0,1,0.006830601092896127,896.2712113868683,13735,334.9434000000002,1,1,1
16078870_15,148,medium,repaired+q+boundary_on,repaired,q,1,1,0.0027063599458727605,902.028570699749,15097,369.00100000001146,1,1,1
16078870_15,149,medium,original+p+boundary_off,original,p,0,1,0.019512195121951237,1203.3544725075546,19142,453.7276999999875,0,1,1
16078870_15,149,medium,original+p+boundary_on,original,p,1,1,0.0029041626331074433,1212.1828996323009,19415,522.2854999999953,1,1,1
16078870_15,149,medium,original+q+boundary_off,original,q,0,1,0.019512195121951237,1203.3544725075546,19068,437.0021999999949,0,1,1
16078870_15,149,medium,original+q+boundary_on,original,q,1,1,0.0029041626331074433,1212.1828996323009,19317,481.78550000000087,1,1,1
16078870_15,149,medium,repaired+p+boundary_off,repaired,p,0,1,0.019512195121951237,1203.3544725075546,19142,458.9997000000068,0,1,1
16078870_15,149,medium,repaired+p+boundary_on,repaired,p,1,1,0.0029041626331074433,1212.1828996323009,19415,486.7334999999997,1,1,1
16078870_15,149,medium,repaired+q+boundary_off,repaired,q,0,1,0.019512195121951237,1203.3544725075546,19068,472.8353999999939,0,1,1
16078870_15,149,medium,repaired+q+boundary_on,repaired,q,1,1,0.0029041626331074433,1212.1828996323009,19317,533.8033000000024,1,1,1
16078870_15,150,medium,original+p+boundary_off,original,p,0,1,0.0,1421.574818618088,24707,627.8381999999993,1,1,1
16078870_15,150,medium,original+p+boundary_on,original,p,1,1,0.0,1430.6458864299536,25623,666.0863999999975,1,1,1
16078870_15,150,medium,original+q+boundary_off,original,q,0,1,0.0,1422.160605055715,24195,561.5542000000033,1,1,1
16078870_15,150,medium,original+q+boundary_on,original,q,1,1,0.0,1430.6458864299536,25375,637.4968000000081,1,1,1
16078870_15,150,medium,repaired+p+boundary_off,repaired,p,0,1,0.0,1421.574818618088,24707,582.020700000001,1,1,1
16078870_15,150,medium,repaired+p+boundary_on,repaired,p,1,1,0.0,1430.6458864299536,25623,658.5563000000008,1,1,1
16078870_15,150,medium,repaired+q+boundary_off,repaired,q,0,1,0.0,1422.160605055715,24195,601.7616999999973,1,1,1
16078870_15,150,medium,repaired+q+boundary_on,repaired,q,1,1,0.0,1430.6458864299536,25375,664.6205000000123,1,1,1
16078870_15,151,medium,original+p+boundary_off,original,p,0,1,0.0,1351.6753236814773,23448,556.3684000000109,1,1,1
16078870_15,151,medium,original+p+boundary_on,original,p,1,1,0.0,1359.6753236814773,28816,749.7162000000088,1,1,1
16078870_15,151,medium,original+q+boundary_off,original,q,0,1,0.0,1352.2611101191042,22950,596.5944999999948,1,1,1
16078870_15,151,medium,original+q+boundary_on,original,q,1,1,0.0,1359.6753236814773,28633,760.6606000000085,1,1,1
16078870_15,151,medium,repaired+p+boundary_off,repaired,p,0,1,0.0,1351.6753236814773,23448,561.6648000000026,1,1,1
16078870_15,151,medium,repaired+p+boundary_on,repaired,p,1,1,0.0,1359.6753236814773,28816,741.9635999999912,1,1,1
16078870_15,151,medium,repaired+q+boundary_off,repaired,q,0,1,0.0,1352.2611101191042,22950,532.0176999999973,1,1,1
16078870_15,151,medium,repaired+q+boundary_on,repaired,q,1,1,0.0,1359.6753236814773,28633,743.1471999999957,1,1,1
16078870_15,152,medium,original+p+boundary_off,original,p,0,1,0.0,1515.3271272970862,25835,624.48160000001,1,1,1
16078870_15,152,medium,original+p+boundary_on,original,p,1,1,0.0,1525.5697679842056,27425,683.3082999999931,1,1,1
16078870_15,152,medium,original+q+boundary_off,original,q,0,1,0.0,1515.9129137347131,25384,593.5782999999901,1,1,1
16078870_15,152,medium,original+q+boundary_on,original,q,1,1,0.0,1525.5697679842056,27144,679.7188000000034,1,1,1
16078870_15,152,medium,repaired+p+boundary_off,repaired,p,0,1,0.0,1515.3271272970862,25835,604.3961999999965,1,1,1
16078870_15,152,medium,repaired+p+boundary_on,repaired,p,1,1,0.0,1525.5697679842056,27425,713.9245999999986,1,1,1
16078870_15,152,medium,repaired+q+boundary_off,repaired,q,0,1,0.0,1515.9129137347131,25384,630.7931999999994,1,1,1
16078870_15,152,medium,repaired+q+boundary_on,repaired,q,1,1,0.0,1525.5697679842056,27144,693.1591999999966,1,1,1
16078870_15,153,long,original+p+boundary_off,original,p,0,1,0.009139784946236573,2218.53737213985,36792,887.0014999999967,1,1,1
16078870_15,153,long,original+p+boundary_on,original,p,1,1,0.0,2232.1942263893416,37255,949.8841000000056,1,1,1
16078870_15,153,long,original+q+boundary_off,original,q,0,1,0.009134873723804393,2219.1231585774767,36296,864.6854999999931,1,1,1
16078870_15,153,long,original+q+boundary_on,original,q,1,1,0.0,2232.1942263893416,36975,944.2102999999946,1,1,1
16078870_15,153,long,repaired+p+boundary_off,repaired,p,0,1,0.009139784946236573,2218.53737213985,36792,889.1324999999881,1,1,1
16078870_15,153,long,repaired+p+boundary_on,repaired,p,1,1,0.0,2232.1942263893416,37255,954.1100999999941,1,1,1
16078870_15,153,long,repaired+q+boundary_off,repaired,q,0,1,0.009134873723804393,2219.1231585774767,36296,865.142899999995,1,1,1
16078870_15,153,long,repaired+q+boundary_on,repaired,q,1,1,0.0,2232.1942263893416,36975,962.2310999999968,1,1,1
16078870_15,154,long,original+p+boundary_off,original,p,0,1,0.00914962325080737,2261.272436876137,36052,900.7481000000013,1,1,1
16078870_15,154,long,original+p+boundary_on,original,p,1,1,0.0,2276.1008640008804,35775,987.573299999994,1,1,1
16078870_15,154,long,original+q+boundary_off,original,q,0,1,0.009144701452393766,2261.858223313764,35449,849.3892000000045,1,1,1
16078870_15,154,long,original+q+boundary_on,original,q,1,1,0.0,2276.1008640008804,35489,904.3852999999871,1,1,1
16078870_15,154,long,repaired+p+boundary_off,repaired,p,0,1,0.00914962325080737,2261.272436876137,36052,880.7601000000034,1,1,1
16078870_15,154,long,repaired+p+boundary_on,repaired,p,1,1,0.0,2276.1008640008804,35775,942.9360999999972,1,1,1
16078870_15,154,long,repaired+q+boundary_off,repaired,q,0,1,0.009144701452393766,2261.858223313764,35449,853.9583000000022,1,1,1
16078870_15,154,long,repaired+q+boundary_on,repaired,q,1,1,0.0,2276.1008640008804,35489,905.2559000000002,1,1,1
16078870_15,155,long,original+p+boundary_off,original,p,0,1,0.009444444444444478,2180.9049045079846,41687,1097.689100000011,1,1,1
16078870_15,155,long,original+p+boundary_on,original,p,1,1,0.0,2194.5617587574748,42093,1088.0244000000089,1,1,1
16078870_15,155,long,original+q+boundary_off,original,q,0,1,0.00943920044419766,2181.4906909456113,41105,989.3891999999909,1,1,1
16078870_15,155,long,original+q+boundary_on,original,q,1,1,0.0,2194.5617587574748,41649,1095.6110999999992,1,1,1
16078870_15,155,long,repaired+p+boundary_off,repaired,p,0,1,0.009444444444444478,2180.9049045079846,41687,1010.0965999999971,1,1,1
16078870_15,155,long,repaired+p+boundary_on,repaired,p,1,1,0.0,2194.5617587574748,42093,1085.9094999999998,1,1,1
16078870_15,155,long,repaired+q+boundary_off,repaired,q,0,1,0.00943920044419766,2181.4906909456113,41105,1023.331099999993,1,1,1
16078870_15,155,long,repaired+q+boundary_on,repaired,q,1,1,0.0,2194.5617587574748,41649,1085.0100999999909,1,1,1
16078870_15,156,long,original+p+boundary_off,original,p,0,1,0.00792910447761197,2543.9587283771407,44167,1058.110499999998,1,1,1
16078870_15,156,long,original+p+boundary_on,original,p,1,1,0.0,2559.858223313751,41446,1048.3980999999999,1,1,1
16078870_15,156,long,original+q+boundary_off,original,q,0,1,0.007925407925407968,2544.544514814768,43598,1054.7740999999887,1,1,1
16078870_15,156,long,original+q+boundary_on,original,q,1,1,0.0,2559.858223313751,41068,1040.2327999999984,1,1,1
16078870_15,156,long,repaired+p+boundary_off,repaired,p,0,1,0.00792910447761197,2543.9587283771407,44167,1037.832299999991,1,1,1
16078870_15,156,long,repaired+p+boundary_on,repaired,p,1,1,0.0,2559.858223313751,41446,1064.351599999995,1,1,1
16078870_15,156,long,repaired+q+boundary_off,repaired,q,0,1,0.007925407925407968,2544.544514814768,43598,1015.8543000000009,1,1,1
16078870_15,156,long,repaired+q+boundary_on,repaired,q,1,1,0.0,2559.858223313751,41068,1017.1982000000099,1,1,1
16078870_15,157,long,original+p+boundary_off,original,p,0,1,0.011124121779859442,2049.1404025201846,35929,871.1153999999937,0,1,1
16078870_15,157,long,original+p+boundary_on,original,p,1,1,0.0011627906976744429,2062.797256769676,35893,914.8196999999954,1,1,1
16078870_15,157,long,original+q+boundary_off,original,q,0,1,0.011117612638970154,2049.7261889578117,35336,920.0372000000101,0,1,1
16078870_15,157,long,original+q+boundary_on,original,q,1,1,0.0011627906976744429,2062.797256769676,35628,1006.8668000000116,1,1,1
16078870_15,157,long,repaired+p+boundary_off,repaired,p,0,1,0.011124121779859442,2049.1404025201846,35929,970.1907999999833,0,1,1
16078870_15,157,long,repaired+p+boundary_on,repaired,p,1,1,0.0011627906976744429,2062.797256769676,35893,958.2658000000208,1,1,1
16078870_15,157,long,repaired+q+boundary_off,repaired,q,0,1,0.011117612638970154,2049.7261889578117,35336,850.0958999999852,0,1,1
16078870_15,157,long,repaired+q+boundary_on,repaired,q,1,1,0.0011627906976744429,2062.797256769676,35628,928.1105999999966,1,1,1
16078870_15,158,long,original+p+boundary_off,original,p,0,1,0.00896624472573837,2259.093721325928,38888,1016.9721000000038,1,1,1
16078870_15,158,long,original+p+boundary_on,original,p,1,1,0.0,2273.579002700165,39708,1064.9648999999783,1,1,1
16078870_15,158,long,original+q+boundary_off,original,q,0,1,0.008961518186610395,2259.679507763555,38435,986.2173999999868,1,1,1
16078870_15,158,long,original+q+boundary_on,original,q,1,1,0.0,2273.579002700165,39298,1075.0684000000206,1,1,1
16078870_15,158,long,repaired+p+boundary_off,repaired,p,0,1,0.00896624472573837,2259.093721325928,38888,937.8216000000066,1,1,1
16078870_15,158,long,repaired+p+boundary_on,repaired,p,1,1,0.0,2273.579002700165,39708,1043.2003999999893,1,1,1
16078870_15,158,long,repaired+q+boundary_off,repaired,q,0,1,0.008961518186610395,2259.679507763555,38435,956.771300000014,1,1,1
16078870_15,158,long,repaired+q+boundary_on,repaired,q,1,1,0.0,2273.579002700165,39298,1008.1897999999967,1,1,1
16078870_15,159,long,original+p+boundary_off,original,p,0,0,nan,nan,0,0.0,0,0,0
16078870_15,159,long,original+p+boundary_on,original,p,1,0,nan,nan,0,0.0,0,0,0
16078870_15,159,long,original+q+boundary_off,original,q,0,0,nan,nan,0,0.0,0,0,0
16078870_15,159,long,original+q+boundary_on,original,q,1,0,nan,nan,0,0.0,0,0,0
16078870_15,159,long,repaired+p+boundary_off,repaired,p,0,0,nan,nan,0,0.0,0,0,0
16078870_15,159,long,repaired+p+boundary_on,repaired,p,1,0,nan,nan,0,0.0,0,0,0
16078870_15,159,long,repaired+q+boundary_off,repaired,q,0,0,nan,nan,0,0.0,0,0,0
16078870_15,159,long,repaired+q+boundary_on,repaired,q,1,0,nan,nan,0,0.0,0,0,0
17878735_15,160,short,original+p+boundary_off,original,p,0,0,nan,nan,0,0.0,0,0,0
17878735_15,160,short,original+p+boundary_on,original,p,1,0,nan,nan,0,0.0,0,0,0
17878735_15,160,short,original+q+boundary_off,original,q,0,0,nan,nan,0,0.0,0,0,0
17878735_15,160,short,original+q+boundary_on,original,q,1,0,nan,nan,0,0.0,0,0,0
17878735_15,160,short,repaired+p+boundary_off,repaired,p,0,0,nan,nan,0,0.0,0,0,0
17878735_15,160,short,repaired+p+boundary_on,repaired,p,1,0,nan,nan,0,0.0,0,0,0
17878735_15,160,short,repaired+q+boundary_off,repaired,q,0,0,nan,nan,0,0.0,0,0,0
17878735_15,160,short,repaired+q+boundary_on,repaired,q,1,0,nan,nan,0,0.0,0,0,0
17878735_15,161,short,original+p+boundary_off,original,p,0,0,nan,nan,0,0.0,0,0,0
17878735_15,161,short,original+p+boundary_on,original,p,1,0,nan,nan,0,0.0,0,0,0
17878735_15,161,short,original+q+boundary_off,original,q,0,0,nan,nan,0,0.0,0,0,0
17878735_15,161,short,original+q+boundary_on,original,q,1,0,nan,nan,0,0.0,0,0,0
17878735_15,161,short,repaired+p+boundary_off,repaired,p,0,0,nan,nan,0,0.0,0,0,0
17878735_15,161,short,repaired+p+boundary_on,repaired,p,1,0,nan,nan,0,0.0,0,0,0
17878735_15,161,short,repaired+q+boundary_off,repaired,q,0,0,nan,nan,0,0.0,0,0,0
17878735_15,161,short,repaired+q+boundary_on,repaired,q,1,0,nan,nan,0,0.0,0,0,0
17878735_15,162,short,original+p+boundary_off,original,p,0,1,0.0,331.88939366884597,4815,117.03970000000652,1,1,1
17878735_15,162,short,original+p+boundary_on,original,p,1,1,0.0,331.88939366884597,5121,134.4676000000078,1,1,1
17878735_15,162,short,original+q+boundary_off,original,q,0,1,0.0,331.88939366884597,4653,110.65549999999291,1,1,1
17878735_15,162,short,original+q+boundary_on,original,q,1,1,0.0,333.3036072312191,5034,127.65799999999672,1,1,1
17878735_15,162,short,repaired+p+boundary_off,repaired,p,0,1,0.0,331.88939366884597,4815,116.18690000000242,1,1,1
17878735_15,162,short,repaired+p+boundary_on,repaired,p,1,1,0.0,331.88939366884597,5121,128.4907000000004,1,1,1
17878735_15,162,short,repaired+q+boundary_off,repaired,q,0,1,0.0,331.88939366884597,4653,102.78719999999453,1,1,1
17878735_15,162,short,repaired+q+boundary_on,repaired,q,1,1,0.0,333.3036072312191,5034,122.3017000000084,1,1,1
17878735_15,163,short,original+p+boundary_off,original,p,0,1,0.0,419.91378028648575,5778,129.47859999999878,1,1,1
17878735_15,163,short,original+p+boundary_on,original,p,1,1,0.0,419.91378028648575,5987,147.4850000000032,1,1,1
17878735_15,163,short,original+q+boundary_off,original,q,0,1,0.0,419.91378028648575,5721,134.22639999998864,1,1,1
17878735_15,163,short,original+q+boundary_on,original,q,1,1,0.0,419.91378028648575,5886,143.25060000000178,1,1,1
17878735_15,163,short,repaired+p+boundary_off,repaired,p,0,1,0.0,419.91378028648575,5778,137.4244999999945,1,1,1
17878735_15,163,short,repaired+p+boundary_on,repaired,p,1,1,0.0,419.91378028648575,5989,151.19760000000326,1,1,1
17878735_15,163,short,repaired+q+boundary_off,repaired,q,0,1,0.0,419.91378028648575,5721,150.38690000000088,1,1,1
17878735_15,163,short,repaired+q+boundary_on,repaired,q,1,1,0.0,419.91378028648575,5886,149.34689999999762,1,1,1
17878735_15,164,short,original+p+boundary_off,original,p,0,1,0.0,113.2375900532358,1384,39.384400000002984,1,1,1
17878735_15,164,short,original+p+boundary_on,original,p,1,1,0.0,113.2375900532358,1661,46.923499999991236,1,1,1
17878735_15,164,short,original+q+boundary_off,original,q,0,1,0.0,113.2375900532358,1408,36.87209999999652,1,1,1
17878735_15,164,short,original+q+boundary_on,original,q,1,1,0.0,113.2375900532358,1641,41.933699999987084,1,1,1
17878735_15,164,short,repaired+p+boundary_off,repaired,p,0,1,0.0,113.2375900532358,1384,31.94050000000459,1,1,1
17878735_15,164,short,repaired+p+boundary_on,repaired,p,1,1,0.0,113.2375900532358,1661,44.17820000000461,1,1,1
17878735_15,164,short,repaired+q+boundary_off,repaired,q,0,1,0.0,113.2375900532358,1408,34.80730000001131,1,1,1
17878735_15,164,short,repaired+q+boundary_on,repaired,q,1,1,0.0,113.2375900532358,1641,46.75629999999842,1,1,1
17878735_15,165,short,original+p+boundary_off,original,p,0,1,0.0,594.2346314604083,9385,226.51650000000245,1,1,1
17878735_15,165,short,original+p+boundary_on,original,p,1,1,0.0,595.991990773289,9783,261.1229999999978,1,1,1
17878735_15,165,short,original+q+boundary_off,original,q,0,1,0.0,594.2346314604083,9217,234.4094000000041,1,1,1
17878735_15,165,short,original+q+boundary_on,original,q,1,1,0.0,595.991990773289,9578,247.4823000000015,1,1,1
17878735_15,165,short,repaired+p+boundary_off,repaired,p,0,1,0.0,594.2346314604083,9385,232.42680000001315,1,1,1
17878735_15,165,short,repaired+p+boundary_on,repaired,p,1,1,0.0,595.991990773289,9946,242.3353000000077,1,1,1
17878735_15,165,short,repaired+q+boundary_off,repaired,q,0,1,0.0,594.2346314604083,9217,211.87030000000107,1,1,1
17878735_15,165,short,repaired+q+boundary_on,repaired,q,1,1,0.0,595.991990773289,9753,258.3266999999978,1,1,1
17878735_15,166,medium,original+p+boundary_off,original,p,0,1,0.0,849.9524522540013,13600,356.57549999999105,1,1,1
17878735_15,166,medium,original+p+boundary_on,original,p,1,1,0.0,851.709811566882,13536,360.11300000001256,1,1,1
17878735_15,166,medium,original+q+boundary_off,original,q,0,1,0.0,849.9524522540013,13457,341.23119999999574,1,1,1
17878735_15,166,medium,original+q+boundary_on,original,q,1,1,0.0,851.709811566882,13328,350.4068000000018,1,1,1
17878735_15,166,medium,repaired+p+boundary_off,repaired,p,0,1,0.0,849.9524522540013,13600,328.1958999999972,1,1,1
17878735_15,166,medium,repaired+p+boundary_on,repaired,p,1,1,0.0,851.709811566882,13654,336.30250000000217,1,1,1
17878735_15,166,medium,repaired+q+boundary_off,repaired,q,0,1,0.0,849.9524522540013,13457,326.65470000000596,1,1,1
17878735_15,166,medium,repaired+q+boundary_on,repaired,q,1,1,0.0,851.709811566882,13420,354.02950000001,1,1,1
17878735_15,167,medium,original+p+boundary_off,original,p,0,1,0.0,1163.8540392316677,18451,427.78630000000817,1,1,1
17878735_15,167,medium,original+p+boundary_on,original,p,1,1,0.0,1165.6113985445484,18845,499.5054000000039,1,1,1
17878735_15,167,medium,original+q+boundary_off,original,q,0,1,0.0,1163.8540392316677,18222,481.96639999999036,1,1,1
17878735_15,167,medium,original+q+boundary_on,original,q,1,1,0.0,1165.6113985445484,18210,474.0642999999949,1,1,1
17878735_15,167,medium,repaired+p+boundary_off,repaired,p,0,1,0.0,1163.8540392316677,18451,432.7827000000042,1,1,1
17878735_15,167,medium,repaired+p+boundary_on,repaired,p,1,1,0.0,1165.6113985445484,19005,470.73629999999866,1,1,1
17878735_15,167,medium,repaired+q+boundary_off,repaired,q,0,1,0.0,1163.8540392316677,18222,424.79720000000043,1,1,1
17878735_15,167,medium,repaired+q+boundary_on,repaired,q,1,1,0.0,1165.6113985445484,18383,468.0553000000032,1,1,1
17878735_15,168,medium,original+p+boundary_off,original,p,0,1,0.0,1182.7535341682797,18889,454.44290000000365,1,1,1
17878735_15,168,medium,original+p+boundary_on,original,p,1,1,0.0,1184.5108934811603,17020,415.2895000000001,1,1,1
17878735_15,168,medium,original+q+boundary_off,original,q,0,1,0.0,1182.7535341682797,18622,466.5780000000126,1,1,1
17878735_15,168,medium,original+q+boundary_on,original,q,1,1,0.0,1184.5108934811603,16650,438.1261000000052,1,1,1
17878735_15,168,medium,repaired+p+boundary_off,repaired,p,0,1,0.0,1182.7535341682797,18889,459.0450999999973,1,1,1
17878735_15,168,medium,repaired+p+boundary_on,repaired,p,1,1,0.0,1184.5108934811603,17181,443.06500000000426,1,1,1
17878735_15,168,medium,repaired+q+boundary_off,repaired,q,0,1,0.0,1182.7535341682797,18622,435.24670000000754,1,1,1
17878735_15,168,medium,repaired+q+boundary_on,repaired,q,1,1,0.0,1184.5108934811603,16823,443.7736000000001,1,1,1
17878735_15,169,medium,original+p+boundary_off,original,p,0,1,0.0,695.0874452027947,11100,271.8557999999973,1,1,1
17878735_15,169,medium,original+p+boundary_on,original,p,1,1,0.0,695.0874452027947,11634,299.46290000000886,1,1,1
17878735_15,169,medium,original+q+boundary_off,original,q,0,1,0.0,695.0874452027947,10975,269.05890000000454,1,1,1
17878735_15,169,medium,original+q+boundary_on,original,q,1,1,0.0,695.0874452027947,11359,307.36609999999587,1,1,1
17878735_15,169,medium,repaired+p+boundary_off,repaired,p,0,1,0.0,695.0874452027947,11100,272.31230000001005,1,1,1
17878735_15,169,medium,repaired+p+boundary_on,repaired,p,1,1,0.0,695.0874452027947,11795,305.5356000000131,1,1,1
17878735_15,169,medium,repaired+q+boundary_off,repaired,q,0,1,0.0,695.0874452027947,10975,266.492999999997,1,1,1
17878735_15,169,medium,repaired+q+boundary_on,repaired,q,1,1,0.0,695.0874452027947,11532,291.99390000000847,1,1,1
17878735_15,170,medium,original+p+boundary_off,original,p,0,1,0.0,1303.5474734076204,20523,507.64159999999947,1,1,1
17878735_15,170,medium,original+p+boundary_on,original,p,1,1,0.0,1305.890619158128,18717,457.17340000000206,1,1,1
17878735_15,170,medium,original+q+boundary_off,original,q,0,1,0.0,1303.5474734076204,20179,478.1491000000102,1,1,1
17878735_15,170,medium,original+q+boundary_on,original,q,1,1,0.0,1305.890619158128,18081,477.7136000000013,1,1,1
17878735_15,170,medium,repaired+p+boundary_off,repaired,p,0,1,0.0,1303.5474734076204,20523,515.743999999998,1,1,1
17878735_15,170,medium,repaired+p+boundary_on,repaired,p,1,1,0.0,1305.890619158128,18879,486.2075000000061,1,1,1
17878735_15,170,medium,repaired+q+boundary_off,repaired,q,0,1,0.0,1303.5474734076204,20179,479.95140000000447,1,1,1
17878735_15,170,medium,repaired+q+boundary_on,repaired,q,1,1,0.0,1305.890619158128,18254,485.6053000000031,1,1,1
17878735_15,171,medium,original+p+boundary_off,original,p,0,1,0.0,714.4011537017797,11189,259.2523,1,1,1
17878735_15,171,medium,original+p+boundary_on,original,p,1,1,0.0,716.1585130146603,11272,302.6368000000019,1,1,1
17878735_15,171,medium,original+q+boundary_off,original,q,0,1,0.0,714.4011537017797,11001,265.3468000000032,1,1,1
17878735_15,171,medium,original+q+boundary_on,original,q,1,1,0.0,716.1585130146603,11113,286.8904999999984,1,1,1
17878735_15,171,medium,repaired+p+boundary_off,repaired,p,0,1,0.0,714.4011537017797,11189,276.87569999999084,1,1,1
17878735_15,171,medium,repaired+p+boundary_on,repaired,p,1,1,0.0,716.1585130146603,11272,318.0995999999965,1,1,1
17878735_15,171,medium,repaired+q+boundary_off,repaired,q,0,1,0.0,714.4011537017797,11001,282.12310000000684,1,1,1
17878735_15,171,medium,repaired+q+boundary_on,repaired,q,1,1,0.0,716.1585130146603,11113,305.4513000000014,1,1,1
17878735_15,172,medium,original+p+boundary_off,original,p,0,1,0.0,744.2295808265259,11918,283.166499999993,1,1,1
17878735_15,172,medium,original+p+boundary_on,original,p,1,1,0.0,745.9869401394066,12705,312.0314000000093,1,1,1
17878735_15,172,medium,original+q+boundary_off,original,q,0,1,0.0,744.2295808265259,11705,285.51780000000804,1,1,1
17878735_15,172,medium,original+q+boundary_on,original,q,1,1,0.0,745.9869401394066,12298,308.7610999999981,1,1,1
17878735_15,172,medium,repaired+p+boundary_off,repaired,p,0,1,0.0,744.2295808265259,11918,279.510099999996,1,1,1
