method,success,path_length,expanded_nodes,planning_time_ms,on_road_ratio,off_road_ratio,average_risk,max_risk,min_boundary_distance,relative_detour,query_index,image_id
Soft-probability A*,1,1298.053823869163,59111,713.3954999999332,0.95234375,0.047656249999999956,nan,nan,nan,0.00018696147040773672,2580,30207
Clearance-aware A*,1,1310.8233764908637,56802,686.7500999999265,0.9906396255850234,0.009360374414976613,nan,nan,nan,0.010026260736108074,2580,30207
URA-style A*,1,1312.6812408671326,48117,593.8028999999005,1.0,0.0,nan,nan,nan,0.011457797465290607,2580,30207
GT Oracle A*,1,1297.8111831820436,40296,454.65280000007624,1.0,0.0,nan,nan,nan,0.0,2580,30207
Topology+Risk A*,1,1312.8233764908637,56243,701.7551000001276,0.9875389408099688,0.012461059190031154,nan,nan,nan,0.011567316959014315,2580,30207
Binary-mask A*,1,1350.5685424949243,60307,801.2398999999277,0.7528089887640449,0.2471910112359551,nan,nan,nan,-0.002089872512083871,2581,30207
Soft-probability A*,1,1353.6396103067898,73444,935.2415999999266,0.9543413173652695,0.045658682634730496,nan,nan,nan,0.00017928271790645486,2581,30207
Clearance-aware A*,1,1367.2375900532368,78693,1078.2298999999966,0.9910313901345291,0.008968609865470878,nan,nan,nan,0.010226578560654107,2581,30207
URA-style A*,1,1369.923881554252,66314,916.1655000000337,1.0,0.0,nan,nan,nan,0.01221142968808795,2581,30207
GT Oracle A*,1,1353.39696961967,46661,529.9367000000075,1.0,0.0,nan,nan,nan,0.0,2581,30207
Topology+Risk A*,1,1369.2375900532365,77281,1048.5900000001038,0.9880597014925373,0.011940298507462699,nan,nan,nan,0.011704341585764035,2581,30207
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2582,302422
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2582,302422
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2582,302422
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2582,302422
GT Oracle A*,1,381.9482681718914,6992,83.80529999999453,1.0,0.0,nan,nan,nan,0.0,2582,302422
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2582,302422
Binary-mask A*,1,908.3229432149768,16653,193.21879999984048,0.31069182389937106,0.689308176100629,nan,nan,nan,-0.010781151195280904,2583,302422
Soft-probability A*,1,913.1513703397231,23272,293.58909999996285,0.9586983729662077,0.041301627033792254,nan,nan,nan,-0.005522700819720374,2583,302422
Clearance-aware A*,1,920.465078838708,23672,303.3195999998952,0.9912826899128269,0.008717310087173136,nan,nan,nan,0.0024423719067832206,2583,302422
URA-style A*,1,920.2224381515887,23373,301.6686999999365,0.9975124378109452,0.0024875621890547706,nan,nan,nan,0.002178121462623129,2583,302422
GT Oracle A*,1,918.2224381515886,12440,141.49139999994986,1.0,0.0,nan,nan,nan,0.0,2583,302422
Topology+Risk A*,1,920.465078838708,23231,296.0653000000093,0.9912826899128269,0.008717310087173136,nan,nan,nan,0.0024423719067832206,2583,302422
Binary-mask A*,1,523.1736649163081,11802,157.7624999999898,0.6021978021978022,0.39780219780219783,nan,nan,nan,-0.011338432725954055,2584,302422
Soft-probability A*,1,525.1736649163082,15720,209.0325000001485,0.9649890590809628,0.035010940919037226,nan,nan,nan,-0.007558955150635893,2584,302422
Clearance-aware A*,1,534.4873734152931,17502,218.01989999994476,1.0,0.0,nan,nan,nan,0.010041521056844816,2584,302422
URA-style A*,1,532.0020920410545,16354,211.89350000008744,1.0,0.0,nan,nan,nan,0.005344988445699878,2584,302422
GT Oracle A*,1,529.1736649163082,8681,109.01720000015303,1.0,0.0,nan,nan,nan,0.0,2584,302422
Topology+Risk A*,1,534.4873734152931,17305,217.48470000011366,1.0,0.0,nan,nan,nan,0.010041521056844816,2584,302422
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2585,302422
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2585,302422
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2585,302422
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2585,302422
GT Oracle A*,1,386.11984104714526,4929,62.96159999988049,1.0,0.0,nan,nan,nan,0.0,2585,302422
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2585,302422
Binary-mask A*,1,201.99494936611677,3320,37.32170000012047,0.6494252873563219,0.3505747126436781,nan,nan,nan,-0.039665405098784905,2586,302422
Soft-probability A*,1,203.99494936611686,4476,57.787299999972674,0.9488636363636364,0.051136363636363646,nan,nan,nan,-0.030156904040566413,2586,302422
Clearance-aware A*,1,208.23759005323615,5953,80.4840000000695,0.9720670391061452,0.027932960893854775,nan,nan,nan,-0.00998632730900997,2586,302422
URA-style A*,1,208.82337649086307,4711,62.37169999985781,0.9777777777777777,0.022222222222222254,nan,nan,nan,-0.007201351827977274,2586,302422
GT Oracle A*,1,210.33809511662443,2852,38.40309999986857,1.0,0.0,nan,nan,nan,0.0,2586,302422
Topology+Risk A*,1,208.82337649086304,5866,78.64069999982348,0.9777777777777777,0.022222222222222254,nan,nan,nan,-0.00720135182797741,2586,302422
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2587,302422
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2587,302422
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2587,302422
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2587,302422
GT Oracle A*,1,507.5168106668157,7452,85.08699999993041,1.0,0.0,nan,nan,nan,0.0,2587,302422
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2587,302422
Binary-mask A*,1,525.3158005400392,9889,123.58180000001084,0.7991169977924945,0.20088300220750555,nan,nan,nan,-0.019753228381591003,2588,302422
Soft-probability A*,1,530.1442276647855,15308,183.5051000000476,0.9693654266958425,0.03063457330415753,nan,nan,nan,-0.010743314542788446,2588,302422
Clearance-aware A*,1,538.8721497261434,17825,282.8574000000117,0.9935064935064936,0.00649350649350644,nan,nan,nan,0.005543112430829937,2588,302422
URA-style A*,1,538.3868683519048,15761,206.378500000028,0.9978448275862069,0.0021551724137931494,nan,nan,nan,0.0046375704693375494,2588,302422
GT Oracle A*,1,535.901586977666,7923,102.43289999993976,1.0,0.0,nan,nan,nan,0.0,2588,302422
Topology+Risk A*,1,539.4579361637703,17441,231.01469999983237,0.9978401727861771,0.002159827213822907,nan,nan,nan,0.006636198273196189,2588,302422
Binary-mask A*,1,704.4406922210676,23289,273.9338000001226,0.3567921440261866,0.6432078559738135,nan,nan,nan,-0.006326868447902408,2589,302422
Soft-probability A*,1,705.8549057834408,30577,380.2189000000453,0.9705882352941176,0.02941176470588236,nan,nan,nan,-0.004332000697182175,2589,302422
Clearance-aware A*,1,710.9259735953063,31596,404.1697000000113,1.0,0.0,nan,nan,nan,0.0028211690282091756,2589,302422
URA-style A*,1,710.0975464705601,31669,431.07519999989563,1.0,0.0,nan,nan,nan,0.0016526025549780444,2589,302422
GT Oracle A*,1,708.9259735953062,20592,246.2659000000258,1.0,0.0,nan,nan,nan,0.0,2589,302422
Topology+Risk A*,1,710.9259735953063,31690,453.2912999998189,1.0,0.0,nan,nan,nan,0.0028211690282091756,2589,302422
Binary-mask A*,1,727.3401871576793,16415,195.74599999987186,0.7147385103011094,0.28526148969889065,nan,nan,nan,-0.009628212754117937,2590,302422
Soft-probability A*,1,730.1686142824257,22786,284.31590000013784,0.9620853080568721,0.03791469194312791,nan,nan,nan,-0.005776927652470607,2590,302422
Clearance-aware A*,1,740.3107499061567,21905,270.30869999998686,1.0,0.0,nan,nan,nan,0.008032958232450432,2590,302422
URA-style A*,1,737.8254685319181,21209,264.33989999986807,1.0,0.0,nan,nan,nan,0.0046489123624811595,2590,302422
GT Oracle A*,1,734.4112549695449,11679,136.444800000163,1.0,0.0,nan,nan,nan,0.0,2590,302422
Topology+Risk A*,1,740.3107499061567,21192,263.9564999999493,1.0,0.0,nan,nan,nan,0.008032958232450432,2590,302422
Binary-mask A*,1,790.4112549695449,19838,237.6309000001129,0.2947976878612717,0.7052023121387283,nan,nan,nan,-0.007533796091605263,2591,302422
Soft-probability A*,1,792.411254969545,25629,311.922099999947,0.9740634005763689,0.025936599423631135,nan,nan,nan,-0.0050225307277367,2591,302422
Clearance-aware A*,1,801.7249634685298,24828,301.5623000001142,0.9942857142857143,0.005714285714285672,nan,nan,nan,0.006672066053597101,2591,302422
URA-style A*,1,799.2396820942912,23875,318.69110000002365,0.9971428571428571,0.0028571428571428914,nan,nan,nan,0.003551465536300698,2591,302422
GT Oracle A*,1,796.4112549695449,19842,231.94489999991674,1.0,0.0,nan,nan,nan,0.0,2591,302422
Topology+Risk A*,1,801.7249634685298,27234,340.31290000007175,0.9942857142857143,0.005714285714285672,nan,nan,nan,0.006672066053597101,2591,302422
Binary-mask A*,1,920.8498551495582,21270,243.29740000007405,0.6177944862155389,0.3822055137844611,nan,nan,nan,-0.016102928615141905,2592,302422
Soft-probability A*,1,927.0924958366776,30195,365.29319999999643,0.9601494396014943,0.03985056039850565,nan,nan,nan,-0.009432877188824193,2592,302422
Clearance-aware A*,1,940.8914857099011,30014,357.2762999999668,0.9963008631319359,0.0036991368680641123,nan,nan,nan,0.005310878971216531,2592,302422
URA-style A*,1,939.5777772109162,28123,325.0111000002107,0.998769987699877,0.0012300123001229846,nan,nan,nan,0.0039072256638109865,2592,302422
GT Oracle A*,1,935.9209229614237,15196,171.19370000000345,1.0,0.0,nan,nan,nan,0.0,2592,302422
Topology+Risk A*,1,941.477272147528,29074,348.4789000001456,0.9987684729064039,0.0012315270935960854,nan,nan,nan,0.005936772060317861,2592,302422
Binary-mask A*,1,746.0681092190373,15803,175.56189999982053,0.6114551083591331,0.3885448916408669,nan,nan,nan,-0.005975965774657606,2593,302422
Soft-probability A*,1,747.4823227814105,20005,231.27240000007987,0.9721792890262752,0.02782071097372485,nan,nan,nan,-0.0040917379767452505,2593,302422
Clearance-aware A*,1,752.553390593276,18929,219.11869999985356,1.0,0.0,nan,nan,nan,0.0026647005064079597,2593,302422
URA-style A*,1,751.7249634685298,17925,216.31219999994755,1.0,0.0,nan,nan,nan,0.0015609454169913607,2593,302422
GT Oracle A*,1,750.5533905932759,11464,124.42780000014864,1.0,0.0,nan,nan,nan,0.0,2593,302422
Topology+Risk A*,1,752.553390593276,18371,235.47710000002553,1.0,0.0,nan,nan,nan,0.0026647005064079597,2593,302422
Binary-mask A*,1,663.4701294725903,14391,166.18960000005245,0.5478260869565217,0.4521739130434783,nan,nan,nan,-0.006714941299078979,2594,302422
Soft-probability A*,1,664.8843430349635,18039,219.78969999986475,0.96875,0.03125,nan,nan,nan,-0.004597713802440707,2594,302422
Clearance-aware A*,1,669.9554108468291,16797,194.54739999991943,1.0,0.0,nan,nan,nan,0.0029942118403749863,2594,302422
URA-style A*,1,669.1269837220829,15872,190.9382999999707,1.0,0.0,nan,nan,nan,0.0017539686874735983,2594,302422
GT Oracle A*,1,667.955410846829,10386,111.24040000004243,1.0,0.0,nan,nan,nan,0.0,2594,302422
Topology+Risk A*,1,669.9554108468291,16244,192.96459999986837,1.0,0.0,nan,nan,nan,0.0029942118403749863,2594,302422
Binary-mask A*,1,344.7401153701778,9186,108.58609999991131,1.0,0.0,nan,nan,nan,0.0,2595,303268
Soft-probability A*,1,344.74011537017793,10532,121.34379999997691,1.0,0.0,nan,nan,nan,3.2977548203097997e-16,2595,303268
Clearance-aware A*,1,344.74011537017793,9475,111.64800000005926,1.0,0.0,nan,nan,nan,3.2977548203097997e-16,2595,303268
URA-style A*,1,348.05382386916267,10324,124.00159999992866,1.0,0.0,nan,nan,nan,0.00961219292807462,2595,303268
GT Oracle A*,1,344.7401153701778,9060,97.199000000046,1.0,0.0,nan,nan,nan,0.0,2595,303268
Topology+Risk A*,1,344.74011537017793,9527,157.82450000006065,1.0,0.0,nan,nan,nan,3.2977548203097997e-16,2595,303268
Binary-mask A*,1,156.0782104868019,881,10.34709999998995,0.9912280701754386,0.00877192982456143,nan,nan,nan,0.0,2596,303268
Soft-probability A*,1,158.42135623730957,3941,49.96349999987615,1.0,0.0,nan,nan,nan,0.015012638491942459,2596,303268
Clearance-aware A*,1,162.52186130069794,6914,85.799599999973,1.0,0.0,nan,nan,nan,0.04128475585284153,2596,303268
URA-style A*,1,167.79393923934015,8040,101.01620000000366,1.0,0.0,nan,nan,nan,0.07506319245971192,2596,303268
GT Oracle A*,1,156.0782104868019,1028,13.053899999931673,1.0,0.0,nan,nan,nan,0.0,2596,303268
Topology+Risk A*,1,162.52186130069794,7199,87.04069999998865,1.0,0.0,nan,nan,nan,0.04128475585284153,2596,303268
Binary-mask A*,1,84.04163056034257,1365,14.777099999946586,0.8846153846153846,0.11538461538461542,nan,nan,nan,0.0,2597,303268
Soft-probability A*,1,84.0416305603426,1741,21.49620000000141,1.0,0.0,nan,nan,nan,3.3818607802947126e-16,2597,303268
Clearance-aware A*,1,84.04163056034261,2000,24.767899999915244,1.0,0.0,nan,nan,nan,5.072791170442069e-16,2597,303268
URA-style A*,1,84.0416305603426,1624,20.9460000000945,1.0,0.0,nan,nan,nan,3.3818607802947126e-16,2597,303268
GT Oracle A*,1,84.04163056034257,1257,14.481700000033015,1.0,0.0,nan,nan,nan,0.0,2597,303268
Topology+Risk A*,1,84.04163056034261,1974,27.00579999986985,1.0,0.0,nan,nan,nan,5.072791170442069e-16,2597,303268
Binary-mask A*,1,217.82842712474618,860,9.895199999846227,1.0,0.0,nan,nan,nan,0.0,2598,303268
Soft-probability A*,1,217.82842712474618,2608,31.485200000133773,1.0,0.0,nan,nan,nan,0.0,2598,303268
Clearance-aware A*,1,220.3137084989848,6792,87.50370000007024,1.0,0.0,nan,nan,nan,0.011409352796801572,2598,303268
URA-style A*,1,221.97056274847722,7544,93.05369999992763,1.0,0.0,nan,nan,nan,0.019015587994669375,2598,303268
GT Oracle A*,1,217.82842712474618,860,11.343099999976403,1.0,0.0,nan,nan,nan,0.0,2598,303268
Topology+Risk A*,1,221.142135623731,6945,84.32479999987663,1.0,0.0,nan,nan,nan,0.015212470395735473,2598,303268
Binary-mask A*,1,179.94112549695421,3681,46.51190000004135,0.8011695906432749,0.19883040935672514,nan,nan,nan,-0.0032448704259626917,2599,303268
Soft-probability A*,1,180.5269119345811,4772,66.5355000001,1.0,0.0,nan,nan,nan,0.0,2599,303268
Clearance-aware A*,1,186.76955262170046,6066,90.82420000004277,1.0,0.0,nan,nan,nan,0.03458011118797368,2599,303268
URA-style A*,1,189.01219330881975,6574,84.8342000001594,1.0,0.0,nan,nan,nan,0.04700286114301625,2599,303268
GT Oracle A*,1,180.5269119345811,4695,56.80430000006709,1.0,0.0,nan,nan,nan,0.0,2599,303268
Topology+Risk A*,1,188.18376618407356,6058,75.6936999998743,1.0,0.0,nan,nan,nan,0.04241392137847639,2599,303268
Binary-mask A*,1,26.65685424949238,149,1.746799999864379,1.0,0.0,nan,nan,nan,0.0,2600,303268
Soft-probability A*,1,26.656854249492383,190,2.163399999972171,1.0,0.0,nan,nan,nan,1.3327580387202493e-16,2600,303268
Clearance-aware A*,1,26.656854249492383,212,2.431399999977657,1.0,0.0,nan,nan,nan,1.3327580387202493e-16,2600,303268
URA-style A*,1,26.656854249492383,229,3.442199999881268,1.0,0.0,nan,nan,nan,1.3327580387202493e-16,2600,303268
GT Oracle A*,1,26.65685424949238,149,1.6404000000420638,1.0,0.0,nan,nan,nan,0.0,2600,303268
Topology+Risk A*,1,26.656854249492383,214,2.5054000000181986,1.0,0.0,nan,nan,nan,1.3327580387202493e-16,2600,303268
Binary-mask A*,1,600.3158005400396,23749,284.75010000011025,0.5170454545454546,0.4829545454545454,nan,nan,nan,0.000976750244030411,2601,303268
Soft-probability A*,1,603.8305191658011,29037,357.4048999998922,1.0,0.0,nan,nan,nan,0.006837251708213067,2601,303268
Clearance-aware A*,1,608.7594513539356,28513,375.72320000003856,1.0,0.0,nan,nan,nan,0.015055836858585048,2601,303268
URA-style A*,1,613.2031021678314,29043,375.0148999999965,1.0,0.0,nan,nan,nan,0.022465255612699644,2601,303268
GT Oracle A*,1,599.7300141024127,19540,236.51049999989482,1.0,0.0,nan,nan,nan,0.0,2601,303268
Topology+Risk A*,1,608.7594513539356,28527,353.08499999996457,1.0,0.0,nan,nan,nan,0.015055836858585048,2601,303268
Binary-mask A*,1,768.9137802864864,38649,496.11079999999674,0.27007299270072993,0.7299270072992701,nan,nan,nan,0.0007624171477762473,2602,303268
Soft-probability A*,1,772.4284989122481,43884,559.1746000000057,1.0,0.0,nan,nan,nan,0.005336920034434175,2602,303268
Clearance-aware A*,1,776.5290039756362,38459,505.72310000006837,1.0,0.0,nan,nan,nan,0.010673840068867759,2602,303268
URA-style A*,1,781.8010819142784,37427,473.33489999982703,1.0,0.0,nan,nan,nan,0.017535594398854132,2602,303268
GT Oracle A*,1,768.3279938488595,40112,478.3420000001115,1.0,0.0,nan,nan,nan,0.0,2602,303268
Topology+Risk A*,1,776.5290039756362,39909,504.986800000097,1.0,0.0,nan,nan,nan,0.010673840068867759,2602,303268
Binary-mask A*,1,469.3086578651019,16679,196.62269999980708,0.8721461187214612,0.1278538812785388,nan,nan,nan,0.0,2603,303268
Soft-probability A*,1,469.3086578651021,20374,267.64170000001286,1.0,0.0,nan,nan,nan,3.633648212631979e-16,2603,303268
Clearance-aware A*,1,469.3086578651021,18599,229.3277000001126,1.0,0.0,nan,nan,nan,3.633648212631979e-16,2603,303268
URA-style A*,1,469.3086578651021,19092,261.113099999875,1.0,0.0,nan,nan,nan,3.633648212631979e-16,2603,303268
GT Oracle A*,1,469.3086578651019,13643,165.20749999995132,1.0,0.0,nan,nan,nan,0.0,2603,303268
Topology+Risk A*,1,469.3086578651021,18636,238.4188000000904,1.0,0.0,nan,nan,nan,3.633648212631979e-16,2603,303268
Binary-mask A*,1,504.5929291125634,15807,189.03870000008283,0.5978494623655914,0.40215053763440856,nan,nan,nan,-2.253040642514731e-16,2604,303268
Soft-probability A*,1,504.59292911256375,21778,270.1716999999917,1.0,0.0,nan,nan,nan,4.506081285029462e-16,2604,303268
Clearance-aware A*,1,504.59292911256375,22203,266.944599999988,1.0,0.0,nan,nan,nan,4.506081285029462e-16,2604,303268
URA-style A*,1,504.59292911256375,21282,256.4170999999078,1.0,0.0,nan,nan,nan,4.506081285029462e-16,2604,303268
GT Oracle A*,1,504.5929291125635,13863,165.8572000001186,1.0,0.0,nan,nan,nan,0.0,2604,303268
Topology+Risk A*,1,504.59292911256375,21726,266.7500000000018,1.0,0.0,nan,nan,nan,4.506081285029462e-16,2604,303268
Binary-mask A*,1,710.7716446627555,34614,407.4404999998933,0.27892234548335976,0.7210776545166402,nan,nan,nan,0.0008248354016663613,2605,303268
Soft-probability A*,1,714.286363288517,41808,515.6383000000915,1.0,0.0,nan,nan,nan,0.00577384781166469,2605,303268
Clearance-aware A*,1,718.3868683519053,38027,474.53100000007,1.0,0.0,nan,nan,nan,0.011547695623329218,2605,303268
URA-style A*,1,723.6589462905473,36319,499.577600000066,1.0,0.0,nan,nan,nan,0.01897121423832647,2605,303268
GT Oracle A*,1,710.1858582251286,30400,362.5173000000359,1.0,0.0,nan,nan,nan,0.0,2605,303268
Topology+Risk A*,1,718.3868683519053,37318,459.5292999999856,1.0,0.0,nan,nan,nan,0.011547695623329218,2605,303268
Binary-mask A*,1,538.9137802864865,27608,328.66660000013326,0.5010989010989011,0.4989010989010989,nan,nan,nan,0.0054645801994705175,2606,303268
Soft-probability A*,1,542.428498912248,35016,452.7023000000554,1.0,0.0,nan,nan,nan,0.012022076438835351,2606,303268
Clearance-aware A*,1,549.4579361637707,30417,373.04229999995187,1.0,0.0,nan,nan,nan,0.025137068917564592,2606,303268
URA-style A*,1,553.5584412271589,33198,408.5583000000952,1.0,0.0,nan,nan,nan,0.03278748119682332,2606,303268
GT Oracle A*,1,535.984848098352,25973,300.79079999995884,1.0,0.0,nan,nan,nan,0.0,2606,303268
Topology+Risk A*,1,552.3868683519052,31538,397.8016999999454,1.0,0.0,nan,nan,nan,0.030601649117035112,2606,303268
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2607,303268
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2607,303268
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2607,303268
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2607,303268
GT Oracle A*,1,689.4823227814098,27702,345.74449999990975,1.0,0.0,nan,nan,nan,0.0,2607,303268
Topology+Risk A*,1,738.0853531617397,45816,585.9019000001808,1.0,0.0,nan,nan,nan,0.07049206161553578,2607,303268
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2608,303268
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2608,303268
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2608,303268
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2608,303268
GT Oracle A*,1,1221.2224381515887,62729,735.2172999999311,1.0,0.0,nan,nan,nan,0.0,2608,303268
Topology+Risk A*,1,1294.2102448427688,64212,783.817599999793,1.0,0.0,nan,nan,nan,0.059766185431093646,2608,303268
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2609,303268
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2609,303268
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2609,303268
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2609,303268
GT Oracle A*,1,1219.607214462439,67692,789.3670000000839,1.0,0.0,nan,nan,nan,0.0,2609,303268
Topology+Risk A*,1,1276.4528855298884,71456,912.556099999847,1.0,0.0,nan,nan,nan,0.04660981863124262,2609,303268
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2610,303268
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2610,303268
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2610,303268
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,2610,303268
GT Oracle A*,1,1209.1513703397234,64301,778.5793000000467,1.0,0.0,nan,nan,nan,0.0,2610,303268
Topology+Risk A*,1,1264.3818177180226,64695,829.2019000000437,1.0,0.0,nan,nan,nan,0.04567703327564495,2610,303268
Binary-mask A*,1,331.752308678998,9985,138.87230000000272,0.7475409836065574,0.2524590163934426,nan,nan,nan,0.00829094186422157,2611,304861
Soft-probability A*,1,341.894444302729,17582,247.1066000000519,1.0,0.0,nan,nan,nan,0.03911581696844054,2611,304861
Clearance-aware A*,1,349.3086578651021,17601,218.2809000000816,1.0,0.0,nan,nan,nan,0.06164975020843811,2611,304861
URA-style A*,1,349.3086578651021,24560,313.86350000002494,1.0,0.0,nan,nan,nan,0.06164975020843811,2611,304861
GT Oracle A*,1,329.02438661764,7747,96.61510000000817,1.0,0.0,nan,nan,nan,0.0,2611,304861
Topology+Risk A*,1,352.1370849898483,20876,256.32199999995464,1.0,0.0,nan,nan,nan,0.07024615594547891,2611,304861
Binary-mask A*,1,596.8498551495578,28652,347.72940000016206,0.6265822784810127,0.37341772151898733,nan,nan,nan,-0.01575898979558342,2612,304861
Soft-probability A*,1,601.6782822743043,39588,505.42990000008103,0.9811715481171548,0.01882845188284521,nan,nan,nan,-0.007796625475719407,2612,304861
Clearance-aware A*,1,608.7493500861698,40623,523.5556000000088,1.0,0.0,nan,nan,nan,0.0038639870993318662,2612,304861
URA-style A*,1,611.8204178980353,35833,548.4980000001087,1.0,0.0,nan,nan,nan,0.008928361094696885,2612,304861
GT Oracle A*,1,606.406204335662,24940,308.41309999982514,1.0,0.0,nan,nan,nan,0.0,2612,304861
Topology+Risk A*,1,609.5777772109161,39131,529.9794999998539,1.0,0.0,nan,nan,nan,0.005230112839509435,2612,304861
Binary-mask A*,1,365.85281374238633,11146,134.1712999999345,0.8157894736842105,0.1842105263157895,nan,nan,nan,-0.0038506412425626958,2613,304861
Soft-probability A*,1,375.9949493661174,18891,242.17290000001412,1.0,0.0,nan,nan,nan,0.023764513044933648,2613,304861
Clearance-aware A*,1,383.4091629284904,19487,248.32569999989573,1.0,0.0,nan,nan,nan,0.04395204149469196,2613,304861
URA-style A*,1,383.40916292849045,28212,366.1893000000873,1.0,0.0,nan,nan,nan,0.04395204149469211,2613,304861
GT Oracle A*,1,367.26702730475944,9779,130.299100000002,1.0,0.0,nan,nan,nan,0.0,2613,304861
Topology+Risk A*,1,386.2375900532366,22996,304.24459999994724,1.0,0.0,nan,nan,nan,0.051653323979817346,2613,304861
Binary-mask A*,1,167.03657992645918,5760,69.80780000003506,0.9772727272727273,0.022727272727272707,nan,nan,nan,0.0,2614,304861
Soft-probability A*,1,167.03657992645935,6195,77.40300000000389,1.0,0.0,nan,nan,nan,1.0209156381045578e-15,2614,304861
Clearance-aware A*,1,167.03657992645932,6038,73.84470000010879,1.0,0.0,nan,nan,nan,8.507630317537981e-16,2614,304861
URA-style A*,1,167.03657992645935,5309,65.85690000019895,1.0,0.0,nan,nan,nan,1.0209156381045578e-15,2614,304861
GT Oracle A*,1,167.03657992645918,5388,70.77730000014526,1.0,0.0,nan,nan,nan,0.0,2614,304861
Topology+Risk A*,1,167.03657992645932,5845,78.61429999979919,1.0,0.0,nan,nan,nan,8.507630317537981e-16,2614,304861
Binary-mask A*,1,345.6812408671319,4820,62.85780000007435,0.838006230529595,0.161993769470405,nan,nan,nan,0.003108056278111396,2615,304861
Soft-probability A*,1,354.16652224137067,10465,139.25159999985226,1.0,0.0,nan,nan,nan,0.027730896918622423,2615,304861
Clearance-aware A*,1,364.89444430272863,13658,180.01379999986966,1.0,0.0,nan,nan,nan,0.05886149868306157,2615,304861
URA-style A*,1,363.2375900532362,16381,223.41080000001057,1.0,0.0,nan,nan,nan,0.054053589982041565,2615,304861
GT Oracle A*,1,344.61017305526644,4996,65.79600000009123,1.0,0.0,nan,nan,nan,0.0,2615,304861
Topology+Risk A*,1,367.72287142747484,14108,199.63020000000142,1.0,0.0,nan,nan,nan,0.06706911222989848,2615,304861
Binary-mask A*,1,353.6173157302038,15185,207.7795000000151,0.5551724137931034,0.44482758620689655,nan,nan,nan,0.0,2616,304861
Soft-probability A*,1,353.617315730204,17058,220.408099999986,1.0,0.0,nan,nan,nan,4.822452097128976e-16,2616,304861
Clearance-aware A*,1,353.61731573020404,15694,205.33399999999347,1.0,0.0,nan,nan,nan,6.429936129505301e-16,2616,304861
URA-style A*,1,353.617315730204,14910,215.72020000007797,1.0,0.0,nan,nan,nan,4.822452097128976e-16,2616,304861
GT Oracle A*,1,353.6173157302038,12840,196.9086999999945,1.0,0.0,nan,nan,nan,0.0,2616,304861
Topology+Risk A*,1,353.617315730204,15306,212.72929999986445,1.0,0.0,nan,nan,nan,4.822452097128976e-16,2616,304861
Binary-mask A*,1,656.0214280248116,21417,261.6438999998536,0.8707865168539326,0.1292134831460674,nan,nan,nan,-0.01594155165393939,2617,304861
Soft-probability A*,1,659.6782822743041,28280,356.60920000009355,0.9682835820895522,0.03171641791044777,nan,nan,nan,-0.010456123640683664,2617,304861
Clearance-aware A*,1,667.3351365237966,30492,426.3891999999032,0.9907749077490775,0.009225092250922495,nan,nan,nan,0.0010294647716547222,2617,304861
URA-style A*,1,669.4772721475276,29549,396.22319999989486,1.0,0.0,nan,nan,nan,0.004242754106398656,2617,304861
GT Oracle A*,1,666.6488450227813,18830,245.55609999993067,1.0,0.0,nan,nan,nan,0.0,2617,304861
