method,success,path_length,expanded_nodes,planning_time_ms,on_road_ratio,off_road_ratio,average_risk,max_risk,min_boundary_distance,relative_detour,query_index,image_id
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,278,18328780_15
GT Oracle A*,1,896.9087296526031,13812,87.37089999999625,1.0,0.0,nan,nan,nan,0.0,278,18328780_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,278,18328780_15
Binary-mask A*,1,1305.6559876977192,24121,162.22890000000234,0.4339788732394366,0.5660211267605634,nan,nan,nan,0.00190710346862378,279,18328780_15
Soft-probability A*,1,1306.4844148224656,33103,220.59050000001434,0.9991197183098591,0.0008802816901408717,nan,nan,nan,0.0025428046248319393,279,18328780_15
Clearance-aware A*,1,1310.141269071958,31936,217.41950000000543,1.0,0.0,nan,nan,nan,0.0053489252901814405,279,18328780_15
URA-style A*,1,1311.8986283848387,31804,217.58289999996805,1.0,0.0,nan,nan,nan,0.006697451085269762,279,18328780_15
GT Oracle A*,1,1303.1707063234808,21774,161.87109999998484,1.0,0.0,nan,nan,nan,0.0,279,18328780_15
Topology+Risk A*,1,1310.727055509585,31157,209.2289000000278,1.0,0.0,nan,nan,nan,0.005798433888544214,279,18328780_15
Binary-mask A*,1,833.9331162702435,12154,81.5240000000017,0.4017216642754663,0.5982783357245337,nan,nan,nan,-0.01047559323742002,280,18328780_15
Soft-probability A*,1,835.1046891454973,14499,97.86009999999123,0.9899856938483548,0.010014306151645225,nan,nan,nan,-0.009085433844842363,280,18328780_15
Clearance-aware A*,1,837.447834896005,15003,101.25969999995732,0.9957325746799431,0.004267425320056861,nan,nan,nan,-0.006305115059686916,280,18328780_15
URA-style A*,1,838.0336213336319,13504,92.49149999999418,0.9957386363636364,0.0042613636363636465,nan,nan,nan,-0.005610035363398088,280,18328780_15
GT Oracle A*,1,842.7615433949898,11039,72.73010000000113,1.0,0.0,nan,nan,nan,0.0,280,18328780_15
Topology+Risk A*,1,838.6194077712588,14354,99.87520000004224,0.9957446808510638,0.004255319148936176,nan,nan,nan,-0.00491495566710926,280,18328780_15
Binary-mask A*,1,1662.16269709677,44082,296.9036000000074,0.4286759326993416,0.5713240673006583,nan,nan,nan,-0.0041513192365017475,281,18328780_15
Soft-probability A*,1,1665.920056409651,55683,405.29069999996636,0.9854227405247813,0.014577259475218707,nan,nan,nan,-0.0019001790073157154,281,18328780_15
Clearance-aware A*,1,1674.0205614730392,58724,408.76980000001595,0.9949385394070861,0.005061460592913902,nan,nan,nan,0.0029530626729261213,281,18328780_15
URA-style A*,1,1675.0916292849047,54236,385.43879999997444,0.9971056439942113,0.0028943560057886897,nan,nan,nan,0.0035947696907274234,281,18328780_15
GT Oracle A*,1,1669.0916292849045,39451,263.51360000001023,1.0,0.0,nan,nan,nan,0.0,281,18328780_15
Topology+Risk A*,1,1675.4347750354123,57477,392.7233000000001,0.9963872832369942,0.0036127167630057855,nan,nan,nan,0.0038003580146318394,281,18328780_15
Binary-mask A*,1,1569.251008851339,35825,243.72549999998228,0.42746314972847166,0.5725368502715283,nan,nan,nan,-0.008475711333263,282,18328780_15
Soft-probability A*,1,1573.0083681642197,47154,320.2274000000216,0.9443585780525502,0.05564142194744981,nan,nan,nan,-0.0061016405192532265,282,18328780_15
Clearance-aware A*,1,1585.3515139147273,46215,316.6518999999539,0.9579510703363915,0.042048929663608514,nan,nan,nan,0.0016973213683929335,282,18328780_15
URA-style A*,1,1587.5941546018466,46363,323.3248999999887,0.9625668449197861,0.03743315508021394,nan,nan,nan,0.003114323938082993,282,18328780_15
GT Oracle A*,1,1582.6652224137122,31215,207.82339999999522,1.0,0.0,nan,nan,nan,0.0,282,18328780_15
Topology+Risk A*,1,1587.3515139147273,45864,329.90499999999656,0.9595419847328245,0.04045801526717552,nan,nan,nan,0.0029610124962928777,282,18328780_15
Binary-mask A*,1,1354.9768388716416,28491,201.2017000000128,0.4732690622261174,0.5267309377738826,nan,nan,nan,-0.0010426296751481297,283,18328780_15
Soft-probability A*,1,1358.1484117468954,35234,265.55259999997816,0.993886462882096,0.006113537117903967,nan,nan,nan,0.0012956140559369932,283,18328780_15
Clearance-aware A*,1,1364.491557497403,37486,254.62459999999965,0.997398091934085,0.002601908065914982,nan,nan,nan,0.005972101518107239,283,18328780_15
URA-style A*,1,1365.0773439350298,35989,244.442499999991,0.9974003466204506,0.0025996533795493715,nan,nan,nan,0.0064039728700862365,283,18328780_15
GT Oracle A*,1,1356.3910524340147,25097,174.3400999999949,1.0,0.0,nan,nan,nan,0.0,283,18328780_15
Topology+Risk A*,1,1365.6631303726567,36399,248.80419999999503,0.9974025974025974,0.0025974025974025983,nan,nan,nan,0.006835844222065235,283,18328780_15
Binary-mask A*,1,1475.5189027078707,19528,124.17490000001408,0.5280059746079163,0.4719940253920837,nan,nan,nan,-0.002703581544432638,284,18328780_15
Soft-probability A*,1,1475.518902707871,24758,171.6413999999986,0.9970126960418223,0.0029873039581777006,nan,nan,nan,-0.0027035815444324844,284,18328780_15
Clearance-aware A*,1,1475.518902707871,31717,226.74650000004704,0.9970126960418223,0.0029873039581777006,nan,nan,nan,-0.0027035815444324844,284,18328780_15
URA-style A*,1,1478.347329832617,24933,175.28809999998884,0.9992542878448919,0.0007457121551081025,nan,nan,nan,-0.00079186070087346,284,18328780_15
GT Oracle A*,1,1479.518902707871,19717,133.26109999997016,1.0,0.0,nan,nan,nan,0.0,284,18328780_15
Topology+Risk A*,1,1477.518902707871,30978,211.74819999998817,0.9985085756897838,0.001491424310216205,nan,nan,nan,-0.0013517907722162422,284,18328780_15
Binary-mask A*,1,2311.268252794031,46388,304.39359999996896,0.36376953125,0.63623046875,nan,nan,nan,-0.0056235626597144215,285,18328780_15
Soft-probability A*,1,2315.51089348115,61701,427.82260000001315,0.9702584105314481,0.029741589468551877,nan,nan,nan,-0.003798252280327498,285,18328780_15
Clearance-aware A*,1,2323.1677477306416,70721,520.5025999999862,0.9747204666990763,0.025279533300923696,nan,nan,nan,-0.0005040455431220332,285,18328780_15
URA-style A*,1,2325.753534168269,61670,447.1619999999916,0.9776699029126213,0.022330097087378653,nan,nan,nan,0.0006084367931289092,285,18328780_15
GT Oracle A*,1,2324.3393206058963,42199,272.5906000000009,1.0,0.0,nan,nan,nan,0.0,285,18328780_15
Topology+Risk A*,1,2325.167747730641,69201,474.7988000000305,0.9757163671685284,0.024283632831471613,nan,nan,nan,0.00035641402156759915,285,18328780_15
Binary-mask A*,1,2381.951585702217,50079,337.2219000000314,0.46861097380128525,0.5313890261987148,nan,nan,nan,-0.005700787333078406,286,18328780_15
Soft-probability A*,1,2387.9515857022166,63803,435.38039999998546,0.9659931000492854,0.0340068999507146,nan,nan,nan,-0.0031962044054441663,286,18328780_15
Clearance-aware A*,1,2400.5373721398423,73052,509.60989999998674,0.9725759059745348,0.027424094025465195,nan,nan,nan,0.002057486568310902,286,18328780_15
URA-style A*,1,2402.537372139843,71094,499.93419999998423,0.9755381604696673,0.024461839530332652,nan,nan,nan,0.002892347544189235,286,18328780_15
GT Oracle A*,1,2395.6084399517094,43367,281.0741000000121,1.0,0.0,nan,nan,nan,0.0,286,18328780_15
Topology+Risk A*,1,2403.123158577469,71407,509.7842000000128,0.9735941320293399,0.026405867970660135,nan,nan,nan,0.0031368726626756346,286,18328780_15
Binary-mask A*,1,2693.790114094708,34682,220.7111000000168,0.3193979933110368,0.6806020066889632,nan,nan,nan,-0.0059935219079764466,287,18328780_15
Soft-probability A*,1,2698.032754781828,46152,313.98240000004307,0.9720250521920668,0.027974947807933193,nan,nan,nan,-0.004427990760932594,287,18328780_15
Clearance-aware A*,1,2706.2753954689465,56725,383.7375999999608,0.9746044962531224,0.0253955037468776,nan,nan,nan,-0.001386462693578214,287,18328780_15
URA-style A*,1,2709.4469683442007,44325,303.24740000003203,0.9792186201163757,0.020781379883624274,nan,nan,nan,-0.00021615474447389692,287,18328780_15
GT Oracle A*,1,2710.0327547818265,31971,202.7494999999817,1.0,0.0,nan,nan,nan,0.0,287,18328780_15
Topology+Risk A*,1,2708.2753954689465,54935,368.48149999997304,0.9754575707154742,0.02454242928452577,nan,nan,nan,-0.0006484642334226976,287,18328780_15
Binary-mask A*,1,1989.709811566882,41903,271.61230000001524,0.5063853414769572,0.49361465852304276,nan,nan,nan,-0.0022994517172957854,288,18328780_15
Soft-probability A*,1,1992.5382386916285,54927,384.73249999998416,0.9955629506378258,0.00443704936217415,nan,nan,nan,-0.0008811929959825745,288,18328780_15
Clearance-aware A*,1,1996.7808793787476,63813,457.8528999999776,0.9961240310077519,0.003875968992248069,nan,nan,nan,0.001246195085986957,288,18328780_15
URA-style A*,1,2001.709811566882,45424,316.6036999999733,0.9977937120794264,0.0022062879205736463,nan,nan,nan,0.0037177104386088822,288,18328780_15
GT Oracle A*,1,1994.295598004509,38068,247.10260000000517,1.0,0.0,nan,nan,nan,0.0,288,18328780_15
Topology+Risk A*,1,1999.3666658163745,62294,431.99229999999034,0.9977888336097291,0.002211166390270858,nan,nan,nan,0.0025427864439652977,288,18328780_15
Binary-mask A*,1,2322.182033080519,49426,323.4158999999863,0.4898682877406282,0.5101317122593718,nan,nan,nan,-0.0058466593409199075,289,18328780_15
Soft-probability A*,1,2328.1820330805194,63219,462.90070000003425,0.9656565656565657,0.03434343434343434,nan,nan,nan,-0.0032779890304179805,289,18328780_15
Clearance-aware A*,1,2339.9393923933985,63933,439.7167000000195,0.9719016557952835,0.028098344204716463,nan,nan,nan,0.0017554742690642803,289,18328780_15
URA-style A*,1,2342.7678195181447,60447,418.3061999999609,0.974937343358396,0.02506265664160401,nan,nan,nan,0.0029663570658565097,289,18328780_15
GT Oracle A*,1,2335.838887330011,43824,290.8371999999986,1.0,0.0,nan,nan,nan,0.0,289,18328780_15
Topology+Risk A*,1,2342.525178831025,62357,452.53600000000915,0.9729458917835672,0.027054108216432837,nan,nan,nan,0.0028624797443358896,289,18328780_15
Binary-mask A*,1,2470.265294201194,50315,338.4596000000215,0.4905123339658444,0.5094876660341556,nan,nan,nan,-0.005498100758918998,290,18328780_15
Soft-probability A*,1,2476.265294201195,64913,450.61759999998685,0.967833491012299,0.032166508987701015,nan,nan,nan,-0.0030825661159579326,290,18328780_15
Clearance-aware A*,1,2488.022653514075,65239,449.4047000000023,0.9736718382698637,0.0263281617301363,nan,nan,nan,0.0016508186723751055,290,18328780_15
URA-style A*,1,2490.8510806388213,61888,432.16340000003584,0.9765147956787225,0.023485204321277542,nan,nan,nan,0.0027895126231941387,290,18328780_15
GT Oracle A*,1,2483.9221484506866,44649,294.53639999996994,1.0,0.0,nan,nan,nan,0.0,290,18328780_15
Topology+Risk A*,1,2490.608439951702,63554,435.08940000003804,0.9746478873239437,0.025352112676056304,nan,nan,nan,0.002691828125606146,290,18328780_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,291,18328780_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,291,18328780_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,291,18328780_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,291,18328780_15
GT Oracle A*,1,2619.9200564096236,55233,364.21629999995275,1.0,0.0,nan,nan,nan,0.0,291,18328780_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,291,18328780_15
Binary-mask A*,1,2703.1748904055557,51938,352.46440000003076,0.44407345575959933,0.5559265442404007,nan,nan,nan,-0.006186914190982118,292,18328780_15
Soft-probability A*,1,2708.0033175303024,68415,475.18379999996796,0.97125,0.028750000000000053,nan,nan,nan,-0.0044117593249466,292,18328780_15
Clearance-aware A*,1,2717.6601717797935,73212,501.8493000000035,0.9754983388704319,0.024501661129568086,nan,nan,nan,-0.0008614495928764008,292,18328780_15
URA-style A*,1,2724.8317446550477,59022,418.43860000000177,0.9793046357615894,0.020695364238410563,nan,nan,nan,0.0017751548660350162,292,18328780_15
GT Oracle A*,1,2720.0033175303024,47407,304.7774000000345,1.0,0.0,nan,nan,nan,0.0,292,18328780_15
Topology+Risk A*,1,2721.6601717797935,71258,484.47729999998046,0.9776119402985075,0.02238805970149249,nan,nan,nan,0.000609136848772466,292,18328780_15
Binary-mask A*,1,539.4802307403556,4974,31.74130000002151,0.5088408644400786,0.4911591355599214,nan,nan,nan,-0.012317505747301345,293,18328960_15
Soft-probability A*,1,541.1370849898482,6812,45.52080000001979,0.9292730844793713,0.07072691552062871,nan,nan,nan,-0.009284130575228406,293,18328960_15
Clearance-aware A*,1,549.7645019878178,7686,51.13649999998415,0.9921722113502935,0.007827788649706457,nan,nan,nan,0.006510977853154106,293,18328960_15
URA-style A*,1,550.6934341759522,6728,44.218499999999494,0.9922178988326849,0.0077821011673151474,nan,nan,nan,0.008211670498200896,293,18328960_15
GT Oracle A*,1,546.2081528017136,4102,25.281400000039866,1.0,0.0,nan,nan,nan,0.0,293,18328960_15
Topology+Risk A*,1,551.1787155501909,7714,51.119500000027074,0.9921875,0.0078125,nan,nan,nan,0.00910012551621819,293,18328960_15
Binary-mask A*,1,532.3624817342642,10114,64.91640000001553,0.5809128630705395,0.41908713692946054,nan,nan,nan,-0.012664210417041239,294,18328960_15
Soft-probability A*,1,533.7766952966373,12924,89.18390000002319,0.9544513457556936,0.04554865424430643,nan,nan,nan,-0.010041366561298672,294,18328960_15
Clearance-aware A*,1,541.6761902332491,11900,79.62509999998701,0.9918032786885246,0.008196721311475419,nan,nan,nan,0.004609279076121465,294,18328960_15
URA-style A*,1,540.8477631085029,11941,81.22859999997445,0.9918032786885246,0.008196721311475419,nan,nan,nan,0.0030728527174143806,294,18328960_15
GT Oracle A*,1,539.1909088590104,8301,63.63690000000588,1.0,0.0,nan,nan,nan,0.0,294,18328960_15
Topology+Risk A*,1,541.6761902332491,11729,79.69009999999344,0.9918032786885246,0.008196721311475419,nan,nan,nan,0.004609279076121465,294,18328960_15
Binary-mask A*,1,800.4823227814105,12332,82.56219999998393,0.5785714285714286,0.4214285714285714,nan,nan,nan,-0.008160137121512156,295,18328960_15
Soft-probability A*,1,802.139177030903,17412,120.84590000000617,0.8357142857142857,0.16428571428571426,nan,nan,nan,-0.00610720722555108,295,18328960_15
Clearance-aware A*,1,810.3818177180223,23893,169.64269999999715,0.8769448373408769,0.12305516265912309,nan,nan,nan,0.004105859791921867,295,18328960_15
URA-style A*,1,809.3107499061567,17882,144.3327999999724,0.8559322033898306,0.14406779661016944,nan,nan,nan,0.0027787502213281845,295,18328960_15
GT Oracle A*,1,807.0681092190374,10348,65.66290000000663,1.0,0.0,nan,nan,nan,0.0,295,18328960_15
Topology+Risk A*,1,810.9676041556492,23480,169.1551999999774,0.8785310734463276,0.12146892655367236,nan,nan,nan,0.004831680117289118,295,18328960_15
Binary-mask A*,1,922.8397538817933,19085,122.50879999999142,0.5916442048517521,0.40835579514824794,nan,nan,nan,-0.015093285987837319,296,18328960_15
Soft-probability A*,1,931.0823945689126,26385,180.75670000001764,0.965287049399199,0.03471295060080104,nan,nan,nan,-0.006296274242531091,296,18328960_15
Clearance-aware A*,1,945.8103166302706,36341,248.86039999995546,0.9828947368421053,0.017105263157894735,nan,nan,nan,0.009422196121000011,296,18328960_15
URA-style A*,1,948.0529573173899,26723,185.38589999997157,0.9868593955321945,0.013140604467805517,nan,nan,nan,0.01181566894287369,296,18328960_15
GT Oracle A*,1,936.9818895055244,15801,103.41679999999087,1.0,0.0,nan,nan,nan,0.0,296,18328960_15
Topology+Risk A*,1,948.6387437550168,35604,240.0791999999683,0.9881889763779528,0.011811023622047223,nan,nan,nan,0.012440853318567474,296,18328960_15
Binary-mask A*,1,457.4041122946079,6185,39.73270000000184,0.7525,0.24750000000000005,nan,nan,nan,0.0062221258571919765,297,18328960_15
Soft-probability A*,1,457.98989873223485,7255,48.12910000003967,0.9501246882793017,0.04987531172069826,nan,nan,nan,0.00751077031561271,297,18328960_15
Clearance-aware A*,1,463.16147160748864,8614,57.25830000000087,0.9754299754299754,0.02457002457002455,nan,nan,nan,0.018887474006487246,297,18328960_15
URA-style A*,1,462.57568516986174,7119,47.660800000016934,0.9458128078817734,0.054187192118226646,nan,nan,nan,0.017598829548066637,297,18328960_15
GT Oracle A*,1,454.57568516986174,4899,30.692599999952108,1.0,0.0,nan,nan,nan,0.0,297,18328960_15
Topology+Risk A*,1,464.57568516986174,8512,56.54779999997572,0.9730392156862745,0.026960784313725505,nan,nan,nan,0.021998536935083298,297,18328960_15
Binary-mask A*,1,924.9524522540014,26115,170.70810000001302,0.38639455782312926,0.6136054421768707,nan,nan,nan,-0.012701574642925699,298,18328960_15
Soft-probability A*,1,927.5382386916284,34506,242.98870000001216,0.978319783197832,0.02168021680216803,nan,nan,nan,-0.009941494519933864,298,18328960_15
Clearance-aware A*,1,938.5088014401057,37780,255.0348999999983,0.9879032258064516,0.012096774193548376,nan,nan,nan,0.0017685337095801755,298,18328960_15
URA-style A*,1,939.6803743153595,32412,228.19629999997915,0.9932975871313673,0.006702412868632712,nan,nan,nan,0.0030190758883812587,298,18328960_15
GT Oracle A*,1,936.8519471906133,21664,138.4831000000304,1.0,0.0,nan,nan,nan,0.0,298,18328960_15
Topology+Risk A*,1,939.9230150024788,36804,259.2006000000424,0.9892617449664429,0.010738255033557076,nan,nan,nan,0.003278071653770805,298,18328960_15
Binary-mask A*,1,1242.4549775709427,23724,168.33239999999705,0.4423617619493908,0.5576382380506092,nan,nan,nan,-0.006783122785890354,299,18328960_15
Soft-probability A*,1,1245.283404695689,33456,235.60549999996283,0.990645463049579,0.009354536950420989,nan,nan,nan,-0.004522081857260236,299,18328960_15
Clearance-aware A*,1,1260.0529573173897,52320,355.06009999994603,0.994408201304753,0.005591798695246952,nan,nan,nan,0.0072846791100099045,299,18328960_15
URA-style A*,1,1258.7392488184048,33033,234.29360000000088,0.9962790697674418,0.0037209302325581506,nan,nan,nan,0.006234502261362793,299,18328960_15
GT Oracle A*,1,1250.9402589451813,19253,131.13529999998264,1.0,0.0,nan,nan,nan,0.0,299,18328960_15
Topology+Risk A*,1,1261.4671708797628,51106,346.3873000000035,0.9953445065176909,0.004655493482309092,nan,nan,nan,0.008415199574324963,299,18328960_15
Binary-mask A*,1,711.5655839020959,11026,73.64490000003343,0.3685092127303183,0.6314907872696818,nan,nan,nan,0.0,300,18328960_15
Soft-probability A*,1,711.565583902096,11461,77.56339999997408,1.0,0.0,nan,nan,nan,1.5977000615765893e-16,300,18328960_15
Clearance-aware A*,1,711.565583902096,19370,131.21219999999312,1.0,0.0,nan,nan,nan,1.5977000615765893e-16,300,18328960_15
URA-style A*,1,712.3940110268422,11455,76.10069999998359,1.0,0.0,nan,nan,nan,0.001164231581020801,300,18328960_15
GT Oracle A*,1,711.5655839020959,9008,59.61289999999053,1.0,0.0,nan,nan,nan,0.0,300,18328960_15
Topology+Risk A*,1,712.3940110268422,19035,132.52620000002935,1.0,0.0,nan,nan,nan,0.001164231581020801,300,18328960_15
Binary-mask A*,1,1279.4966081312857,40430,266.48649999998497,0.7484047402005469,0.2515952597994531,nan,nan,nan,-0.02787324733611424,301,18328960_15
Soft-probability A*,1,1284.4255403194204,53010,367.6002000000267,0.9193840579710145,0.08061594202898548,nan,nan,nan,-0.024128378602816095,301,18328960_15
Clearance-aware A*,1,1294.3250352560322,68920,505.72340000002214,0.9306930693069307,0.06930693069306926,nan,nan,nan,-0.01660701136777806,301,18328960_15
URA-style A*,1,1304.0823945689128,56550,412.02010000000655,0.946524064171123,0.053475935828877,nan,nan,nan,-0.009193634917129313,301,18328960_15
GT Oracle A*,1,1316.1828996323009,34875,232.34029999997574,1.0,0.0,nan,nan,nan,0.0,301,18328960_15
Topology+Risk A*,1,1298.3250352560322,68221,475.6431000000134,0.9399103139013453,0.06008968609865473,nan,nan,nan,-0.013567920067383964,301,18328960_15
Binary-mask A*,1,1588.2194795587607,31124,202.30720000000701,0.6518572469045885,0.34814275309541154,nan,nan,nan,-0.007073131450759502,302,18328960_15
Soft-probability A*,1,1594.1189744953726,45701,318.7355000000025,0.9847383720930233,0.015261627906976716,nan,nan,nan,-0.003384871037872718,302,18328960_15
Clearance-aware A*,1,1604.6042558696113,77781,539.6422999999686,0.9913294797687862,0.00867052023121384,nan,nan,nan,0.003170342353460869,302,18328960_15
URA-style A*,1,1607.4326829943575,45404,315.91439999999693,0.9927849927849928,0.00721500721500723,nan,nan,nan,0.004938625216150744,302,18328960_15
GT Oracle A*,1,1599.5331880577455,26173,164.2563999999993,1.0,0.0,nan,nan,nan,0.0,302,18328960_15
Topology+Risk A*,1,1608.2611101191035,76137,541.2413999999899,0.9927849927849928,0.00721500721500723,nan,nan,nan,0.005456543275576516,302,18328960_15
Binary-mask A*,1,1448.9028124669483,41396,280.3678000000218,0.45342706502636204,0.5465729349736379,nan,nan,nan,-0.013250062602486273,303,18328960_15
Soft-probability A*,1,1456.3170260293214,53118,386.8767999999818,0.9170305676855895,0.08296943231441045,nan,nan,nan,-0.008200742036901167,303,18328960_15
Clearance-aware A*,1,1468.3170260293214,70723,493.7906999999768,0.9265341400172861,0.07346585998271393,nan,nan,nan,-2.8351765527961446e-05,303,18328960_15
URA-style A*,1,1470.2165209659331,49437,350.5806999999663,0.9316608996539792,0.06833910034602075,nan,nan,nan,0.0012652660628460796,303,18328960_15
GT Oracle A*,1,1468.358656589664,33600,219.9023000000011,1.0,0.0,nan,nan,nan,0.0,303,18328960_15
Topology+Risk A*,1,1471.388093841187,69078,466.9476999999915,0.9283246977547496,0.07167530224525043,nan,nan,nan,0.0020631452935068115,303,18328960_15
Binary-mask A*,1,1275.5525240415038,32257,228.6551999999915,0.7320717131474104,0.2679282868525896,nan,nan,nan,-0.008230674999241197,304,18328960_15
Soft-probability A*,1,1280.7240969167578,43186,294.82919999998103,0.9,0.09999999999999998,nan,nan,nan,-0.004209666657356547,304,18328960_15
Clearance-aware A*,1,1295.0672426672652,65569,447.4764999999934,0.9171539961013645,0.0828460038986355,nan,nan,nan,0.006942435440561703,304,18328960_15
URA-style A*,1,1291.8956697920116,45789,328.8069000000178,0.910958904109589,0.08904109589041098,nan,nan,nan,0.004476469805752147,304,18328960_15
GT Oracle A*,1,1286.1383104791307,27190,182.77219999998806,1.0,0.0,nan,nan,nan,0.0,304,18328960_15
Topology+Risk A*,1,1295.8956697920114,64257,473.6688000000413,0.9181286549707602,0.08187134502923976,nan,nan,nan,0.0075865552199014495,304,18328960_15
Binary-mask A*,1,1224.0823945689128,24481,162.09330000003774,0.3330134357005758,0.6669865642994242,nan,nan,nan,-0.01083979824609749,305,18328960_15
Soft-probability A*,1,1230.3250352560322,33217,241.18740000000116,0.9579751671442216,0.042024832855778405,nan,nan,nan,-0.005795226288404465,305,18328960_15
Clearance-aware A*,1,1242.5676759431515,45561,324.971000000005,0.9773156899810964,0.022684310018903586,nan,nan,nan,0.004097843807041404,305,18328960_15
URA-style A*,1,1245.638743755017,33216,243.4910000000059,0.9820585457979226,0.017941454202077378,nan,nan,nan,0.0065795215681651925,305,18328960_15
GT Oracle A*,1,1237.496608131286,21728,153.88460000002624,1.0,0.0,nan,nan,nan,0.0,305,18328960_15
Topology+Risk A*,1,1246.224530192644,44844,323.49629999998797,0.9811320754716981,0.018867924528301883,nan,nan,nan,0.007052885643491003,305,18328960_15
Binary-mask A*,1,1777.6673144547672,55143,367.1330000000239,0.8472319551506657,0.15276804484933426,nan,nan,nan,-0.004288775329272311,306,18328960_15
Soft-probability A*,1,1782.4957415795136,68669,511.6487000000234,0.9825296995108316,0.017470300489168422,nan,nan,nan,-0.0015842652972086195,306,18328960_15
Clearance-aware A*,1,1792.8805178903638,110308,803.2424000000447,0.9867688022284122,0.013231197771587766,nan,nan,nan,0.00423248019522884,306,18328960_15
URA-style A*,1,1794.6378772032444,75137,524.3598000000134,0.9909659485753995,0.009034051424600453,nan,nan,nan,0.005216816453980171,306,18328960_15
GT Oracle A*,1,1785.3241687042596,45645,302.2610000000441,1.0,0.0,nan,nan,nan,0.0,306,18328960_15
Topology+Risk A*,1,1794.0520907656175,107616,772.7330999999822,0.9888734353268428,0.011126564673157202,nan,nan,nan,0.0048887043677297275,306,18328960_15
Binary-mask A*,1,2047.6946596652342,68592,471.67919999998276,0.40293453724604966,0.5970654627539503,nan,nan,nan,-0.005094443476571175,307,18328960_15
Soft-probability A*,1,2051.9373003523538,93013,659.9804999999606,0.984225352112676,0.015774647887323967,nan,nan,nan,-0.0030330879057959463,307,18328960_15
Clearance-aware A*,1,2066.9494936611727,113933,853.9936999999895,0.9932508436445444,0.006749156355455588,nan,nan,nan,0.00426082892308789,307,18328960_15
URA-style A*,1,2066.221571599815,90308,631.1698999999749,0.9966311061201573,0.003368893879842738,nan,nan,nan,0.003907156220889609,307,18328960_15
GT Oracle A*,1,2058.1799410394724,56423,367.19069999998055,1.0,0.0,nan,nan,nan,0.0,307,18328960_15
Topology+Risk A*,1,2068.9494936611727,110793,771.7385000000263,0.9955056179775281,0.004494382022471877,nan,nan,nan,0.005232561258109051,307,18328960_15
Binary-mask A*,1,1729.7190462828744,82310,580.8881000000383,0.7272727272727273,0.2727272727272727,nan,nan,nan,-0.007947951301459994,308,18328960_15
Soft-probability A*,1,1735.4347750354125,103133,762.508500000024,0.9709141274238227,0.02908587257617734,nan,nan,nan,-0.004669788624725925,308,18328960_15
Clearance-aware A*,1,1741.920056409651,138918,986.8077999999514,0.9841160220994475,0.015883977900552515,nan,nan,nan,-0.0009502616370768911,308,18328960_15
URA-style A*,1,1744.2632021601585,102087,720.698700000014,0.987603305785124,0.012396694214875992,nan,nan,nan,0.000393611257880045,308,18328960_15
GT Oracle A*,1,1743.5769106591433,68354,498.6654999999587,1.0,0.0,nan,nan,nan,0.0,308,18328960_15
Topology+Risk A*,1,1743.091629284905,135867,968.0040000000076,0.9862068965517241,0.01379310344827589,nan,nan,nan,-0.00027832518959829263,308,18328960_15
Binary-mask A*,1,2046.4318164425854,83171,550.1838000000134,0.5169082125603864,0.48309178743961356,nan,nan,nan,-0.005712477478443407,309,18328960_15
Soft-probability A*,1,2056.4318164425845,106754,767.9222000000436,0.9321728691476591,0.06782713085234093,nan,nan,nan,-0.0008538376032586774,309,18328960_15
Clearance-aware A*,1,2077.2602435673284,125666,842.4163999999905,0.9448398576512456,0.05516014234875444,nan,nan,nan,0.009265945053308255,309,18328960_15
URA-style A*,1,2077.8460300049555,103511,700.2604999999562,0.943094250148192,0.05690574985180796,nan,nan,nan,0.009550557587728036,309,18328960_15
GT Oracle A*,1,2058.1891757554645,68555,490.3438000000051,1.0,0.0,nan,nan,nan,0.0,309,18328960_15
Topology+Risk A*,1,2079.846030004955,122543,833.7335999999596,0.9467140319715808,0.05328596802841923,nan,nan,nan,0.010522285562764848,309,18328960_15
Binary-mask A*,1,1734.991124221517,73493,474.6413999999959,0.6782487838776928,0.32175121612230717,nan,nan,nan,-0.0075915788436449515,310,18328960_15
Soft-probability A*,1,1740.1210665364283,91237,616.4354999999659,0.9710743801652892,0.02892561983471076,nan,nan,nan,-0.004657271064031085,310,18328960_15
Clearance-aware A*,1,1749.0916292849054,111723,746.1527999999475,0.9842032967032966,0.01579670329670335,nan,nan,nan,0.00047385721081505687,310,18328960_15
URA-style A*,1,1749.434775035413,90026,616.3657999999828,0.9876543209876543,0.012345679012345734,nan,nan,nan,0.0006701352941629087,310,18328960_15
GT Oracle A*,1,1748.2632021601592,60745,384.10470000002306,1.0,0.0,nan,nan,nan,0.0,310,18328960_15
Topology+Risk A*,1,1749.6774157225325,109206,730.428800000027,0.9862731640356898,0.013726835964310236,nan,nan,nan,0.0008089248578966413,310,18328960_15
