method,success,path_length,expanded_nodes,planning_time_ms,on_road_ratio,off_road_ratio,average_risk,max_risk,min_boundary_distance,relative_detour,query_index,image_id
GT Oracle A*,1,534.967604155649,8513,78.61000000002605,1.0,0.0,nan,nan,nan,0.0,528,22528885_15
Topology+Risk A*,1,543.7960312803954,14805,146.9556999999213,0.975,0.025000000000000022,nan,nan,nan,0.016502732233067505,528,22528885_15
Binary-mask A*,1,654.312841947211,16551,157.51019999993332,0.546583850931677,0.45341614906832295,nan,nan,nan,-0.02422266480218582,529,22528885_15
Soft-probability A*,1,654.3128419472112,21490,208.57380000006742,0.9192546583850931,0.08074534161490687,nan,nan,nan,-0.024222664802185653,529,22528885_15
Clearance-aware A*,1,657.1412690719574,21127,207.7628999999206,0.8329896907216495,0.16701030927835048,nan,nan,nan,-0.020004628863333117,529,22528885_15
URA-style A*,1,659.3839097590767,21399,209.41979999997784,0.9197530864197531,0.08024691358024694,nan,nan,nan,-0.01666017677070548,529,22528885_15
GT Oracle A*,1,670.5554826343304,9330,87.65410000000884,1.0,0.0,nan,nan,nan,0.0,529,22528885_15
Topology+Risk A*,1,659.3839097590767,20659,201.85130000004392,0.8518518518518519,0.14814814814814814,nan,nan,nan,-0.01666017677070548,529,22528885_15
Binary-mask A*,1,924.6072144624388,34775,339.0663999999788,0.47571606475716066,0.5242839352428393,nan,nan,nan,0.0767948406771256,530,22528885_15
Soft-probability A*,1,927.4356415871852,48116,490.1369000000386,0.8633540372670807,0.1366459627329193,nan,nan,nan,0.0800888185820339,530,22528885_15
Clearance-aware A*,1,946.3717164502566,53953,537.264900000082,0.8369426751592357,0.1630573248407643,nan,nan,nan,0.10214171563528252,530,22528885_15
URA-style A*,1,938.891485709901,56433,575.2072000000226,0.8640296662546354,0.1359703337453646,nan,nan,nan,0.09343026093073284,530,22528885_15
GT Oracle A*,1,858.6660889654839,14171,131.2059000000545,1.0,0.0,nan,nan,nan,0.0,530,22528885_15
Topology+Risk A*,1,953.3422791987339,55987,572.1346000000267,0.8017789072426937,0.19822109275730626,nan,nan,nan,0.1102596124965355,530,22528885_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,531,22528885_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,531,22528885_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,531,22528885_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,531,22528885_15
GT Oracle A*,1,754.4894654563481,5898,51.69499999999516,1.0,0.0,nan,nan,nan,0.0,531,22528885_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,531,22528885_15
Binary-mask A*,1,1493.6702730475938,46894,455.36089999995966,0.4420289855072464,0.5579710144927537,nan,nan,nan,0.07978552280893898,532,22528885_15
Soft-probability A*,1,1496.7413408594596,65879,669.862299999977,0.917135961383749,0.08286403861625102,nan,nan,nan,0.08200562092741544,532,22528885_15
Clearance-aware A*,1,1500.983981546579,92200,923.7282999999934,0.9373996789727127,0.0626003210272873,nan,nan,nan,0.08507265792687618,532,22528885_15
URA-style A*,1,1507.0256121069217,91472,934.3138000000408,0.9156626506024096,0.08433734939759041,nan,nan,nan,0.08944019829434144,532,22528885_15
GT Oracle A*,1,1383.302740679446,25718,239.6389000000454,1.0,0.0,nan,nan,nan,0.0,532,22528885_15
Topology+Risk A*,1,1505.4692629208175,96660,983.7472000000389,0.9222756410256411,0.07772435897435892,nan,nan,nan,0.08831510171183939,532,22528885_15
Binary-mask A*,1,1397.4276323604752,33842,336.02459999997336,0.4106364428945074,0.5893635571054926,nan,nan,nan,-0.03736567572830701,533,22528885_15
Soft-probability A*,1,1400.5992052357292,41570,426.83050000005096,0.9252823631624674,0.07471763683753263,nan,nan,nan,-0.035180900759680216,533,22528885_15
Clearance-aware A*,1,1402.013418798102,51012,517.5623999999743,0.9453125,0.0546875,nan,nan,nan,-0.0342067032517269,533,22528885_15
URA-style A*,1,1407.0844866099676,49972,511.34320000005573,0.9160173160173161,0.08398268398268394,nan,nan,nan,-0.03071343904013739,533,22528885_15
GT Oracle A*,1,1451.6702730475945,33676,320.6793999999036,1.0,0.0,nan,nan,nan,0.0,533,22528885_15
Topology+Risk A*,1,1407.9129137347138,55776,571.1212999999589,0.9255411255411256,0.07445887445887445,nan,nan,nan,-0.030142767352408305,533,22528885_15
Binary-mask A*,1,1081.6336931211335,19533,188.66979999995692,0.48729792147806006,0.5127020785219399,nan,nan,nan,-0.01194026762131305,534,22528885_15
Soft-probability A*,1,1086.2194795587604,24823,250.86499999997613,0.9758897818599311,0.024110218140068862,nan,nan,nan,-0.0077512053268196,534,22528885_15
Clearance-aware A*,1,1094.704760932999,39514,397.2137000000657,0.9863169897377423,0.013683010262257711,nan,nan,nan,0.0,534,22528885_15
URA-style A*,1,1101.7758287448646,23900,226.2521000000106,0.9920634920634921,0.007936507936507908,nan,nan,nan,0.006459337772349667,534,22528885_15
GT Oracle A*,1,1094.704760932999,15955,163.3474999999862,1.0,0.0,nan,nan,nan,0.0,534,22528885_15
Topology+Risk A*,1,1099.5331880577453,38487,376.12139999998817,0.9886492622020431,0.011350737797956922,nan,nan,nan,0.004410711725260995,534,22528885_15
Binary-mask A*,1,1024.4915574974027,18101,176.91160000003947,0.37761377613776137,0.6223862238622386,nan,nan,nan,0.0,535,22528885_15
Soft-probability A*,1,1024.4915574974027,20715,212.01780000001236,1.0,0.0,nan,nan,nan,0.0,535,22528885_15
Clearance-aware A*,1,1024.4915574974027,29660,300.81859999995686,1.0,0.0,nan,nan,nan,0.0,535,22528885_15
URA-style A*,1,1024.4915574974027,18728,189.82489999996233,1.0,0.0,nan,nan,nan,0.0,535,22528885_15
GT Oracle A*,1,1024.4915574974027,14648,140.35390000003645,1.0,0.0,nan,nan,nan,0.0,535,22528885_15
Topology+Risk A*,1,1024.4915574974027,28345,285.38079999998445,1.0,0.0,nan,nan,nan,0.0,535,22528885_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,536,22528885_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,536,22528885_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,536,22528885_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,536,22528885_15
GT Oracle A*,1,952.9158723275409,11137,104.95939999998427,1.0,0.0,nan,nan,nan,0.0,536,22528885_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,536,22528885_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,537,22528885_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,537,22528885_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,537,22528885_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,537,22528885_15
GT Oracle A*,1,1376.6681810065388,36952,349.4500000000471,1.0,0.0,nan,nan,nan,0.0,537,22528885_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,537,22528885_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,538,22528885_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,538,22528885_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,538,22528885_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,538,22528885_15
GT Oracle A*,1,1974.9200564096514,64323,616.6680999999699,1.0,0.0,nan,nan,nan,0.0,538,22528885_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,538,22528885_15
Binary-mask A*,1,1790.4835482706922,38830,370.96329999997124,0.34458993797381116,0.6554100620261889,nan,nan,nan,-0.004605525603455193,539,22528885_15
Soft-probability A*,1,1795.3119753954384,56881,573.2037999999875,0.8254295532646048,0.17457044673539523,nan,nan,nan,-0.0019212285683661231,539,22528885_15
Clearance-aware A*,1,1802.0398974567966,69105,703.4281999999621,0.8731138545953361,0.12688614540466392,nan,nan,nan,0.0018190663092465032,539,22528885_15
URA-style A*,1,1804.8683245815428,78112,803.8596999999754,0.8082191780821918,0.1917808219178082,nan,nan,nan,0.003391491106963798,539,22528885_15
GT Oracle A*,1,1798.7678195181543,31336,299.95499999995445,1.0,0.0,nan,nan,nan,0.0,539,22528885_15
Topology+Risk A*,1,1805.9393923934083,76108,781.5863999999237,0.8437285812200137,0.1562714187799863,nan,nan,nan,0.003986936389141708,539,22528885_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,540,22528885_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,540,22528885_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,540,22528885_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,540,22528885_15
GT Oracle A*,1,2066.573952066313,51484,496.55110000003333,1.0,0.0,nan,nan,nan,0.0,540,22528885_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,540,22528885_15
Binary-mask A*,1,1654.8561312727225,37668,372.43080000007467,0.4183055975794251,0.5816944024205749,nan,nan,nan,-0.0010002060134591119,541,22528885_15
Soft-probability A*,1,1655.6845583974687,52324,537.7431999999089,0.886535552193646,0.11346444780635401,nan,nan,nan,-0.0005001030067295559,541,22528885_15
Clearance-aware A*,1,1657.684558397469,68655,708.9998999999807,0.9373111782477341,0.06268882175226587,nan,nan,nan,0.0007072524547006051,541,22528885_15
URA-style A*,1,1660.9982668964537,77219,850.3626000000395,0.8761329305135952,0.1238670694864048,nan,nan,nan,0.002707664481618829,541,22528885_15
GT Oracle A*,1,1656.5129855222149,28868,282.02009999995425,1.0,0.0,nan,nan,nan,0.0,541,22528885_15
Topology+Risk A*,1,1660.9982668964537,71652,737.9436999999598,0.9086102719033232,0.09138972809667678,nan,nan,nan,0.002707664481618829,541,22528885_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,542,22528885_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,542,22528885_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,542,22528885_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,542,22528885_15
GT Oracle A*,1,1888.579002700198,37901,366.1859999999706,1.0,0.0,nan,nan,nan,0.0,542,22528885_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,542,22528885_15
Binary-mask A*,1,1583.0743853422018,27298,267.0176999999967,0.36213668499607227,0.6378633150039277,nan,nan,nan,0.0,543,22528885_15
Soft-probability A*,1,1583.0743853422018,37012,373.1136000000106,0.8829536527886881,0.11704634721131191,nan,nan,nan,0.0,543,22528885_15
Clearance-aware A*,1,1583.0743853422018,57295,603.7201999999979,0.9347996857816182,0.0652003142183818,nan,nan,nan,0.0,543,22528885_15
URA-style A*,1,1585.5596667164405,65270,677.8651000000764,0.8711704634721131,0.12882953652788687,nan,nan,nan,0.001569908146610188,543,22528885_15
GT Oracle A*,1,1583.0743853422018,22138,214.31110000003173,1.0,0.0,nan,nan,nan,0.0,543,22528885_15
Topology+Risk A*,1,1586.3880938411867,62262,644.3440999998984,0.9049489395129615,0.09505106048703849,nan,nan,nan,0.0020932108621469175,543,22528885_15
Binary-mask A*,1,1674.1160159025449,28977,292.7026999999498,0.38614591009579957,0.6138540899042004,nan,nan,nan,0.0,544,22528885_15
Soft-probability A*,1,1674.944443027291,40080,413.1184000000303,0.8747236551215918,0.12527634487840822,nan,nan,nan,0.0004948445130904465,544,22528885_15
Clearance-aware A*,1,1679.0865786510221,62336,644.5730000000367,0.9358879882092852,0.0641120117907148,nan,nan,nan,0.0029690670785426786,544,22528885_15
URA-style A*,1,1680.7434329005146,72784,753.6610000000792,0.8599852616064849,0.14001473839351508,nan,nan,nan,0.003958756104723572,544,22528885_15
GT Oracle A*,1,1674.1160159025449,23147,222.74849999996604,1.0,0.0,nan,nan,nan,0.0,544,22528885_15
Topology+Risk A*,1,1682.400287150007,68541,710.2373999999827,0.9056742815033162,0.09432571849668381,nan,nan,nan,0.0049484451309044645,544,22528885_15
Binary-mask A*,1,2152.7699115591936,68513,682.8706000000011,0.5060518731988473,0.49394812680115274,nan,nan,nan,-0.007821471254016958,545,22528885_15
Soft-probability A*,1,2157.5983386839393,86330,900.7540000000063,0.8056354226566993,0.1943645773433007,nan,nan,nan,-0.005596123484585485,545,22528885_15
Clearance-aware A*,1,2165.7404743076695,99344,1012.6039000000446,0.8187033849684452,0.1812966150315548,nan,nan,nan,-0.0018435384541899999,545,22528885_15
URA-style A*,1,2170.811542119534,104609,1084.5937000000276,0.7892325315005727,0.2107674684994273,nan,nan,nan,0.0004936386745550854,545,22528885_15
GT Oracle A*,1,2169.740474307668,57644,562.4847999999929,1.0,0.0,nan,nan,nan,0.0,545,22528885_15
Topology+Risk A*,1,2172.7110370561454,104690,1087.13130000001,0.8051575931232091,0.19484240687679089,nan,nan,nan,0.0013690866643510165,545,22528885_15
Binary-mask A*,1,2242.015510839136,77261,748.2559000000037,0.4458896982310094,0.5541103017689906,nan,nan,nan,-0.011164549145789439,546,22529065_15
Soft-probability A*,1,2253.4713549618514,107326,1097.040600000014,0.9678089304257529,0.03219106957424711,nan,nan,nan,-0.006111977148300846,546,22529065_15
Clearance-aware A*,1,2282.182033080504,104411,1058.7534999999662,0.983453981385729,0.016546018614270963,nan,nan,nan,0.006550797129813835,546,22529065_15
URA-style A*,1,2281.3119753954147,101774,1038.8732999999775,0.9881504379185987,0.01184956208140131,nan,nan,nan,0.006167060318384554,546,22529065_15
GT Oracle A*,1,2267.3292193381208,62738,598.5766000000012,1.0,0.0,nan,nan,nan,0.0,546,22529065_15
Topology+Risk A*,1,2284.424673767623,104850,1075.0633000000107,0.9850129198966409,0.01498708010335914,nan,nan,nan,0.007539908313135402,546,22529065_15
Binary-mask A*,1,272.5340546095182,3062,29.179699999986042,0.5605381165919282,0.4394618834080718,nan,nan,nan,0.0,547,22529065_15
Soft-probability A*,1,272.53405460951825,3344,32.70499999996446,1.0,0.0,nan,nan,nan,2.085736365763619e-16,547,22529065_15
Clearance-aware A*,1,272.53405460951825,3403,32.926799999927425,1.0,0.0,nan,nan,nan,2.085736365763619e-16,547,22529065_15
URA-style A*,1,273.3624817342644,4067,40.85799999995743,1.0,0.0,nan,nan,nan,0.0030397196634129563,547,22529065_15
GT Oracle A*,1,272.5340546095182,3422,30.59289999998782,1.0,0.0,nan,nan,nan,0.0,547,22529065_15
Topology+Risk A*,1,272.53405460951825,3705,34.9285999999438,1.0,0.0,nan,nan,nan,2.085736365763619e-16,547,22529065_15
Binary-mask A*,1,28.041630560342625,118,1.2339999999539941,1.0,0.0,nan,nan,nan,0.0,548,22529065_15
Soft-probability A*,1,28.041630560342625,146,1.5864999999166685,1.0,0.0,nan,nan,nan,0.0,548,22529065_15
Clearance-aware A*,1,28.041630560342625,318,3.1480000000101427,1.0,0.0,nan,nan,nan,0.0,548,22529065_15
URA-style A*,1,28.041630560342625,262,2.705999999989217,1.0,0.0,nan,nan,nan,0.0,548,22529065_15
GT Oracle A*,1,28.041630560342625,118,1.2238000000479587,1.0,0.0,nan,nan,nan,0.0,548,22529065_15
Topology+Risk A*,1,28.041630560342625,317,3.073800000038318,1.0,0.0,nan,nan,nan,0.0,548,22529065_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,549,22529065_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,549,22529065_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,549,22529065_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,549,22529065_15
GT Oracle A*,1,892.6955262170075,22517,211.69499999996333,1.0,0.0,nan,nan,nan,0.0,549,22529065_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,549,22529065_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,550,22529065_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,550,22529065_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,550,22529065_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,550,22529065_15
GT Oracle A*,1,559.1442276647855,12263,111.5685999999414,1.0,0.0,nan,nan,nan,0.0,550,22529065_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,550,22529065_15
Binary-mask A*,1,700.8670990922607,28700,286.88130000000456,0.42016806722689076,0.5798319327731092,nan,nan,nan,-0.0418696467632736,551,22529065_15
Soft-probability A*,1,702.2813126546339,38284,392.6940000000059,0.912751677852349,0.08724832214765099,nan,nan,nan,-0.03993632596418947,551,22529065_15
Clearance-aware A*,1,707.9381669041263,39243,400.8677000000489,0.9266666666666666,0.07333333333333336,nan,nan,nan,-0.032203042767853594,551,22529065_15
URA-style A*,1,711.9381669041263,37394,387.56080000007387,0.9387417218543046,0.0612582781456954,nan,nan,nan,-0.026734785778888555,551,22529065_15
GT Oracle A*,1,731.4945160902304,23328,226.66559999993297,1.0,0.0,nan,nan,nan,0.0,551,22529065_15
Topology+Risk A*,1,710.7665940288725,38378,388.8770000000932,0.9352159468438538,0.06478405315614622,nan,nan,nan,-0.02833640116968565,551,22529065_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,552,22529065_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,552,22529065_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,552,22529065_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,552,22529065_15
GT Oracle A*,1,4300.018828369347,143805,1410.1141999999527,1.0,0.0,nan,nan,nan,0.0,552,22529065_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,552,22529065_15
Binary-mask A*,1,2276.986073587615,113016,1113.0463000000645,0.3698770491803279,0.6301229508196722,nan,nan,nan,-0.009987389494902587,553,22529065_15
Soft-probability A*,1,2289.027704147957,148666,1531.8841000000702,0.9616760347470619,0.03832396525293813,nan,nan,nan,-0.004751799236329337,553,22529065_15
Clearance-aware A*,1,2310.3830432072823,154082,1584.991299999956,0.9888211382113821,0.011178861788617933,nan,nan,nan,0.004533305848671289,553,22529065_15
URA-style A*,1,2322.785063460834,139446,1414.394199999947,0.9864457831325302,0.013554216867469826,nan,nan,nan,0.009925590232479716,553,22529065_15
GT Oracle A*,1,2299.9566363360896,91428,887.4575999999479,1.0,0.0,nan,nan,nan,0.0,553,22529065_15
Topology+Risk A*,1,2313.7972567696547,152527,1566.4891999999782,0.9903602232369355,0.00963977676306449,nan,nan,nan,0.0060177745157898935,553,22529065_15
Binary-mask A*,1,1428.5453813665658,63670,618.8521999999921,0.6477462437395659,0.3522537562604341,nan,nan,nan,-0.009302766602856283,554,22529065_15
Soft-probability A*,1,1435.373808491312,82343,847.7841999999782,0.9443521594684385,0.055647840531561465,nan,nan,nan,-0.004567247557273924,554,22529065_15
Clearance-aware A*,1,1449.8590898655507,80806,817.4420999999938,0.9819078947368421,0.018092105263157854,nan,nan,nan,0.005478305331434089,554,22529065_15
URA-style A*,1,1450.2022356160583,75746,764.0657000000601,0.9761904761904762,0.023809523809523836,nan,nan,nan,0.005716277152360517,554,22529065_15
GT Oracle A*,1,1441.959594928939,97790,960.8580999999958,1.0,0.0,nan,nan,nan,0.0,554,22529065_15
Topology+Risk A*,1,1453.2733034279238,85201,861.9752999999264,0.985233798195242,0.014766201804757961,nan,nan,nan,0.007846064854225268,554,22529065_15
Binary-mask A*,1,2772.2308063157457,117373,825.8054000000357,0.3228114478114478,0.6771885521885521,nan,nan,nan,-0.014563679372195193,555,22529065_15
Soft-probability A*,1,2784.6155826265954,153833,1235.6033999999454,0.9538396978598406,0.046160302140159426,nan,nan,nan,-0.0101613011965549,555,22529065_15
Clearance-aware A*,1,2818.9831149947395,156731,1355.3141999999525,0.9724425887265136,0.027557411273486432,nan,nan,nan,0.0020552193647073442,555,22529065_15
URA-style A*,1,2840.3140674364267,154257,1313.0135999999766,0.9921810699588477,0.007818930041152305,nan,nan,nan,0.009637667132668861,555,22529065_15
GT Oracle A*,1,2813.2013690642175,111538,778.8301000000502,1.0,0.0,nan,nan,nan,0.0,555,22529065_15
Topology+Risk A*,1,2822.0541828066043,157520,1333.0496999999468,0.9737061769616027,0.026293823038397335,nan,nan,nan,0.0031468823525177083,555,22529065_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,556,22529065_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,556,22529065_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,556,22529065_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,556,22529065_15
GT Oracle A*,1,2248.081528017122,88686,736.7287999999235,1.0,0.0,nan,nan,nan,0.0,556,22529065_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,556,22529065_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,557,22529065_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,557,22529065_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,557,22529065_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,557,22529065_15
GT Oracle A*,1,4365.741699796827,142010,1209.478499999932,1.0,0.0,nan,nan,nan,0.0,557,22529065_15
Topology+Risk A*,1,4373.967096541239,168371,1425.6745000000137,0.9783432593394694,0.021656740660530582,nan,nan,nan,0.0018840777375342503,557,22529065_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,558,22529065_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,558,22529065_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,558,22529065_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,558,22529065_15
GT Oracle A*,1,2939.078569424236,131176,1049.6548999999504,1.0,0.0,nan,nan,nan,0.0,558,22529065_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,558,22529065_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,559,22529065_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,559,22529065_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,559,22529065_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,559,22529065_15
GT Oracle A*,1,4820.2118292694795,139128,1177.2024000000556,1.0,0.0,nan,nan,nan,0.0,559,22529065_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,559,22529065_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,560,22529065_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,560,22529065_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,560,22529065_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,560,22529065_15
GT Oracle A*,1,3522.240041031675,103851,828.5986000000776,1.0,0.0,nan,nan,nan,0.0,560,22529065_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,560,22529065_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,561,22529065_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,561,22529065_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,561,22529065_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,561,22529065_15
GT Oracle A*,1,4555.310242291764,137394,1107.9796000000215,1.0,0.0,nan,nan,nan,0.0,561,22529065_15
Topology+Risk A*,1,4594.547832344998,189762,1606.667899999934,0.9765826042202779,0.023417395779722128,nan,nan,nan,0.008613593359448982,561,22529065_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,562,22529065_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,562,22529065_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,562,22529065_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,562,22529065_15
GT Oracle A*,1,4909.1407614576,158695,1286.493500000006,1.0,0.0,nan,nan,nan,0.0,562,22529065_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,562,22529065_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,563,22529065_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,563,22529065_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,563,22529065_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,563,22529065_15
GT Oracle A*,1,4828.885927461657,161073,1314.3236999999317,1.0,0.0,nan,nan,nan,0.0,563,22529065_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,563,22529065_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,564,22529065_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,564,22529065_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,564,22529065_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,564,22529065_15
GT Oracle A*,1,5331.338812991595,171880,1371.5822000000344,1.0,0.0,nan,nan,nan,0.0,564,22529065_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,564,22529065_15
Binary-mask A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,565,22529065_15
Soft-probability A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,565,22529065_15
Clearance-aware A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,565,22529065_15
URA-style A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,565,22529065_15
GT Oracle A*,1,4108.006635060498,140629,1134.3408000000181,1.0,0.0,nan,nan,nan,0.0,565,22529065_15
Topology+Risk A*,0,nan,0,0.0,nan,nan,nan,nan,nan,nan,565,22529065_15
Binary-mask A*,1,77.31370849898474,600,6.016799999997602,0.9466666666666667,0.053333333333333344,nan,nan,nan,0.0,566,23278915_15
Soft-probability A*,1,77.31370849898474,627,6.80570000008629,1.0,0.0,nan,nan,nan,0.0,566,23278915_15
Clearance-aware A*,1,78.97056274847711,1043,6.961600000067847,1.0,0.0,nan,nan,nan,0.021430277782033005,566,23278915_15
URA-style A*,1,77.31370849898474,800,6.418100000018967,1.0,0.0,nan,nan,nan,0.0,566,23278915_15
GT Oracle A*,1,77.31370849898474,475,4.392300000063187,1.0,0.0,nan,nan,nan,0.0,566,23278915_15
Topology+Risk A*,1,78.97056274847711,1041,10.823500000014974,1.0,0.0,nan,nan,nan,0.021430277782033005,566,23278915_15
Binary-mask A*,1,871.5676759431507,62244,522.4285000000464,0.4294032023289665,0.5705967976710336,nan,nan,nan,-0.015269446899736194,567,23278915_15
Soft-probability A*,1,876.4966081312853,78837,687.2511000000259,0.962536023054755,0.03746397694524495,nan,nan,nan,-0.009700550468873094,567,23278915_15
Clearance-aware A*,1,887.0823945689122,108523,959.9051999999801,0.9687943262411347,0.031205673758865293,nan,nan,nan,0.0022596766270266094,567,23278915_15
